鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路一段１２０號十四樓,17.55,住,,,1080807,土地1建物1車位1,十四層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061128,100.58,2,1,1,有,有,有,14000,139,坡道平面,34.83,0,,RPQNMLLKQHOFFEF78CC
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段１２６巷１０６號十樓,26.73,住,,,1080810,土地1建物1車位1,十層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050816,190.45,3,2,2,有,有,無,23000,121,坡道平面,36.51,0,特別約定事項1.	雙方確認，租賃標的內之窗簾及熱水器、冷氣由出租人無償提供與承租人使用，承租人應盡善良管理人之注意義務使用上開設備，如因承租人之故意、過失致上開設備毀損或不堪使用，承租人應負損害賠償之責。2.	雙方確認自簽約日起出租人即已將鑰匙交與承租人，承租人應盡善良管理人之注意義務使用、管理租賃標的，如因承租人之故意、過失致出租人受有損害，承租人應負損害賠償之責。,RPSNMLLKQHOFFEF98CC
淡水區,建物,新北市淡水區坪頂路６８之８號九樓,0.0,住,,,1080716,土地0建物1車位1,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071221,147.1,3,2,2,有,有,有,20000,136,坡道平面,33.43,0,租金含管理費。,RPPNMLMKQHOFFEF78CC
淡水區,建物,新北市淡水區學府路１２８巷３３號四樓之３,0.0,住,,,1080719,土地0建物1車位0,四層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0800314,31.47,1,1,1,有,有,有,5000,159,,0.0,0,租金含管理費。,RPSOMLMKQHOFFEF56CC
淡水區,房地(土地+建物)+車位,新北市淡水區淡金路３８巷６號三樓,16.33,住,,,1080701,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020828,142.31,3,2,2,有,有,有,26500,186,坡道機械,18.06,0,,RPXOMLMKQHOFFEF07CC
淡水區,房地(土地+建物),新北市淡水區中正東路二段８３號十三樓之１０,2.84,住,,,1080810,土地1建物1車位0,十三層,26,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,0920922,51.53,1,1,1,有,有,有,15000,291,,0.0,0,,RPPPMLMKQHOFFEF98CC
淡水區,建物,新北市淡水區中山北路一段２５９號１６樓之１,0.0,住,,,1080614,土地0建物1車位1,十六層,31,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0880811,126.44,3,2,2,有,有,有,18000,142,坡道機械,18.36,0,,RPWPMLMKQHOFFEF07CC
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路二段２７１號二十樓,7.79,商,,,1080624,土地1建物1車位1,二十層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,104.32,2,2,1,有,無,有,11000,105,坡道機械,15.23,0,,RPXQMLMKQHOFFEF27CC
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路三段１０１巷１６弄２６號十三樓,12.97,住,,,1080624,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980406,96.69,2,1,1,有,無,有,15000,155,坡道機械,24.2,0,,RPQRMLMKQHOFFEF66CC
