鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市仁愛路２４０巷３號４樓１,34.24,住,,,1090811,土地1建物1車位1,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931029,185.78,3,2,2,有,有,有,15000,81,坡道平面,0.0,0,租金內含每月管理費及車位清潔費起租為109年8月20日,RPQOMLMKQHPFFAI56EC
嘉義市,建物,嘉義市嘉義市東區彌陀路１４１號１７樓之２,0.0,住,,,1090812,土地0建物1車位0,十七層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850311,113.77,3,1,2,有,無,有,9000,79,,0.0,0,社會住宅,RPROMLNKQHPFFAI56CC
嘉義市,建物,嘉義市嘉義市和平路８７之１號４樓１,0.0,住,,,1090813,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821207,157.16,3,2,2,有,無,無,10800,69,,0.0,0,社會住宅,RPSOMLNKQHPFFAI66CC
嘉義市,房地(土地+建物),嘉義市嘉義市上海路１６巷１６號,25.71,住,,,1090815,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,0740712,60.0,4,3,2,有,無,有,24970,416,,0.0,0,,RPRNMLPKQHPFFAI66CC
嘉義市,建物,嘉義市嘉義市東區文化路４３２巷３７號６樓３,0.0,住,,,1090817,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800813,58.69,2,1,1,有,有,有,8100,138,,0.0,0,,RPOOMLSKQHPFFAI76CC
嘉義市,建物,嘉義市嘉義市西區福州一街６９號５樓５,0.0,住,,,1090818,土地0建物1車位0,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0811221,51.92,2,2,1,有,無,有,7200,139,,0.0,0,,RPPOMLSKQHPFFAI86CC
嘉義市,建物,嘉義市嘉義市西區蘭井街３０３號９樓３,0.0,商,,,1090814,土地0建物1車位0,九層,12,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840522,38.67,1,0,1,有,有,有,5400,140,,0.0,0,社會住宅,RPQOMLSKQHPFFAI96CC
嘉義市,建物,嘉義市嘉義市東區建成街５８巷３３號,99.0,住,,,1090814,土地0建物1車位0,全,,透天厝,,,,92.12,2,2,1,有,無,有,10000,109,,0.0,0,社會住宅,RPSOMLSKQHPFFAI17CC
嘉義市,建物,嘉義市嘉義市西區民生南路２９４-１號２樓之１,0.0,住,,,1090820,土地0建物1車位0,二層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0780203,26.57,1,0,1,有,無,有,4000,151,,0.0,0,,RPQOMLKLQHPFFAI88CC
嘉義市,房地(土地+建物),嘉義市嘉義市博東路１５７號３樓１,14.59,住,,,1090801,土地1建物1車位0,三層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870319,117.99,2,2,2,有,有,有,12000,102,,0.0,0,,RPTNMLOLQHPFFAI86CC
嘉義市,建物,嘉義市嘉義市西區忠義街３巷１５號３樓之１,0.0,商,,,1090824,土地0建物1車位0,三層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840112,25.41,1,0,1,有,無,有,4000,157,,0.0,0,社會住宅,RPQOMLPLQHPFFAI76CC
嘉義市,房地(土地+建物),嘉義市嘉義市中山路５５７號１樓,274.0,商,,,1090727,土地2建物1車位0,一層,3,店面(店鋪),住商用,鋼筋混凝土造,0561210,65.16,2,0,0,無,無,無,70000,1074,,0.0,0,,RPUOMLQLQHPFFAI27CC
嘉義市,建物,嘉義市嘉義市東區安樂街６５號９樓１,0.0,住,,,1090831,土地0建物1車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890111,145.56,3,2,2,有,無,有,10000,69,,0.0,0,社會住宅,RPRNMLLJRHPFFAI88CC
嘉義市,房地(土地+建物),嘉義市嘉義市啟明路３１２巷５號,195.0,住,,,1090901,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0551122,97.0,4,2,1,有,無,無,15000,155,,0.0,0,,RPTNMLLJRHPFFAI09CC
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市博東路１５５號１３樓３,18.5,住,,,1090815,土地1建物1車位1,十三層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870319,107.51,4,2,2,有,有,有,11500,107,坡道平面,15.0,0,,RPOOMLNJRHPFFAI88CC
嘉義市,建物,嘉義市嘉義市康樂街９２號２樓１,0.0,住,,,1090903,土地0建物1車位0,二層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820222,98.83,2,2,1,有,無,有,8000,81,,0.0,0,社會住宅,RPPNMLRJRHPFFAI66CC
