鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings
桃園區,房地(土地+建物)+車位,桃園市桃園區桃園段武陵小段145-1地號等28筆A2棟3樓,10.85,商,,,1080105,土地1建物1車位1,三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.47,2,1,1,有,無,10800000,96042,坡道平面,34.24,1750000,售價包含裝潢或家電。；,RPWOMLLKQHPFFAH66CB,德友極,
桃園區,房地(土地+建物),桃園市桃園區桃園段武陵小段145-1地號等28筆A2棟4樓,9.69,商,,,1070501,土地1建物1車位0,四層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,94.23,2,1,1,有,無,9480000,100605,,0.0,0,,RPPPMLLKQHPFFAH68CB,德友極,
桃園區,房地(土地+建物),桃園市桃園區桃園段武陵小段145-1地號等28筆A3棟6樓,9.11,商,,,1071112,土地1建物1車位0,六層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,88.55,2,1,1,有,無,8580000,96894,,0.0,0,售價包含裝潢或家電。；,RPXPMLLKQHPFFAH86CB,德友極,
桃園區,房地(土地+建物),桃園市桃園區桃園段武陵小段145-1地號等28筆A1棟6樓,5.89,商,,,1061210,土地1建物1車位0,六層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,57.17,1,1,1,有,無,5480000,95854,,0.0,0,,RPRQMLLKQHPFFAH98CB,德友極,
桃園區,房地(土地+建物),桃園市桃園區桃園段武陵小段145-1地號等28筆A1棟7樓,5.89,商,,,1070301,土地1建物1車位0,七層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,57.17,1,1,1,有,無,5570000,97429,,0.0,0,,RPWQMLLKQHPFFAH86CB,德友極,
桃園區,房地(土地+建物),桃園市桃園區桃園段武陵小段145-1地號等28筆A1棟8樓,5.89,商,,,1061207,土地1建物1車位0,八層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,57.17,1,1,1,有,無,5670000,99178,,0.0,0,,RPXQMLLKQHPFFAH96CB,德友極,
桃園區,房地(土地+建物),桃園市桃園區桃園段武陵小段145-1地號等28筆A1棟9樓,5.89,商,,,1061225,土地1建物1車位0,九層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,57.17,1,1,1,有,無,5700000,99703,,0.0,0,,RPORMLLKQHPFFAH78CB,德友極,
桃園區,房地(土地+建物),桃園市桃園區桃園段武陵小段145-1地號等28筆A1棟10樓,5.89,商,,,1070307,土地1建物1車位0,十層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,57.17,1,1,1,有,無,5640000,98653,,0.0,0,,RPRRMLLKQHPFFAH09CB,德友極,
桃園區,房地(土地+建物),桃園市桃園區桃園段武陵小段145-1地號等28筆A1棟11樓,5.89,商,,,1070107,土地1建物1車位0,十一層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,57.17,1,1,1,有,無,5800000,101452,,0.0,0,,RPSRMLLKQHPFFAH56CB,德友極,
桃園區,房地(土地+建物)+車位,桃園市桃園區桃園段武陵小段145-1地號等28筆A1棟12樓,7.05,商,,,1070131,土地1建物1車位1,十二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,91.41,1,1,1,有,無,7430000,98478,坡道平面,34.24,1800000,,RPUSMLLKQHPFFAH86CB,德友極,
桃園區,房地(土地+建物),桃園市桃園區桃園段武陵小段145-1地號等28筆A1棟13樓,5.89,商,,,1061226,土地1建物1車位0,十三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,57.17,1,1,1,有,無,5870000,102676,,0.0,0,,RPWSMLLKQHPFFAH07CB,德友極,
