鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
竹北市,建物,新竹縣竹北市環北路五段１４３號,0.0,住,,,1090810,土地0建物1車位1,見其他登記事項,15,店面(店鋪),住商用,鋼筋混凝土造,1061227,392.53,0,0,0,無,無,無,25000,64,坡道平面,0.0,0,,RPVNMLLKQHPFFBJ86CC
湖口鄉,建物,新竹縣湖口鄉中正路二段１９６號２樓,0.0,,,,1090731,土地0建物1車位0,見其他登記事項,4,廠辦,工業用,磚造,0600805,671.56,4,0,1,有,無,無,73000,109,,0.0,0,,RPTPMLLKQHPFFDJ07CC
竹北市,建物,新竹縣竹北市中山路４９９之２號,0.0,住,,,1090726,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,,68.49,1,1,1,有,無,有,9000,131,,0.0,0,部分承租。,RPROMLKLQHPFFBJ56CC
湖口鄉,建物,新竹縣湖口鄉榮光一路１９０號,0.0,,鄉村區,乙種建築用地,1090817,土地0建物0車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,1040821,20.19,1,0,1,有,有,有,5500,272,,0.0,0,此為分租套房，房號203，第二層共分成3間，陽台總面積占9分之1，一間平均面積約20.19平方公尺,RPUNMLLLQHPFFDJ07CC
湖口鄉,建物,新竹縣湖口鄉榮光一路１７８巷２２號,0.0,,鄉村區,乙種建築用地,1090817,土地0建物0車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,1040821,20.27,1,0,1,有,有,有,5500,271,,0.0,0,此為分租套房，房號302，第三層共分成3間，陽台總面積占9分之1，一間平均面積約20.27平方公尺,RPVNMLLLQHPFFDJ17CC
湖口鄉,建物,新竹縣湖口鄉中平路一段４３９巷８８弄６５號,0.0,,特定農業區,甲種建築用地,1090814,土地0建物1車位0,全,3,透天厝,住宅，自用儲藏室，停車空間,鋼筋混凝土造,0841226,185.98,4,2,3,有,無,有,14000,75,,0.0,0,,RPWNMLLLQHPFFDJ27CC
竹東鎮,建物,新竹縣竹東鎮長春路三段１４７號二樓,0.0,,,,1090818,土地0建物1車位0,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820729,149.41,3,2,2,有,有,有,12500,84,,0.0,0,,RPVNMLLLQHPFFCJ07CC
竹北市,建物,新竹縣竹北市成功九街６９號,0.0,住,,,1090822,土地0建物1車位0,一層,14,店面(店鋪),商業用,鋼筋混凝土造,1011212,133.0,0,0,1,有,有,無,28380,213,坡道平面,0.0,0,,RPQNMLMLQHPFFBJ56CC
竹北市,建物,新竹縣竹北市逸境新村９４號三樓,0.0,,山坡地保育區,丙種建築用地,1090825,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0810130,97.94,3,2,2,有,無,有,12000,123,,0.0,0,,RPSPMLPLQHPFFBJ27CC
竹北市,建物,新竹縣竹北市十興路一段５３６號１８樓,0.0,住,,,1090821,土地0建物1車位1,十八層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030321,108.32,3,2,2,有,有,無,31000,286,坡道平面,0.0,0,租賃期間：109/09/01~110/08/31,RPPQMLPLQHPFFBJ07CC
竹北市,建物,新竹縣竹北市科大一路２０８號６樓,0.0,住,,,1090802,土地0建物1車位1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010531,143.38,2,2,1,有,有,無,19000,133,坡道平面,0.0,0,,RPVPMLQLQHPFFBJ67CC
竹北市,建物,新竹縣竹北市莊敬五街４５號１０樓,0.0,住,,,1090805,土地0建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940923,162.1,4,2,2,有,有,有,25300,156,坡道平面,0.0,0,,RPWPMLQLQHPFFBJ77CC
竹北市,建物,新竹縣竹北市嘉豐五路二段９１號３樓,0.0,住,,,1090805,土地0建物1車位2,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980626,293.14,4,2,3,有,有,有,44000,150,坡道平面,0.0,0,,RPXPMLQLQHPFFBJ87CC
竹北市,建物,新竹縣竹北市莊敬北路５７７號５樓,0.0,住,,,1090806,土地0建物1車位1,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041105,164.79,3,2,2,有,有,有,20000,121,坡道平面,0.0,0,,RPOQMLQLQHPFFBJ07CC
