district,keyword,name,address,rating,reviews,place_id,lat,lng
松山區,美甲,伊閣YIGE 民生店 美睫 美甲 紋繡,105065台灣臺北市松山區民生東路五段228號1樓,4.9,89.0,ChIJ0wWm1OOrQjQRxoUhttDX96k,25.0588943,121.5656829
松山區,美甲,Yu溫 美甲｜美睫｜美容｜手工清粉刺,105台灣台北市松山區八德路四段765號2號樓之132樓之13,4.9,17.0,ChIJT-QiGUarQjQRg_JroWExORU,25.0511832,121.5779596
松山區,美甲,vva nails salon 維維安美甲個人工作室,105台灣臺北市松山區慶城街14-2號1樓髮廊內vivian個人工作室,5.0,15.0,ChIJL6n7c-erQjQRlB2-IBOHgZ0,25.0530948,121.545219
松山區,美甲,Tonglin*科技體雕*美學空間,105台灣台北市松山區南京东路五段286巷6號1樓,5.0,98.0,ChIJiybsZlKrQjQRXfZSqaSF684,25.0503824,121.56712809999999
松山區,美甲,指茗美｜美甲｜霧眉｜霧唇｜眼線｜臉部保養｜,10552台灣臺北市松山區八德路二段437巷1弄2號指茗美,5.0,49.0,ChIJBR_cVU2rQjQRDT3HFlSFfM0,25.0486678,121.54691489999999
松山區,美甲,Metis米堤絲-台北市松山區/接睫毛/無痛除毛/熱蠟除毛/凝膠美甲/手足保養,105台灣臺北市松山區南京東路五段286巷6號,4.6,28.0,ChIJFYbZpt2pQjQRVYQhgf4gNac,25.0503824,121.56712809999999
松山區,美甲,HOHO NAIL 美甲沙龍松山八德分店,105台灣臺北市松山區八德路三段12巷5弄17號,4.5,58.0,ChIJIQ-F50qrQjQRvxJuzRvg3cY,25.047753099999998,121.55127449999999
松山區,美甲,Miss Beauty 南港美甲 南港手足保養 南港光療凝膠 後山埤美甲 信義區美甲 松山美甲 五分埔美甲 五分埔手足保養,115台灣臺北市南港區中坡北路60巷2號1號樓第2室,4.8,63.0,ChIJu5jXTp6rQjQR5Pu0cuXHXZA,25.0468332,121.58084120000001
松山區,美甲,winspa 複合式沙龍中心,105台灣台北市松山區八德路四段91巷11號1樓,5.0,172.0,ChIJD9vO3pSrQjQRG7s_8HbNGyY,25.049429699999997,121.5606974
松山區,美甲,S’aimer 仙迷美學小巨蛋店｜美甲・美睫・紋繡・熱蠟除毛,105台灣臺北市松山區南京東路四段53巷3弄2號號1樓,4.9,71.0,ChIJ84R3SuirQjQR1ZTiVhCpnI4,25.0523863,121.5510393
松山區,美甲,卡羅麗仕指甲沙龍 Coloris nail salon(光療美甲),105台灣臺北市松山區南京東路三段303巷7弄1號,4.5,32.0,ChIJe2E1keerQjQRfbsAyN4mjSs,25.052628499999997,121.546661
松山區,美甲,YC美甲美睫紋綉沙龍｜信義1店｜項目可同時操作｜足保養推薦深層｜1樓店面,11084台灣臺北市信義區松山路465巷23號1樓,5.0,764.0,ChIJHWjru-GrQjQRQZ1wOZIcHas,25.039956000000004,121.57894899999998
松山區,美甲,How about Design? 美甲工作室,105台灣臺北市松山區松隆路215巷4弄9號,5.0,2.0,ChIJc1ojq5irQjQRXGlLuMUQV-M,25.0487346,121.57682319999999
松山區,美甲,艾蜜莉美甲 · 美睫,105台灣臺北市松山區南京東路五段291巷6弄3號,5.0,3.0,ChIJxW8EIrqrQjQR_09rZ4Kk3bA,25.052021099999997,121.5658479
松山區,美甲,Lilisa美甲-美睫-紋繡,105台灣臺北市松山區敦化北路4巷37號,5.0,13.0,ChIJhesgpQerQjQRI0N01VvXHgQ,25.050093500000003,121.5451042
松山區,美甲,Hestia nails 赫司緹雅國際時尚美甲,105台灣臺北市松山區復興南路一段63號8樓之2,4.2,63.0,ChIJGWGBPNqrQjQRgOBK470k-D8,25.0450789,121.54412099999998
松山區,美甲,盈僖美學❤︎專業美甲美睫｜信義區美甲美睫｜松山區美甲美睫,110台灣台北市信义区基隆路一段155號8樓之6,5.0,51.0,ChIJtwk3P-erQjQRAvFvxmNvm5U,25.0422742,121.56547039999998
松山區,美甲,E.M Nails Art,105台灣臺北市松山區南京東路三段335巷17號2樓,5.0,24.0,ChIJa6NRSyCrQjQRFzZSg-t1rpw,25.0531054,121.5475135
松山區,美睫,Feza EyeSalon,"1樓, No. 3號南京東路三段256巷20弄松山區臺北市台灣 105",4.9,969.0,ChIJ4UpSvd2rQjQRbIVZOF629SM,25.050822999999998,121.54483400000001
松山區,美睫,Smiley Lash 笑臉睫毛| 接睫毛 美睫教學 美睫專門店,105台灣台北市松山區南京东路五段212號8號樓之4,4.9,218.0,ChIJyz1nH1yrQjQRwWCOhLntpZM,25.0510947,121.5651942
松山區,美睫,Ce lash 日式美睫 - Cecilia,105台灣臺北市松山區復興南路一段63號8樓,5.0,13.0,ChIJ2fbQW7WrQjQRhHif8dtwwas,25.0451522,121.5440729
松山區,美睫,美娜朵-美睫睫毛紋繡【客製化睫毛/嫁接睫毛/睫毛管理/紋綉】,10597台灣臺北市松山區南京東路五段163號2樓之7,5.0,174.0,ChIJMbdi9x-rQjQRlQcE0eNb5ds,25.051653100000003,121.5626901
松山區,美睫,三目衫婕 眉藝美睫設計 | 松山區美睫紋繡 | 南京三民捷運站3號出口旁《美睫 / 霧眉•飄眉•野生眉•修眉•洗眉•洗眼線•除色 / 隱形內眼線•妝感眼線 / 繡唇》,105台灣台北市松山區南京东路五段212號8號樓之4,5.0,116.0,ChIJh-oVUUurQjQRs5CPYn8VZe8,25.051197400000003,121.56519809999999
松山區,美睫,Lala拉拉專業美睫-松山店,105台灣臺北市松山區八德路四段295巷18弄10號,4.6,18.0,ChIJCXhw5LarQjQRe38MK0gPmK8,25.0494316,121.5659198
松山區,美睫,Yuribeautysalon美睫霧眉飄眉,110台灣臺北市信義區松山路437號2樓,5.0,145.0,ChIJTfRRKVSrQjQRfcnWlGJL5qU,25.040237800000003,121.57806000000001
松山區,美睫,Yiki beauty 專業熱蠟除毛/冰肌微光除毛/皮膚管理/睫眉管理/美甲/豐傑生醫特約商店,105台灣臺北市松山區南京東路五段250巷2弄16-1號1樓,5.0,113.0,ChIJxVTFzgOrQjQRD8W5lAPl4AA,25.0506754,121.56685669999999
松山區,美睫,With U Studio 松山區 接睫毛｜清粉刺｜霧眉推薦｜南京復興熱蠟除毛｜角蛋白美睫｜做臉推薦,105台灣臺北市松山區長安東路二段219號10F,5.0,116.0,ChIJtUtQ8UGrQjQRZDJVANUlg9M,25.0483461,121.5448756
松山區,美睫,Shao eyelash,105台灣台北市松山區八德路四段604-16號1樓,5.0,325.0,ChIJ1Qj6vJOrQjQRT6wjNRbZ4YU,25.049700899999998,121.5727809
松山區,美睫,睫戀 Matsuge Koi,"號11樓, No. 50南京東路四段松山區臺北市台灣 105",4.9,39.0,ChIJD4Tq87urQjQRYTtsvIpXyfM,25.0514457,121.553431
松山區,美睫,夏妮美學Shani Beauty 美睫 紋綉 熱蠟 角蛋白,105台灣臺北市松山區復興南路一段57號,4.9,96.0,ChIJYUt8x9urQjQRlvztWzmyHQk,25.0452469,121.544125
松山區,美睫,芯亮睫Eyes beauty美睫/手作霧眉,105台灣臺北市松山區復興南路一段57號,5.0,15.0,ChIJrxFRVGqrQjQRvjQNE90_UnU,25.0452469,121.544125
松山區,美睫,Pei Pei Lash .tw 美睫/霧眉,105台灣臺北市松山區復興南路一段47巷11號,4.6,73.0,ChIJ6xGqglupQjQRhy8tOYerifw,25.0453965,121.5446941
松山區,美睫,MY焦糖女孩 - #美睫 #霧眉 #造型,10561台灣臺北市松山區八德路四段235號2樓,5.0,36.0,ChIJGxD40dCrQjQRkneNIacqI2M,25.0490501,121.5646508
松山區,美睫,Love It愛上美學坊｜霧眉｜野生眉｜歐式霧唇｜美瞳線｜美睫嫁接｜專業霧眉教學/美甲美睫,10571台灣臺北市松山區南京東路五段81號3樓,5.0,22.0,ChIJ_2hO_1CpQjQRQJKQ-vihDWo,25.051706199999998,121.5599374
松山區,美睫,椿睫 Tsubaki Studio 美睫&霧眉專門 ︎睫毛教學所,105台灣臺北市松山區八德路二段437巷1弄2號,5.0,6.0,ChIJcZPqFoOrQjQR1p8NTxCOoPM,25.048587599999998,121.54692159999999
松山區,美睫,朵粒絲設計工作室 DORIS Salon,105台灣臺北市松山區民生東路三段113巷25弄21號1樓,5.0,101.0,ChIJ-ZtM1W-rQjQRE9XHUBdLUBo,25.059725399999998,121.54663059999999
松山區,美睫,Abby lash salon 美學｜美睫｜角蛋白俏睫術｜仙霧眉｜美瞳妝感眼線,105台灣臺北市松山區慶城街14-2號,5.0,11.0,ChIJkbKAdCurQjQReH73737dwDY,25.0530948,121.545219
松山區,美睫,星河 美學美睫 美甲 美容,105台灣臺北市松山區南京東路五段19-1號二樓,4.6,32.0,ChIJvWl1Rx-rQjQRasjGUHuzx6Q,25.051852,121.5577977
松山區,美睫,POLA Malee Spa｜美顏美體｜美睫嫁接｜眉眼唇紋綉｜預約制,105台灣臺北市松山區光復北路36號,4.9,60.0,ChIJn6w6g-qrQjQRqEqYSKLa3cA,25.049444400000002,121.5576699
松山區,美睫,睦蓉JAJA 造型工作室-松山霧眉 紋繡 粉霧眉 專業推薦 男士霧眉 開運眉 眉毛安全除色 推薦 改壞眉橘眉 刺青紋唇眼線除色 角蛋白美睫 職業彩妝教學 廣告平面 尾牙 舞台劇彩妝造型 個人造型 新娘秘書 髮際線/育髮/健髮/強健髮根,105台灣臺北市松山區長安東路二段215號五樓之3A,5.0,87.0,ChIJjb06tfCrQjQRqDPRlHoGcHA,25.0484092,121.54452339999999
松山區,美睫,東區美睫,106台灣臺北市大安區11樓 No. 155號忠孝東路四段,4.7,48.0,ChIJKSwhFcWrQjQRFpDEoDOHBmg,25.0417426,121.5500104
松山區,美睫,FAMINI BEAUTY 美睫美甲紋繡,104台灣臺北市中山區朱崙街91號3樓,4.8,55.0,ChIJMX1vDcmrQjQRV8Qvu1jcyK0,25.0499966,121.5435486
松山區,美睫,Lulume.eyelash 南京三民美睫｜日式單根,105台灣臺北市松山區南京東路五段143號,5.0,10.0,ChIJvxDZTACrQjQRFaYAVYtZ5x8,25.051711899999997,121.561779
松山區,美睫,J Queen 睫皇后 愛美時尚 美睫工作室 - 東區美睫 頂好 SOGO商圈 微風廣場 接睫毛 植睫毛 補睫毛 卸睫毛 [ Charming美學館 內 ],105台灣臺北市松山區復興南路一段43號2樓,4.7,15.0,ChIJXT2eD9urQjQROcx7cAJShcU,25.0457213,121.5440906
松山區,美睫,芙蘿拉美睫spa屋,105台灣臺北市松山區南京東路五段336號7樓之三,5.0,3.0,ChIJV9ZGt8GrQjQROgpXVoTRlB0,25.0510803,121.5689381
松山區,美睫,MARUMARU 接睫毛・日式自然美睫專門店​,106台灣臺北市大安區光復南路308巷43號,4.9,288.0,ChIJPfzrosirQjQRTtzEHLNE3FU,25.038828100000003,121.5558699
松山區,美睫,Miss luxurious 美睫,105台灣臺北市松山區復興南路一段57號 8號樓-1,5.0,45.0,ChIJg2rBSjyrQjQRjIdjbR8L-h8,25.0452469,121.544125
松山區,美睫,GULUBEAUTY 男女熱蠟除毛｜日式美睫,105台灣臺北市松山區光復北路85巷1號2樓,5.0,31.0,ChIJ5xl4766rQjQRakQqDO3hSUI,25.050602899999998,121.558346
松山區,髮廊,沐/潤,105台灣臺北市松山區八德路四段245巷18-1號,4.7,343.0,ChIJHe82z5WrQjQR0pl_uZdePp8,25.0496204,121.56451839999998
松山區,髮廊,Hootailnqua Hair Salon,105台灣臺北市松山區富錦街411號1樓,4.7,338.0,ChIJ-cusO42rQjQRQiewNhOZCB0,25.0608725,121.5606796
松山區,髮廊,2021 hair salon貳零貳壹-台北松山剪髮/燙髮/染髮 美髮/沙龍/髮廊 2026髮型設計師推薦 頭皮護理/護髮/髮根燙/熱塑燙/水霧感染/層次剪/羊毛捲/男士壓貼燙 日系 專業價格好評推薦 PTT Dcard,105台灣臺北市松山區民生東路五段137巷4弄37號1樓,4.9,243.0,ChIJCeAKlmirQjQRiO7DDKoqfYM,25.0599475,121.56299000000001
松山區,髮廊,MK HAIR SALON 松山區美髮沙龍｜美髮沙龍｜松山髮廊 專業護髮 頭皮護理,105台灣臺北市松山區八德路四段245巷52弄50號1樓,4.9,96.0,ChIJU5MUKv9o1YsRgPwlG6BCITA,25.0502693,121.56308000000001
松山區,髮廊,松山髮廊,11061台灣臺北市信義區松山路312號之1號,5.0,51.0,ChIJp2IUjierQjQRqlGP53C5H0c,25.042506,121.57761500000001
松山區,髮廊,HUGH hair studio| 台北髮廊|紋理燙|韓系髮型|霧感修護染髮|特殊色漂染|覺亞頭皮養護|哥德式結構修護|黑曜光系統修護|京喚羽系統修護|官方line預約,105台灣臺北市松山區新東街11巷5號1樓,4.9,216.0,ChIJf5iSWL-rQjQRORq5u5t9pw8,25.0582706,121.5657717
松山區,髮廊,SUN HAIR SAlON,105台灣臺北市松山區延吉街42號一樓,4.9,346.0,ChIJpzoH5cOrQjQRHwdT1LN4Vf0,25.0456328,121.55357719999999
松山區,髮廊,台北松山區Relax hair日系美髮沙龍,105台灣臺北市松山區民生東路四段75巷3號,4.5,119.0,ChIJ2yi3Ae-rQjQRCLgp2r2sTNI,25.058429999999998,121.55119529999999
松山區,髮廊,AT5國際髮型,105台灣臺北市松山區八德路四段263號1樓,4.7,276.0,ChIJ30Z168GrQjQRro3EOTwGzBI,25.049108,121.56529979999999
松山區,髮廊,ZOHAN SALON柔漢沙龍,"165號, No. 165南京東路五段松山區臺北市台灣 105",4.9,234.0,ChIJ0ZLL0UWrQjQRFL0EPGYsqrc,25.051668799999998,121.56289419999999
松山區,髮廊,日期髮藝空間Date Hair Space,105台灣臺北市松山區八德路三段142號1樓,4.7,231.0,ChIJJ00LH9GrQjQRtJralwbauyk,25.048005399999997,121.5546812
松山區,髮廊,KOMM HAIR 小巨蛋店,105台灣臺北市松山區南京東路四段158巷8號,4.8,1034.0,ChIJWW036PKrQjQR_sWK6yDLAMY,25.050778299999998,121.5565417
松山區,髮廊,汎亞髮藝,105台灣台北市松山區南京东路五段123巷2弄9號1樓,4.9,286.0,ChIJAwH86JSrQjQRJK7zMDQQQX4,25.0521891,121.56128740000001
松山區,髮廊,HAPPYHAIR 台北松山店,110台灣臺北市信義區松山路283號,4.8,575.0,ChIJuUup7KGrQjQRiLtVMDYNaUk,25.043063999999998,121.578006
松山區,髮廊,Dx hair salon台北京華旗艦店,105台灣臺北市松山區八德路四段210號,4.8,134.0,ChIJcwFG6pWrQjQRlrUjtKweVig,25.0486683,121.5644075
松山區,髮廊,PEACE HAIR 髮廊,105台灣臺北市松山區南京東路五段291巷32號之 二,4.9,71.0,ChIJMWYrUpGrQjQRKeu0kzST-84,25.0527913,121.56608390000001
松山區,髮廊,朋hair salon,105台灣臺北市松山區八德路三段155巷12弄1之1號,4.9,172.0,ChIJ-c6KZLOrQjQRC4LaDySG4RE,25.0489833,121.5551608
松山區,髮廊,民生社區EZsalon/松山區髮廊,105台灣臺北市松山區民生東路五段228號1樓,4.7,113.0,ChIJRVYhCo6rQjQRohxYySiFb-M,25.0588943,121.5656829
松山區,髮廊,LY Hair Salon,105台灣臺北市松山區民生東路五段22號,4.9,556.0,ChIJL3w0K-6rQjQR1uiCRe0Rqwk,25.0582137,121.55640689999998
松山區,髮廊,C ' Hair (美髮沙龍）,105台灣臺北市松山區八德路三段158巷20弄17號,5.0,267.0,ChIJ9xJteMGrQjQRAt1-RZnUqwo,25.0471456,121.5547574
松山區,髮廊,沐沐mumu salon,105台灣臺北市松山區敦化北路120巷54之1號,4.9,194.0,ChIJNX1SD8GrQjQRVL2EZ6KqmZY,25.054099899999997,121.54653699999999
松山區,髮廊,KOMM HAIR 微風店,105台灣台北市松山區敦化北路145巷33號1樓,4.7,475.0,ChIJa7B1U-SrQjQRfp0Yf-rKKhg,25.053708,121.55067430000001
松山區,髮廊,欣奇髮藝,105台灣台北市松山區三民路107巷5號之3號1樓,5.0,209.0,ChIJjYyAR_2rQjQR_ElzY903j-E,25.0577243,121.5632323
松山區,髮廊,初 True Hair Salon,105台灣臺北市松山區八德路二段437巷2弄2號,4.9,100.0,ChIJ7Wzm4NyrQjQReEjeNeyvILE,25.0488715,121.5468593
松山區,髮廊,Spring hair salon(松山店),105台灣臺北市松山區八德路四段717號2樓,4.7,218.0,ChIJMZ7a4purQjQR49Qm0_rttp8,25.0501537,121.5770848
松山區,髮廊,KAFKA hair salon 卡夫卡髮型沙龍,105台灣臺北市松山區南京東路五段250巷18弄8號1樓,4.9,46.0,ChIJY64dFIGrQjQRbWEGK9CtPIQ,25.0500948,121.566492
松山區,髮廊,Oppa korea hairsalon,105台灣臺北市松山區南京東路四段133巷4弄27號1樓,4.6,398.0,ChIJ6SkM1r-rQjQRlRBs_JcirG8,25.0521781,121.5541615
松山區,髮廊,Le Quartier Chic hair salon,105台灣臺北市松山區民生東路四段75巷8號,4.9,97.0,ChIJLWA7Ve6rQjQR_L299Jj4d7Q,25.0587132,121.55133010000002
松山區,髮廊,Remak 髮型工作室,105台灣臺北市松山區南京東路五段83號2樓,4.8,166.0,ChIJ7bkS05SrQjQRXDMg2sp1oIo,25.0516999,121.5599999
松山區,髮廊,DUCA salon,105台灣臺北市松山區民生東路三段130巷36號,4.9,158.0,ChIJ4UZ3ZuarQjQRs291qRafofo,25.0561835,121.54611120000001
松山區,髮廊,POSH Hair Salon - 松山染髮．燙髮．頭皮護理,105台灣臺北市松山區富錦街386號1樓,4.8,275.0,ChIJFVPKTo2rQjQRKHCJmyb1UZI,25.0604729,121.55944889999998
松山區,髮廊,只想洗髮「松山饒河」夜間洗髮,105台灣臺北市松山區八德路四段669號2樓,5.0,118.0,ChIJZw_sn2GrQjQRrA9ybmqybq0,25.050180100000002,121.5758725
松山區,髮廊,KLATCH hair salon南京店,"12之1號, 南京東路五段250巷2弄松山區臺北市台灣 105",5.0,2490.0,ChIJO2rzx9arQjQRP1RTs0jsK1M,25.0506313,121.56654080000001
松山區,髮廊,HAPPYHAIR 台北育德店,105台灣臺北市松山區八德路三段156號2樓,4.9,529.0,ChIJl0_ZkcGrQjQRvO8XQvjYlcU,25.0480253,121.55478219999999
松山區,髮廊,Manor Salon 莊園髮型台北,10547台灣臺北市松山區慶城街48號,4.9,94.0,ChIJcbOdR-arQjQRetdD5Nzipg8,25.0551577,121.5469311
松山區,髮廊,Canalast Barbershop 運河通男士理髮 | 台北小巨蛋店 (English-Friendly),105台灣臺北市松山區八德路三段199巷1弄3號,4.9,587.0,ChIJAbQRUxGrQjQRUXg8tvRFejo,25.0486003,121.55644629999998
松山區,髮廊,勝悅髮型頭皮養護館 東京店,105台灣臺北市松山區南京東路四段115號1樓,4.9,1128.0,ChIJvyAXMOqrQjQRmrMupyd0gQA,25.051867599999998,121.5549605
