編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPRNMLQJNHOFFET57CA,25,11.50,共有部份,鋼筋混凝土造,82年11月26日,六層,,持分移轉
RPRNMLQJNHOFFET57CA,25,24.83,住家用,鋼筋混凝土造,82年11月26日,六層,三層 陽台,全筆移轉
RPVNMLPLMHOFFCT77CA,63,14.78,住家用,見使用執照,45年9月14日,一層,一層,全筆移轉
RPUNMLTJNHOFFAT77CA,1,253.32,集合住宅,鋼筋混凝土造,107年9月17日,四層,一層 二層 三層 四層 陽台,全筆移轉
RPXNMLPKMHOFFAT67CA,25,75.10,住家用,鋼筋混凝土造,83年5月2日,十三層,二層 陽台,全筆移轉
RPXNMLPKMHOFFAT67CA,25,16.92,防空避難室兼停車空間梯間,鋼筋混凝土造,83年5月2日,十三層,,持分移轉
RPPNMLKLMHOFFAT09CA,36,58.62,住家用,鋼筋混凝土造,72年8月8日,五層,四層,全筆移轉
RPPNMLKLMHOFFAT09CA,36,11.01,地下室，走廊，樓梯,鋼筋混凝土造,72年8月8日,五層,,持分移轉
RPTNMLMLMHOFFAT07CA,20,46.91,住家用,鋼筋混凝土造,87年12月14日,十四層,八層 陽台,全筆移轉
RPTNMLMLMHOFFAT07CA,20,17.17,防空避難兼停車空間，步行專用道，梯間,鋼筋混凝土造,87年12月14日,十四層,,持分移轉
RPVNMLTKMHOFFAT97DA,38,14.88,住家用,鋼筋混凝土造,70年9月3日,五層,三層,全筆移轉
RPVNMLTKMHOFFAT97DA,38,5.30,見其他登記事項,鋼筋混凝土造,70年9月3日,五層,,持分移轉
RPRNMLPKNHOFFAT17CA,,112.00,住家用,鋼筋混凝土加強磚造,,二層,一層 二層 騎樓,全筆移轉
RPSNMLKMMHOFFAT86CA,22,139.02,住家用,鋼筋混凝土造,86年7月11日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPQOMLPKNHOFFAT17CA,28,165.67,住家用,鋼筋混凝土造,79年12月10日,三層,一層 二層 三層 陽台 平台 屋頂突出物 騎樓,全筆移轉
RPSOMLOLMHOFFCT47CA,,215.55,住宅、樓梯間,鋼筋混凝土構造,108年2月23日,三層,一層 二層 三層 陽台 見其他登記事項,全筆移轉
RPUOMLOLMHOFFCT67CA,,212.90,住宅、樓梯間,鋼筋混凝土構造,108年2月23日,三層,一層 二層 三層 陽台 見其他登記事項,全筆移轉
RPWOMLOLMHOFFCT87CA,,212.90,住宅、樓梯間,鋼筋混凝土構造,108年2月23日,三層,一層 二層 三層 陽台 見其他登記事項,全筆移轉
RPVNMLPLMHOFFAT57CA,25,146.69,住家用,鋼筋混凝土造,83年3月17日,四層,一層 二層 三層 四層,全筆移轉
RPRPMLMLMHOFFAT07CA,35,84.07,國民住宅,鋼筋混凝土造,73年3月16日,五層,五層,全筆移轉
RPRPMLMLMHOFFAT07CA,35,11.11,共有部份,鋼筋混凝土造,73年3月16日,,,持分移轉
RPVOMLOLMHOFFAT57CA,25,159.44,住商用,鋼筋混凝土造,83年2月4日,三層,一層 二層 三層 陽台 平台 屋頂突出物 騎樓 雨遮,全筆移轉
RPVPMLOLMHOFFAT67CA,25,184.37,停車空間，住宅,鋼筋混凝土造,83年4月15日,四層,一層 二層 三層 四層 陽台 平台 屋頂突出物 花台,全筆移轉
RPVOMLTJNHOFFCT18CA,15,150.22,住商用,鋼筋混凝土造,92年11月3日,三層,一層 二層 三層 陽台 騎樓,全筆移轉
RPSNMLKMMHOFFCT07CA,51,173.00,商業用,鋼筋混凝土加強磚造,57年3月4日,二層,一層 二層,全筆移轉
RPVNMLKMMHOFFCT37CA,41,86.40,住商用,加強磚造,66年11月14日,二層,一層 二層 騎樓,全筆移轉
RPQNMLNJNHOFFDT07CA,26,141.75,店鋪、住宅,鋼筋混凝土造,81年11月3日,三層,一層 二層 三層 屋頂突出物,全筆移轉
