鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
竹南鎮,租賃房屋,苗栗縣竹南鎮大埔街１４５號２樓,0.0,,,,1130215,土地0建物0車位0,全,4,透天厝,住商用、停車空間,鋼筋混凝土造,1061229,40.0,6,0,6,有,無,有,8000,200,,0.0,0,,RPPNMLQKKHJGFDK58CC,分租套房,無,1130216~1140215,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視,
竹南鎮,租賃房屋,苗栗縣竹南鎮大埔三街２４３號４樓之３（C４０２室）,0.0,,,,1130217,土地0建物0車位0,四層,10,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1041116,72.24,4,0,4,有,有,有,7000,97,,0.0,0,,RPPNMLRKKHJGFDK68CC,分租套房,有,1130220~1140219,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,
竹南鎮,租賃房屋,苗栗縣竹南鎮大埔三街２４３-３號３樓之５（D３０２房）,0.0,,,,1130220,土地0建物0車位0,三層,10,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1041116,23.73,4,0,4,有,有,有,8000,337,,0.0,0,承租人負擔：電費租賃建物部分範圍，且未計入共有部分面積；,RPPNMLKLKHJGFDK08CC,分租套房,有,1130221~1140220,有,冷氣、熱水器、洗衣機、冰箱,
竹南鎮,租賃房屋+車位,苗栗縣竹南鎮大埔十街４６巷３號７樓之１,0.0,,,,1130217,土地0建物1車位1,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1060825,157.1,3,1,2,有,有,有,20000,127,坡道平面,0.0,0,,RPQNMLLLKHJGFDK28CC,整棟(戶)出租,有,1130220~1140219,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視,
竹南鎮,租賃房屋,苗栗縣竹南鎮大埔七街４２號（４樓A室）,0.0,,,,1130221,土地0建物0車位0,全,4,透天厝,住商用、停車空間,鋼筋混凝土造,1041229,20.0,10,0,10,有,無,有,6500,325,,0.0,0,承租人承擔：電費、第四台費用,RPSNMLLLKHJGFDK48CC,分租套房,無,1130222~1140221,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,
竹南鎮,租賃房屋,苗栗縣竹南鎮大埔六街８２巷５號（５樓）,0.0,,,,1130229,土地0建物0車位0,全,7,透天厝,停車空間、住宅、梯間、水箱、機房,鋼筋混凝土造,1121017,25.79,6,0,6,有,無,有,8500,330,,0.0,0,含機車位一個租金總額含水費；網路費；,RPQNMLTLKHJGFDK09CC,分租套房,無,1130301~1140228,有,冷氣、熱水器、洗衣機、電視機、冰箱,
竹南鎮,租賃房屋+車位,苗栗縣竹南鎮大埔一街２２號８樓,0.0,,,,1130303,土地0建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090915,117.16,2,1,1,有,有,有,22000,188,坡道平面,0.0,0,租金總額含管理費；,RPPNMLNJLHJGFDK28CC,整棟(戶)出租,有,1130306~1140305,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
苗栗市,租賃房屋,苗栗縣苗栗市福麗里１９鄰饒平街５１巷２７號５樓,0.0,,,,1130216,土地0建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1051213,129.93,3,2,2,有,有,有,17500,135,,0.0,0,,RPQNMLOJLHJGFBK28CC,整棟(戶)出租,無,1130216~1140215,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
頭份市,租賃房屋,苗栗縣頭份市中華路９２２號十一樓之九,0.0,,,,1130214,土地0建物1車位0,十一層,11,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0821221,114.21,2,2,2,有,有,有,11000,96,,0.0,0,,RPPNMLOJLHJGFFK58CC,整棟(戶)出租,有,1130214~1140213,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
頭份市,土地,後湖段1000-5地號,134.27,住,,,1130226,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,無,8800,66,,0.0,0,現有車輛停放地主須排除。,RPPNMLPJLHJGFFK68CC,,,1130315~1140314,,,
苗栗市,租賃房屋,苗栗縣苗栗市福星里５鄰福星街２０６號６樓之２,0.0,,,,1130219,土地0建物1車位0,六層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810929,105.78,2,1,1,有,有,有,10000,95,,0.0,0,,RPPNMLQJLHJGFBK38CC,整棟(戶)出租,有,1130225~1140224,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
竹南鎮,租賃房屋,苗栗縣竹南鎮大埔七街４２號２樓A房,0.0,,,,1130306,土地0建物0車位0,全,4,透天厝,住商用、停車空間,鋼筋混凝土造,1041229,15.1,10,0,10,有,有,有,6500,430,,0.0,0,承租人承擔：電費租金總額含管理費；水費；網路費；,RPPNMLQJLHJGFDK58CC,分租套房,無,1130315~1140314,有,冷氣、熱水器、洗衣機、電視機、有線電視,
頭份市,租賃房屋,苗栗縣頭份市自強里１５鄰忠孝一路１３８巷１５號,0.0,,,,1130216,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0710515,89.92,3,2,3,有,無,有,10000,111,,0.0,0,,RPPNMLQJLHJGFFK78CC,整棟(戶)出租,無,1130216~1140215,無,熱水器、瓦斯或天然氣,社會住宅包租轉租
頭份市,租賃房屋+車位,苗栗縣頭份市東庄里１９鄰和平路３５６號,0.0,,,,1130222,土地0建物1車位1,一層,14,住宅大樓(11層含以上有電梯),店舖,鋼筋混凝土造,1080806,90.19,1,0,1,有,有,無,20000,222,坡道平面,37.19,0,水費、電費、瓦斯費、管理費為租客收到帳單自行處理,RPQNMLQJLHJGFFK88CC,,有,1130220~1150219,有,瓦斯或天然氣,
銅鑼鄉,租賃房屋,苗栗縣銅鑼鄉中正路３４２號二樓之二,0.0,,,,1130220,土地0建物1車位0,二層,5,華廈(10層含以下有電梯),集合住宅,ＲＣ造,1090820,102.28,2,2,1,有,無,有,14500,142,,0.0,0,租金總額含管理費；,RPPNMLRJLHJGFEK78CC,整棟(戶)出租,無,1130223~1140222,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
頭份市,租賃房屋,苗栗縣頭份市自強路二段１５５號,0.0,,,,1130221,土地0建物1車位0,一層,2,工廠,倉庫,鋼筋混凝土造,0800711,1190.08,0,0,0,無,無,無,302400,,,0.0,0,部分租賃，租賃面積為360坪，113年3月1日至113年3月31日期間內無償提供給承租方進行裝修。租金總額含稅；,RPTNMLRJLHJGFFK66CC,,無,1130401~1180331,有,,
頭份市,租賃房屋+車位,苗栗縣頭份市信三街１２巷１３號五樓,0.0,,,,1130223,土地0建物1車位1,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860129,102.66,3,2,2,有,有,有,13500,132,坡道平面,0.0,0,租金總額含管理費；其他車位由出租方向管委會租，113年1月~12月，若114年沒租到車位，租金減柒佰元；,RPUNMLRJLHJGFFK76CC,整棟(戶)出租,有,1130301~1150228,有,冷氣、熱水器、瓦斯或天然氣、網路,
頭份市,租賃房屋,苗栗縣頭份市幼英街１６巷１號,59.1,住,,,1130217,土地1建物1車位0,全,4,透天厝,住宅、停車空間,ＲＣ造,0950105,182.66,5,2,3,有,無,有,32000,175,,0.0,0,,RPVNMLRJLHJGFFK86CC,整棟(戶)出租,無,1130220~1140219,無,冷氣,
竹南鎮,租賃房屋,苗栗縣竹南鎮龍鳳里９鄰龍山路一段１６３巷１號六樓,0.0,,,,1130217,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830202,100.59,3,2,1,有,有,有,11500,114,,0.0,0,,RPPNMLSJLHJGFDK78CC,整棟(戶)出租,有,1130217~1140216,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
竹南鎮,租賃房屋,苗栗縣竹南鎮大厝里４鄰真如路５６１巷２０弄１５號３樓,0.0,,,,1130221,土地0建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980612,37.17,1,0,1,有,無,有,6300,169,,0.0,0,租金總額含水費；網路費；,RPRNMLSJLHJGFDK98CC,獨立套房,無,1130221~1140220,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,社會住宅包租轉租
竹南鎮,租賃房屋,苗栗縣竹南鎮大埔七街４２號２樓B室,0.0,,,,1130309,土地0建物0車位0,全,4,透天厝,住商用、停車空間,鋼筋混凝土造,1041229,20.0,10,0,10,有,無,有,6500,325,,0.0,0,租金總額含管理費；水費；網路費；,RPPNMLTJLHJGFDK88CC,分租套房,無,1130310~1140309,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視,
苗栗市,租賃房屋,苗栗縣苗栗市建功里２３鄰縣府路１１６號６樓,0.0,,,,1130222,土地0建物1車位0,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881206,117.47,3,2,2,有,有,有,15000,128,,0.0,0,,RPPNMLLKLHJGFBK97CC,整棟(戶)出租,有,1130222~1140221,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
竹南鎮,租賃房屋,苗栗縣竹南鎮 崎頂里１６鄰和仁街４２巷５號二樓之二,0.0,,,,1130221,土地0建物1車位0,二層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1110125,81.39,2,1,1,有,有,有,18000,221,,0.0,0,,RPPNMLLKLHJGFDK18CC,整棟(戶)出租,無,1130221~1140220,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
竹南鎮,租賃房屋,苗栗縣竹南鎮山佳里２６鄰店仔１１１號,0.0,,,,1130221,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0691015,114.58,4,2,3,有,無,有,9000,79,,0.0,0,,RPQNMLLKLHJGFDK28CC,整棟(戶)出租,無,1130221~1140220,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
竹南鎮,租賃房屋,苗栗縣竹南鎮新南里２０鄰新南街３２號７樓之３,0.0,,,,1130222,土地0建物1車位0,七層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1021015,144.32,3,2,2,有,有,有,15000,104,,0.0,0,,RPRNMLLKLHJGFDK38CC,整棟(戶)出租,有,1130225~1140224,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
苗栗市,租賃房屋,苗栗縣苗栗市恭敬里８鄰中正路１０９０號二樓之二,0.0,,,,1130221,土地0建物1車位0,二層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960716,50.0,1,0,1,有,有,有,6000,120,,0.0,0,,RPQNMLNKLHJGFBK28CC,獨立套房,有,1130221~1140220,有,冷氣、熱水器、洗衣機、冰箱,社會住宅包租轉租
苗栗市,租賃房屋,苗栗縣苗栗市玉華里２５鄰翠園１２號四樓,0.0,,,,1130225,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750808,108.07,3,2,2,有,無,有,9000,83,,0.0,0,,RPRNMLNKLHJGFBK38CC,整棟(戶)出租,無,1130225~1140224,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
後龍鎮,租賃房屋,苗栗縣後龍鎮大庄里１８鄰中山路２２０號八樓,0.0,,,,1130225,土地0建物1車位0,八層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820816,124.48,3,2,2,有,有,有,13500,108,,0.0,0,租金總額含管理費；,RPPNMLNKLHJGFDK38CC,整棟(戶)出租,有,1130301~1140228,有,冷氣、熱水器、洗衣機、瓦斯或天然氣,社會住宅代管
竹南鎮,租賃房屋,苗栗縣竹南鎮大厝里４鄰真如路５６１巷２０弄１３號２樓,0.0,,,,1130220,土地0建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980612,41.07,1,0,1,有,無,有,6000,146,,0.0,0,租金總額含水費；網路費；,RPRNMLNKLHJGFDK58CC,獨立套房,無,1130220~1140219,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,社會住宅包租轉租
頭份市,租賃房屋,苗栗縣頭份市文化里１０鄰文化街３２巷１８５號五樓之一,0.0,,,,1130222,土地0建物1車位0,五層,13,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1021211,98.63,2,2,1,有,有,有,15000,152,,0.0,0,,RPPNMLNKLHJGFFK58CC,整棟(戶)出租,有,1130226~1140225,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
頭份市,土地,蘆竹湳段流水潭小段162地號,200.0,農,,,1130221,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,無,20000,100,,0.0,0,,RPQNMLNKLHJGFFK68CC,,,1130301~1140228,,,
竹南鎮,租賃房屋,苗栗縣竹南鎮大埔七街４２號３樓C房,0.0,,,,1130315,土地0建物0車位0,全,4,透天厝,住商用、停車空間,鋼筋混凝土造,1041229,16.5,10,0,10,有,有,有,5300,321,,0.0,0,承租人承擔：電費租金總額含管理費；水費；網路費；,RPPNMLPKLHJGFDK58CC,分租套房,無,1130316~1140315,有,冷氣、熱水器、電視機、冰箱、有線電視、網路,
頭份市,租賃房屋+車位,苗栗縣頭份市東庄里６鄰富強三街５６號八樓,0.0,,,,1130301,土地0建物1車位1,八層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1100622,166.45,3,1,2,有,有,有,19800,119,坡道平面,37.9,0,,RPPNMLPKLHJGFFK78CC,整棟(戶)出租,有,1130301~1140228,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
竹南鎮,租賃房屋+車位,苗栗縣竹南鎮大埔六街８２巷５號（３樓）,0.0,,,,1130317,土地0建物0車位1,全,7,透天厝,停車空間、住宅、梯間、水箱、機房,鋼筋混凝土造,1121017,38.31,6,0,6,有,無,有,15500,405,坡道平面,0.0,0,含機車位一個租金總額含管理費；水費；網路費；,RPPNMLRKLHJGFDK78CC,分租套房,無,1130318~1140331,有,冷氣、熱水器、洗衣機、電視機、冰箱,
竹南鎮,租賃房屋+車位,苗栗縣竹南鎮科專七路２０５號６樓之３,0.0,,,,1130317,土地0建物1車位1,六層,12,住宅大樓(11層含以上有電梯),住家用,ＲＣ造、鋼骨造,1050414,91.14,2,1,1,有,有,有,18000,197,升降機械,0.0,0,租金總額含管理費；,RPQNMLRKLHJGFDK88CC,整棟(戶)出租,有,1130401~1140331,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
苗栗市,租賃房屋,苗栗縣苗栗市玉華里４鄰玉清街７４號,0.0,,,,1130227,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,,102.28,4,3,2,有,無,無,11500,112,,0.0,0,,RPPNMLSKLHJGFBK68CC,整棟(戶)出租,無,1130227~1140226,無,熱水器、瓦斯或天然氣,社會住宅代管
苗栗市,租賃房屋,苗栗縣苗栗市文聖里１２鄰文發路４５８巷６８弄９號,0.0,,,,1130228,土地0建物1車位0,全,3,透天厝,住宅，停車位,鋼筋混凝土造,0900610,153.9,4,2,3,有,無,有,17600,114,,0.0,0,,RPRNMLSKLHJGFBK88CC,整棟(戶)出租,無,1130228~1140227,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
竹南鎮,租賃房屋,苗栗縣竹南鎮大厝里４鄰真如路５６１巷２０弄１號３樓,0.0,,,,1130220,土地0建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980612,38.71,1,0,1,有,無,有,6000,155,,0.0,0,租金總額含水費；網路費；,RPQNMLSKLHJGFDK98CC,獨立套房,無,1130220~1140219,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,社會住宅包租轉租
後龍鎮,租賃房屋,苗栗縣後龍鎮南龍里１８鄰勝利街２０８之８號,0.0,,,,1130220,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,0730412,143.28,5,2,2,有,無,有,11000,77,,0.0,0,,RPRNMLSKLHJGFDK09CC,整棟(戶)出租,無,1130220~1140219,無,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
竹南鎮,租賃房屋,苗栗縣竹南鎮大埔里２２鄰五福街６５巷１２號,0.0,,,,1130228,土地0建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0830607,179.55,5,2,2,有,無,有,19800,110,,0.0,0,,RPSNMLSKLHJGFDK56CC,整棟(戶)出租,無,1130228~1140227,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
