鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
竹北市,房地(土地+建物)+車位,新竹縣竹北市國義段100地號,30.32,住,,,1130215,土地1建物1車位1,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,185.44,3,2,2,有,無,24450000,148902,坡道平面,34.67,2000000,,RPTNMLRKKHJGFBJ68CB,元子,A5棟0號,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉達生八街130號對面,24.06,住,,,1130215,土地1建物1車位1,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,124.56,2,2,2,有,無,12210000,109698,坡道平面,27.84,1600000,,RPUNMLRKKHJGFDJ98CB,盛竑築硯,A5棟7號,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉達生八街130號對面,24.64,住,,,1130215,土地1建物1車位1,一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,125.48,2,2,2,有,無,11000000,95209,坡道平面,26.75,1600000,,RPVNMLRKKHJGFDJ09CB,盛竑築硯,B5棟1號,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉達生八街130號對面,24.64,住,,,1130215,土地1建物1車位1,一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.8,2,2,2,有,無,11800000,102806,坡道平面,29.07,1650000,,RPWNMLRKKHJGFDJ56CB,盛竑築硯,A5棟1號,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉達生八街130號對面,24.06,住,,,1130215,土地1建物1車位1,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,131.96,2,2,2,有,無,12350000,110457,坡道平面,35.09,1650000,,RPOOMLRKKHJGFDJ48CB,盛竑築硯,B3棟8號,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉達生八街130號對面,32.47,住,,,1130215,土地1建物1車位1,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.57,3,2,2,有,無,15550000,107146,坡道平面,27.84,1650000,,RPPOMLRKKHJGFDJ58CB,盛竑築硯,A1棟8號,
新豐鄉,房地(土地+建物)+車位,新竹縣新豐鄉中崙村6鄰中崙,31.72,,特定農業區,甲種建築用地,1130212,土地2建物1車位1,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.06,3,2,2,有,無,12660000,100089,坡道平面,31.56,1400000,,RPTOMLRKKHJGFDJ98CB,遠傳丰景,A棟2-7F號,
新豐鄉,房地(土地+建物)+車位,新竹縣新豐鄉坪頂段1093地號,26.25,住,,,1130218,土地1建物1車位1,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,139.31,3,2,2,有,無,15450000,116052,坡道平面,21.69,1800000,,RPRNMLKLKHJGFDJ08CB,富來.森之青,A2棟5F號,
新豐鄉,房地(土地+建物)+車位,新竹縣新豐鄉坪頂段1093地號,26.15,住,,,1130218,土地1建物1車位1,七層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,138.93,3,2,2,有,無,15490000,117195,坡道平面,21.69,1750000,,RPSNMLKLKHJGFDJ18CB,富來.森之青,B5棟7F號,
