鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
西區,租賃房屋,臺中市西區五廊街１００巷７號３樓,76.0,住,,,1130213,土地1建物0車位0,全,4,透天厝,集合住宅,鋼筋混凝土造,0830312,19.83,8,8,8,有,無,有,12000,605,,0.0,0,租金總額含水費；網路費；,RPUNMLPKKHJGFAB77CC,分租套房,無,1130215~1140214,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般代管
南區,租賃房屋,臺中市南區工學北路８６號８樓之４９,1.83,商,,,1130215,土地1建物1車位0,八層,18,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0850506,30.47,0,0,0,無,有,有,7000,230,,0.0,0,,RPVNMLPKKHJGFAB87CC,獨立套房,有,1130225~1140224,有,冷氣、熱水器、洗衣機,
南屯區,租賃房屋,臺中市南屯區大英街２９６之１號三樓,0.0,,,,1130215,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820212,39.64,1,0,1,有,有,有,12000,303,,0.0,0,社會住宅包租代管公會版4期391續租案件；,RPVNMLQKKHJGFCB18CC,獨立套房,有,1130320~1140319,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
西屯區,租賃房屋,臺中市西屯區文心路三段１１巷２９號,0.0,,,,1130216,土地0建物1車位0,見其他登記事項,5,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0741012,174.79,4,3,2,有,無,無,29000,166,,0.0,0,,RPWNMLQKKHJGFCB28CC,,無,1130301~1140228,無,,
梧棲區,租賃房屋,臺中市梧棲區立德街１４３巷２６號三樓之２,0.0,,,,1130216,土地0建物1車位0,三層,12,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1120831,82.9,2,2,1,有,有,有,15000,181,,0.0,0,社會住宅管理費1500元、水電瓦斯由承租人負擔,RPQNMLQKKHJGFFB97CC,整棟(戶)出租,有,1130221~1140220,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
梧棲區,租賃房屋,臺中市梧棲區文明街２４２巷１５弄３號,86.07,住,,,1130215,土地1建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0811105,146.43,5,2,3,有,無,無,23000,157,,0.0,0,,RPRNMLQKKHJGFFB08CC,整棟(戶)出租,無,1130215~1140214,無,冷氣、熱水器,一般包租
梧棲區,租賃房屋,臺中市梧棲區文明街２４２巷１５弄３號,86.07,住,,,1130215,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0811105,146.43,5,2,3,有,無,無,23000,157,,0.0,0,,RPSNMLQKKHJGFFB18CC,整棟(戶)出租,無,1130215~1140214,無,冷氣、熱水器,一般轉租
潭子區,租賃房屋,臺中市潭子區大新路７４號三樓,15.69,住,,,1130215,土地1建物1車位0,三層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821021,95.86,2,2,2,有,有,無,15500,162,,0.0,0,,RPRNMLQKKHJGFHB28CC,整棟(戶)出租,無,1130301~1140228,有,冷氣、熱水器、瓦斯或天然氣,
北區,租賃房屋,臺中市北區 中清路一段７２６巷４３號二樓,0.0,,,,1130216,土地0建物0車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0790324,24.0,5,5,5,有,無,有,7000,292,,0.0,0,,RPROMLRKKHJGFBB87CC,分租套房,無,1130219~1140218,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路,一般轉租
南屯區,租賃房屋,臺中市南屯區大英街２９６之２號六樓,0.0,,,,1130215,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820212,39.64,1,1,1,有,有,有,9000,227,,0.0,0,社會住宅包租代管公會版3期240-2續租案件；,RPPNMLRKKHJGFCB67CC,整棟(戶)出租,有,1130301~1140228,有,冷氣、熱水器、冰箱、瓦斯或天然氣,社會住宅代管
西屯區,租賃房屋,臺中市西屯區青海路一段９５號十一樓之３,0.0,,,,1130215,土地0建物1車位0,十一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830629,38.28,1,0,1,有,有,有,12000,313,,0.0,0,社會住宅包租代管公會版4期,RPQNMLRKKHJGFCB77CC,獨立套房,有,1130225~1140224,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
梧棲區,租賃房屋,臺中市梧棲區中和街１０５號,0.0,,,,1130216,土地0建物1車位0,全,3,透天厝,住商用,鋼筋混凝土造,0710201,276.19,8,3,5,有,無,有,30000,109,,0.0,0,,RPPNMLRKKHJGFFB97CC,整棟(戶)出租,無,1130216~1140215,無,洗衣機、冰箱、瓦斯或天然氣,
潭子區,租賃房屋,臺中市潭子區圓通南路８１巷３６號七樓,0.0,,,,1130215,土地0建物1車位0,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850916,126.25,2,2,2,有,有,有,16500,131,,0.0,0,社會住宅包租代管公會版3期257-2續租案件；,RPPNMLRKKHJGFHB18CC,整棟(戶)出租,有,1130315~1140314,有,冷氣、熱水器、電視機、瓦斯或天然氣,社會住宅代管
西區,租賃房屋,臺中市西區民生路１３５號１４樓之９,0.0,,,,1130215,土地0建物1車位0,十四層,22,住宅大樓(11層含以上有電梯),集合住宅,鋼骨鋼筋混凝土造,0850119,44.46,1,0,1,有,有,有,8000,180,,0.0,0,社會住宅包租代管案件租金市價打9折，此租約訂定租金不含管理費，費用由承租人另行支付。,RPQNMLTKKHJGFAB77CC,獨立套房,有,1130220~1140219,有,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
南區,租賃房屋,臺中市南區五權南路６３６號５樓之１,0.0,,,,1130215,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701226,51.14,2,1,1,有,無,有,12000,235,,0.0,0,社會住宅包租代管案件租金市價打8折,RPRNMLTKKHJGFAB87CC,整棟(戶)出租,無,1130215~1150314,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
東區,租賃房屋+車位,臺中市東區建德街２９８號９樓之３,0.0,,,,1130216,土地0建物1車位1,九層,13,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1070905,156.88,3,2,2,有,有,有,23000,179,坡道平面,45.19,3000,社會住宅包租代管案件租金市價打9折，此租約訂定租金不含管理費、車位租金，費用由承租人另行支付。,RPTNMLTKKHJGFAB08CC,整棟(戶)出租,有,1130220~1140219,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
西區,租賃房屋,臺中市西區五權路２之１０９號７樓,0.0,,,,1130216,土地0建物1車位0,七層,20,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0900321,191.03,3,2,2,有,有,有,19900,104,,0.0,0,社會住宅包租代管案件租金市價打9折，此租約訂定租金不含管理費，費用由承租人另行支付。未租賃車位，建物登記含有車位面積；,RPUNMLTKKHJGFAB18CC,整棟(戶)出租,有,1130216~1140215,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
西區,租賃房屋,臺中市西區文化街１３６號５樓,0.0,,,,1130219,土地0建物0車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770917,20.0,2,1,1,有,無,有,13000,650,,0.0,0,,RPVNMLTKKHJGFAB28CC,分租套房,無,1130221~1140220,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視,一般轉租
西區,租賃房屋,臺中市西區忠明南路１１０號４樓之１０,13.12,住,,,1130216,土地1建物1車位0,四層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0951222,130.24,3,2,2,有,有,有,33250,255,,0.0,0,續租案件；,RPXNMLTKKHJGFAB48CC,整棟(戶)出租,有,1130401~1140331,有,冷氣、熱水器、洗衣機、電視機、冰箱,
北屯區,租賃房屋,臺中市北屯區梅川東路四段１０５號９樓１３,1.21,住,,,1130217,土地1建物1車位0,九層,17,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0831222,21.0,1,0,1,有,有,有,9000,429,,0.0,0,租金不含管理費1000元/月,RPPNMLTKKHJGFBB77CC,獨立套房,有,1130220~1140219,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般包租
西屯區,租賃房屋,臺中市西屯區西屯路二段６９號,18.26,住,,,1130219,土地2建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0720722,57.38,2,1,1,有,無,有,22000,383,,0.0,0,租金總額含網路費；含增建或未登記建物；,RPTNMLTKKHJGFCB28CC,獨立套房,無,1130220~1140228,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
清水區,租賃房屋+車位,臺中市清水區大勇路１２８號１４樓之８,0.0,,,,1130216,土地0建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1111006,142.17000000000002,2,2,1,有,有,有,17200,137,坡道平面,32.71,2200,社會住宅包租代管案件租金市價打9折，此租約訂定租金不含管理費、車位租金，費用由承租人另行支付。,RPQNMLTKKHJGFFB28CC,整棟(戶)出租,有,1130216~1140215,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
烏日區,租賃房屋+車位,臺中市烏日區高鐵路二段１４６號７樓之１１,16.2,商,,,1130219,土地1建物1車位1,七層,19,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1110805,129.24,3,2,2,有,有,有,28000,217,坡道平面,24.76,0,,RPSNMLTKKHJGFIB78CC,整棟(戶)出租,有,1130216~1140215,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般包租
龍井區,租賃房屋,臺中市龍井區新興路４５巷７號５樓之２,0.0,,,,1130216,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770910,19.57,1,0,1,有,無,有,4500,230,,0.0,0,社會住宅包租代管案件租金市價打9折。公用電費每月100元。,RPSNMLTKKHJGFKB98CC,獨立套房,無,1130220~1140219,無,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
龍井區,租賃房屋,臺中市龍井區新興路４５巷７號５樓之１,0.0,,,,1130216,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770910,19.669999999999998,1,0,1,有,無,有,4500,229,,0.0,0,社會住宅包租代管案件租金市價打9折。,RPTNMLTKKHJGFKB09CC,獨立套房,無,1130216~1140215,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,社會住宅代管
西區,租賃房屋,臺中市西區大忠南街９２巷８號,6.5,住,,,1130215,土地1建物0車位0,全,5,透天厝,住宅停車空間、住宅、樓梯昇降機間,鋼筋混凝土造,1111116,20.8,11,0,11,有,無,有,9000,433,,0.0,0,,RPPNMLTKKHJGFAB77DC,分租套房,無,1130216~1140228,有,冷氣、洗衣機、電視機、冰箱,一般轉租
西區,租賃房屋+車位,臺中市西區大同街１６８號八樓之６,15.69,住,,,1130219,土地1建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870501,140.98,3,2,2,有,有,無,25000,177,坡道平面,0.0,0,,RPPNMLKLKHJGFAB86CC,整棟(戶)出租,無,1130226~1150225,有,冷氣、熱水器、冰箱、瓦斯或天然氣,
西區,租賃房屋,臺中市西區精誠２３街８號、精誠２４街２號,87.78,住,,,1130216,土地1建物2車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,0820817,272.56,0,1,1,有,無,無,42000,154,,0.0,0,,RPRNMLKLKHJGFAB07CC,,無,1130216~1180315,無,,
西區,租賃房屋,臺中市西區模範街３４巷７號３樓,0.0,,,,1130220,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0841121,140.71,3,2,2,有,有,無,16500,117,,0.0,0,社會住宅包租代管公會版31期153-1續租案件；,RPSNMLKLKHJGFAB17CC,整棟(戶)出租,無,1130224~1140223,有,熱水器、瓦斯或天然氣,社會住宅代管
北區,租賃房屋,臺中市北區衛道路９１巷４之３號,0.0,,,,1130216,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710222,102.81,3,2,2,有,無,無,12000,117,,0.0,0,,RPPNMLKLKHJGFBB96CC,整棟(戶)出租,無,1130216~1140215,無,熱水器、瓦斯或天然氣,社會住宅代管
