鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
鹿谷鄉,土地,文昌段551地號,96.26,,鄉村區,乙種建築用地,1130603,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,288255,2995,,0.0,0,,RPSNMLNJOHJGFDM98DA,0.0,0.0,0.0,無,0001
竹山鎮,土地,中正段676地號,41.0,商,,,1130501,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1000000,24390,,0.0,0,,RPVNMLNJNHJGFDM56DA,0.0,0.0,0.0,無,
南投市,土地,福德段337地號,3088.67,,一般農業區,農牧用地,1130502,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,28000000,9065,,0.0,0,農作物；,RPQNMLNJNHJGFAM38DA,0.0,0.0,0.0,無,
南投市,土地,福助段388地號,143.03,,山坡地保育區,丙種建築用地,1130503,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1930000,13494,,0.0,0,,RPQNMLNKNHJGFAM48DA,0.0,0.0,0.0,無,
國姓鄉,土地,南港段668地號,10820.0,,山坡地保育區,農牧用地,1130507,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2900000,268,,0.0,0,,RPRNMLSJNHJGFCM56DA,0.0,0.0,0.0,無,
埔里鎮,土地,桃米坑段92-3地號,91.0,,山坡地保育區,丙種建築用地,1130502,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,565000,6209,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLTJNHJGFCM07DA,0.0,0.0,0.0,無,
名間鄉,土地,過坑段53地號,5.14,都市：其他:道路用地,,,1130501,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,25000,4864,,0.0,0,,RPTNMLSJNHJGFAM56DA,0.0,0.0,0.0,無,
名間鄉,土地,過坑段54地號,97.82,住,,,1130501,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1475000,15079,,0.0,0,,SPTNMLSJNHJGFAM66DA,0.0,0.0,0.0,無,
埔里鎮,房地(土地+建物),南投縣埔里鎮枇杷一巷１號,86.18,,特定農業區,甲種建築用地,1130503,土地1建物1車位0,全,一層,透天厝,住家用,磚造,0641201,54.77,3,2,1,有,無,3060000,55870,,0.0,0,其他增建；含租約；,RPQNMLQKNHJGFCM98DA,54.77,0.0,0.0,無,
