編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPTNMLNKQHKFFFN17CC,23,185.80,廠房、宿舍、辦公室,鋼筋混凝土造,81年4月10日,三層,
RPTNMLRLQHKFFHN87CC,22,355.51,農舍,加強磚造,83年1月22日,二層,
RPUNMLRLQHKFFHN97CC,22,355.51,農舍,加強磚造,83年1月22日,二層,
RPQOMLOLQHKFFAN76DC,21,153.28,住商用,鋼筋混凝土造,83年6月23日,十三層,
RPPNMLLJQHKFFHN66CC,21,118.50,農舍,加強磚造,83年1月22日,二層,
RPQNMLOJRHKFFDN86DC,32,468.44,住家用,鋼筋混凝土造,72年6月6日,三層,
RPSNMLLMQHKFFBN66CC,2,189.45,店舖、住宅,鋼筋混凝土造,102年6月17日,四層,
RPSNMLLMQHKFFBN66CC,2,.24,守衛室、電信室、垃圾分類集中室,鋼筋混凝土造,102年6月17日,一層,
RPTNMLLMQHKFFBN76CC,2,188.77,店舖、住宅,鋼筋混凝土造,102年6月17日,四層,
RPTNMLLMQHKFFBN76CC,2,.24,守衛室、電信室、垃圾分類集中室,鋼筋混凝土造,102年6月17日,一層,
RPPOMLRJRHKFFAN76CC,29,205.73,辦公室,鋼筋混凝土造,75年12月15日,十二層,
RPPOMLRJRHKFFAN76CC,29,31.97,樓梯、走道,鋼筋混凝土造,75年12月15日,十二層,
RPRNMLKLIIKFFAN28DC,,101.80,住家用,鋼筋混凝土造,,,
RPQNMLQLIIKFFBN78CC,2,51.94,店舖,鋼筋混凝土造,103年3月10日,五層,
RPQNMLQLIIKFFBN78CC,2,51.94,店舖,鋼筋混凝土造,103年3月10日,五層,
RPQNMLOKRHKFFHN37DC,52,118.69,住商用,加強磚造,52年3月1日,二層,
RPSNMLLJIIKFFBN38DC,29,398.64,農舍,鋼筋混凝土造,75年6月20日,三層,
RPRNMLMLRHKFFDN86CC,28,83.46,住商用,鋼筋混凝土造,76年7月13日,四層,
RPPOMLMLRHKFFAN56DC,21,934.11,住商用,鋼筋混凝土造,83年9月14日,三層,
RPVNMLPLRHKFFAN37DC,30,239.37,避難室、廠房,鋼筋混凝土造,74年8月30日,一層,
RPPNMLQLIIKFFHN76DC,15,418.20,農舍,鋼造,89年4月29日,二層,
