鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
北區,房地(土地+建物),臺南市北區和緯路二段205號一樓,91.63,住,,,1031028,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0961126,56.42,4,2,4,有,無,有,16000,284,,0.0,0,,RPQNMLLJJIJFFAD96CC
中西區,房地(土地+建物),臺南市中西區府前路一段245號,117.0,住,,,1031031,土地1建物1車位0,一層,3,店面(店鋪),住商用,磚造,0480101,80.34,0,1,1,有,無,有,18000,224,,0.0,0,,RPSNMLLJJIJFFAD17CC
中西區,房地(土地+建物),臺南市中西區府前路一段245號,117.0,住,,,1031031,土地1建物1車位0,全,3,透天厝,住商用,磚造,0480101,134.27,0,1,2,有,無,無,20000,149,,0.0,0,,RPTNMLLJJIJFFAD27CC
新市區,房地(土地+建物),臺南市新巿區永華三街14號七樓,11276.0,,特定專用區,甲種建築用地,1031101,土地1建物1車位0,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860825,79.57,3,2,2,有,無,有,5000,63,,0.0,0,,RPPNMLOJJIJFFER98CC
安定區,房地(土地+建物),臺南市安定區海寮143號之13,201.86,,鄉村區,乙種建築用地,1031105,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0820309,165.46,4,2,2,有,無,無,8500,51,,0.0,0,,RPSNMLPJJIJFFER76CC
仁德區,建物,臺南市仁德區中山路628巷21號,0.0,住,,,1031010,土地0建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,1021202,198.3,5,2,4,有,無,無,22000,111,,0.0,0,1.合約書無填具土地租賃面積.2.由所有權人提供出租資訊3.租金以包含平面車位,RPQNMLQJJIJFFFR76CC
北區,建物,臺南市北區公園路994巷28號之1,0.0,住,,,1031006,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0670221,120.29,5,3,2,有,無,有,17000,141,,0.0,0,,RPSNMLQJJIJFFAD67CC
北區,建物,臺南市北區北園街8巷28號   9樓之8,0.0,商,,,1031010,土地0建物1車位0,九層,19,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0961227,94.61,3,2,2,有,無,有,26000,275,,0.0,0,,RPUNMLQJJIJFFAD87CC
安平區,房地(土地+建物)+車位,臺南市安平區安平路422號7樓,19.76,住,,,1031004,土地1建物1車位1,七層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0880208,160.78,4,2,2,有,無,無,20000,124,一樓平面,38.47,0,,RPPOMLQJJIJFFAD47CC
永康區,建物,臺南市永康區中華路154巷18弄8號   4樓之5,0.0,住,,,1031008,土地0建物1車位0,四層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820310,84.56,3,1,1,有,無,有,10500,124,,0.0,0,,RPUNMLQJJIJFFHR37CC
佳里區,房地(土地+建物),臺南市佳里區安西里安西127號3樓之3,16.5,,特定農業區,水利用地,1031025,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840506,47.75,2,2,1,有,無,有,6000,126,,0.0,0,,RPQOMLRJJIJFFDR86DC
佳里區,房地(土地+建物),臺南市佳里區公園路352號,111.0,住,,,1031102,土地1建物1車位0,全,3,透天厝,見其他登記事項,鋼筋混凝土造,0960605,235.26,4,2,3,有,無,有,11000,47,,0.0,0,,RPROMLRJJIJFFDR96DC
佳里區,房地(土地+建物),臺南市佳里區平等街122巷8號,70.0,住,,,1031105,土地1建物1車位0,全,2,透天厝,住家用,見其他登記事項,0640430,98.65,3,3,2,有,無,無,6500,66,,0.0,0,,RPSOMLRJJIJFFDR07DC
永康區,房地(土地+建物),臺南市永康區永大路三段465號,99.0,住,,,1031105,土地1建物1車位0,全,5,透天厝,住商用,鋼筋混凝土造,0830924,288.83,5,2,3,有,無,有,22500,78,,0.0,0,,RPQNMLRJJIJFFHR17DC
北區,土地,實踐段280地號,325.07,住,,,1031024,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,17700,54,,0.0,0,,RPPNMLRJJIJFFAD47CC
安平區,房地(土地+建物),臺南市安平區建坪十一街361號2樓之4,21.06,住,,,1031107,土地1建物1車位0,二層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800510,84.05,3,2,2,有,有,有,11200,133,,0.0,0,,RPQOMLRJJIJFFAD67CC
東區,房地(土地+建物),臺南市東區建東街75號,0.0,住,,,1031106,土地1建物1車位0,全,2,透天厝,住商用,加強磚造,0601206,29.64,2,1,1,有,無,無,8000,270,,0.0,0,,RPVNMLRJJIJFFCD28CC
