鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
七堵區,房地(土地+建物)+車位,基隆市七堵區長安段38地號 G棟/7樓,34.19,住,,,1040611,土地1建物1車位1,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,108.8,3,2,2,有,無,7760000,84518,坡道平面,30.0,1100000,,RPXOMLTKKHLFFCC98DB
七堵區,房地(土地+建物),基隆市七堵區長安段38地號 H棟/4樓,38.78,住,,,1040726,土地1建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,122.98,3,2,2,有,無,6880000,55944,,0.0,0,,RPOPMLTKKHLFFCC18DB
七堵區,房地(土地+建物),基隆市七堵區五堵段五堵北小段１１２９等３筆地號B２-７F,28.87,住,,,1030623,土地1建物1車位0,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.83,3,2,1,有,無,8160000,75675,,0.0,0,,RPSNMLQLMHLFFCC28CB
七堵區,房地(土地+建物)+車位,基隆市七堵區五堵段五堵北小段１１２９等３筆地號A３-１F,30.18,商,,,1030629,土地1建物1車位1,一層,13,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,127.86,0,1,1,有,無,12580000,121893,坡道平面,35.73,1350000,,RPTNMLQLMHLFFCC38CB
七堵區,房地(土地+建物)+車位,基隆市七堵區五堵段五堵北小段１１２９等３筆地號A２-９F,34.12,住,,,1030629,土地1建物1車位1,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.12,3,2,1,有,無,11100000,76537,坡道平面,35.73,1350000,,RPUNMLQLMHLFFCC48CB
七堵區,房地(土地+建物),基隆市七堵區五堵段五堵北小段１１２９等３筆地號B２-５F,28.87,住,,,1030629,土地1建物1車位0,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.83,3,2,1,有,無,7500000,69554,,0.0,0,,RPVNMLQLMHLFFCC58CB
七堵區,房地(土地+建物),基隆市七堵區五堵段五堵北小段１１２９等３筆地號B１-９F,28.87,住,,,1030629,土地1建物1車位0,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.55,3,2,1,有,無,8000000,74384,,0.0,0,,RPWNMLQLMHLFFCC68CB
七堵區,房地(土地+建物),基隆市七堵區五堵段五堵北小段１１２９等３筆地號B２-９F,28.87,住,,,1030724,土地1建物1車位0,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.83,3,2,1,有,無,8000000,74191,,0.0,0,,RPXNMLQLMHLFFCC78CB
七堵區,房地(土地+建物),基隆市七堵區五堵段五堵北小段１１２９等３筆地號A１-８F,34.55,住,,,1030728,土地1建物1車位0,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.66,3,2,1,有,無,9730000,75626,,0.0,0,,RPOOMLQLMHLFFCC97CB
七堵區,房地(土地+建物)+車位,基隆市七堵區五堵段五堵北小段１１２９等３筆地號A２-８F,34.12,住,,,1030730,土地1建物1車位1,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.12,3,2,1,有,無,10990000,75673,坡道平面,35.73,1350000,,RPPOMLQLMHLFFCC08CB
七堵區,房地(土地+建物)+車位,基隆市七堵區五堵段五堵北小段１１２９等３筆地號A２-１１F,34.12,住,,,1030801,土地1建物1車位1,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.12,3,2,1,有,無,11050000,76144,坡道平面,35.73,1350000,,RPQOMLQLMHLFFCC18CB
七堵區,房地(土地+建物)+車位,基隆市七堵區五堵段五堵北小段１１２９等３筆地號A２-１２F,34.12,住,,,1030802,土地1建物1車位1,十二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.12,3,2,1,有,無,11200000,77322,坡道平面,35.73,1350000,,RPSOMLQLMHLFFCC38CB
七堵區,房地(土地+建物)+車位,基隆市七堵區五堵段五堵北小段１１２９等３筆地號A２-１３F,34.12,住,,,1030831,土地1建物1車位1,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.12,3,2,1,有,無,11350000,78499,坡道平面,35.73,1350000,,RPTOMLQLMHLFFCC48CB
七堵區,房地(土地+建物)+車位,基隆市七堵區五堵段五堵北小段１１２９等３筆地號A１-１３F,34.55,住,,,1030902,土地1建物1車位1,十三層,13,其他,住家用,鋼筋混凝土造,,159.39,3,2,1,有,無,11250000,77724,坡道平面,30.73,1250000,,RPUOMLQLMHLFFCC58CB
七堵區,房地(土地+建物)+車位,基隆市七堵區五堵段五堵北小段１１２９等３筆地號A２-２F,34.12,住,,,1030907,土地1建物1車位1,二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.12,3,2,1,有,無,12000000,83602,坡道平面,35.73,1350000,,RPVOMLQLMHLFFCC68CB
七堵區,房地(土地+建物)+車位,基隆市七堵區五堵段五堵北小段１１２９等３筆地號B１-７F,28.87,住,,,1030526,土地1建物1車位1,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,143.28,3,2,1,有,無,9170000,72710,坡道平面,35.73,1350000,,RPQPMLQLMHLFFCC28CB
七堵區,房地(土地+建物)+車位,基隆市七堵區五堵段五堵北小段１１２９等３筆地號B１-８F,28.87,住,,,1030530,土地1建物1車位1,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,143.28,3,2,1,有,無,9180000,72803,坡道平面,35.73,1350000,,RPSPMLQLMHLFFCC48CB
七堵區,房地(土地+建物)+車位,基隆市七堵區五堵段五堵北小段１１２９等３筆地號B１-６F,28.87,住,,,1030530,土地1建物1車位1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.28,3,2,1,有,無,8800000,70200,坡道平面,30.73,1250000,,RPTPMLQLMHLFFCC58CB
七堵區,房地(土地+建物),基隆市七堵區五堵段五堵北小段１１２９等３筆地號B２-１F,25.66,住,,,1030530,土地1建物1車位0,一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,111.81,3,2,1,有,無,8600000,76916,,0.0,0,,RPUPMLQLMHLFFCC68CB
七堵區,房地(土地+建物)+車位,基隆市七堵區五堵段五堵北小段１１２９等３筆地號A２-４F,34.12,住,,,1030608,土地1建物1車位1,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.12,3,2,1,有,無,10380000,70885,坡道平面,35.73,1350000,,RPVPMLQLMHLFFCC78CB
七堵區,房地(土地+建物)+車位,基隆市七堵區五堵段五堵北小段１１２９等３筆地號B１-３F,28.87,住,,,1030531,土地1建物1車位1,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.28,3,2,1,有,無,8740000,69642,坡道平面,30.73,1250000,,RPWPMLQLMHLFFCC88CB
七堵區,房地(土地+建物)+車位,基隆市七堵區五堵段五堵北小段１１２９等３筆地號A１-７F,34.55,住,,,1030522,土地1建物1車位1,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.39,3,2,1,有,無,10830000,74460,坡道平面,30.73,1250000,,RPXPMLQLMHLFFCC98CB
七堵區,房地(土地+建物)+車位,基隆市七堵區五堵段五堵北小段１１２９等３筆地號A２-６F,34.12,住,,,1030607,土地1建物1車位1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.12,3,2,1,有,無,10630000,72847,坡道平面,35.73,1350000,,RPOQMLQLMHLFFCC18CB
七堵區,房地(土地+建物),基隆市七堵區五堵段五堵北小段１１２９等３筆地號B２-６F,28.87,住,,,1030614,土地1建物1車位0,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.83,3,2,1,有,無,7770000,72058,,0.0,0,,RPPQMLQLMHLFFCC28CB
七堵區,房地(土地+建物),基隆市七堵區五堵段五堵北小段１１２９等３筆地號B２-８F,28.87,住,,,1030614,土地1建物1車位0,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.83,3,2,1,有,無,8000000,74191,,0.0,0,,RPQQMLQLMHLFFCC38CB
七堵區,房地(土地+建物)+車位,基隆市七堵區五堵段五堵北小段１１２９等３筆地號A２-５F,34.12,住,,,1030601,土地1建物1車位1,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.12,3,2,1,有,無,10600000,72612,坡道平面,35.73,1350000,,RPRQMLQLMHLFFCC48CB
七堵區,房地(土地+建物)+車位,基隆市七堵區五堵段五堵北小段１１２９等３筆地號A１-５F,34.55,住,,,1030601,土地1建物1車位1,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.66,3,2,1,有,無,10590000,99246,坡道平面,34.55,1250000,,RPTQMLQLMHLFFCC68CB
七堵區,房地(土地+建物)+車位,基隆市七堵區五堵段五堵北小段１１２９等３筆地號A１-６F,34.55,住,,,1030608,土地1建物1車位1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.39,3,2,1,有,無,10800000,73449,坡道平面,35.73,1350000,,RPUQMLQLMHLFFCC78CB
七堵區,房地(土地+建物),基隆市七堵區五堵段五堵北小段１１２９等３筆地號B２-４F,28.87,住,,,1030610,土地1建物1車位0,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.83,3,2,1,有,無,7500000,69554,,0.0,0,,RPVQMLQLMHLFFCC88CB
七堵區,房地(土地+建物),基隆市七堵區五堵段五堵北小段１１２９等３筆地號B１-４F,28.87,住,,,1030614,土地1建物1車位0,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.55,3,2,1,有,無,7400000,68805,,0.0,0,,RPWQMLQLMHLFFCC98CB
七堵區,房地(土地+建物),基隆市七堵區五堵段五堵北小段１１２９等３筆地號B１-５F,28.87,住,,,1030614,土地1建物1車位0,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.55,3,2,1,有,無,7600000,70665,,0.0,0,,RPXQMLQLMHLFFCC09CB
七堵區,房地(土地+建物),基隆市七堵區五堵段五堵北小段１１２９等３筆地號B２-３F,28.87,住,,,1030614,土地1建物1車位0,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.83,3,2,1,有,無,7600000,70481,,0.0,0,,RPORMLQLMHLFFCC28CB
七堵區,房地(土地+建物),基隆市七堵區五堵段五堵北小段１１２９等３筆地號B１-２F,28.87,住,,,1030613,土地1建物1車位0,二層,13,其他,住家用,鋼筋混凝土造,,107.55,3,2,1,有,無,7490000,69642,,0.0,0,,RPPRMLQLMHLFFCC38CB
七堵區,房地(土地+建物),基隆市七堵區五堵段五堵北小段１１２９等３筆地號B２-２F,28.87,住,,,1030627,土地1建物1車位0,二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.83,3,2,1,有,無,7510000,69647,,0.0,0,,RPQRMLQLMHLFFCC48CB
七堵區,房地(土地+建物)+車位,基隆市七堵區五堵段五堵北小段１１２９等３筆地號A２-７F,34.12,住,,,1030618,土地1建物1車位1,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.12,3,2,1,有,無,11170000,77086,坡道平面,35.73,1350000,,RPRRMLQLMHLFFCC58CB
