鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
嘉義市,土地,育人段1275-2地號,64.19,農,,,1130501,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,450000,7010,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLNKNHJGFAI18EA,0.0,0.0,0.0,無,
嘉義市,土地,下埤段901地號,135.47,農,,,1130504,土地6建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1000000,7382,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLKKNHJGFAI67DA,0.0,0.0,0.0,無,
嘉義市,房地(土地+建物),嘉義市嘉義市中山路３２６巷２之１號２樓１,9.3,商,,,1130501,土地1建物1車位0,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790118,41.07,1,1,1,有,有,3650000,88873,,0.0,0,,RPTNMLQKNHJGFAI68DA,28.77,0.0,2.55,有,0001
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市友順街８１巷６號九樓之２,31.81,住,,,1130502,土地1建物1車位1,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1121013,149.0,3,1,2,有,有,11000000,73826,一樓平面,0.0,0,,RPTOMLPKNHJGFAI68DA,73.06,0.0,9.28,有,0002
嘉義市,土地,下路頭段607-17地號,85.71,住,,,1130506,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3640000,42469,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLQKNHJGFAI38DA,0.0,0.0,0.0,無,
嘉義市,房地(土地+建物),嘉義市嘉義市平等街１５０巷１４號,72.0,住,,,1130501,土地1建物1車位0,全,一層,透天厝,住家用,木造,0600114,42.72,3,1,1,有,無,4400000,102996,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOPMLQKNHJGFAI38DA,42.72,0.0,0.0,無,
嘉義市,車位,嘉義市嘉義市彌陀路２３８巷９８弄６９號等,0.0,,,,1130510,土地0建物1車位1,,,其他,,,,14.17,0,0,0,無,有,1400000,,一樓平面,14.17,1400000,建物坐落地號：彌陀段143-22地號；親友、員工、共有人或其他特殊關係間之交易；僅車位交易；,RPSOMLQKNHJGFAI68DA,0.0,0.0,0.0,有,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市忠孝路７９０之３號十一樓之２,17.64,住,,,1130504,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1050510,149.39,3,2,2,有,有,10200000,68278,坡道機械,0.0,0,,RPRNMLQKNHJGFAI48DA,78.51,2.46,10.33,有,0003
嘉義市,房地(土地+建物),嘉義市嘉義市彌陀路１４３號２樓２,7.04,住,,,1130502,土地1建物1車位0,二層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850311,94.34,2,1,1,有,有,4500000,47700,,0.0,0,,RPQPMLRKNHJGFAI68DA,62.92,0.0,7.32,有,
嘉義市,房地(土地+建物),嘉義市嘉義市安東一街３５號,95.25,住,,,1130507,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0830205,224.26,5,3,4,有,無,9580000,42718,,0.0,0,,RPQNMLKLNHJGFAI87DA,195.84,16.36,12.06,無,0004
嘉義市,房地(土地+建物),嘉義市嘉義市小雅路３４３號１０樓１０,3.59,住,,,1130511,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820609,28.11,0,0,0,無,有,1600000,56919,,0.0,0,,RPUOMLKLNHJGFAI38DA,17.22,0.0,1.84,有,0005
