鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
內湖區,租賃房屋,臺北市內湖區環山路一段１３４號４樓,0.0,,,,1130212,土地0建物0車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660628,24.4,5,0,2,有,無,無,9800,402,,0.0,0,租金總額含管理費；水費；電費；瓦斯費；網路費；,RPQOMLPKKHJGFCA57CC,分租雅房,無,1130212~1130630,無,冷氣,一般轉租
文山區,租賃房屋,臺北市文山區羅斯福路六段２３２巷２號３樓,0.0,,,,1130215,土地0建物0車位0,三層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,16.53,5,0,5,有,無,有,8800,532,,0.0,0,,RPPNMLQKKHJGFAA27CC,分租套房,無,1130215~1140214,無,冷氣、洗衣機,一般包租
中正區,租賃房屋,臺北市中正區漢口街一段１１０號７樓之２,0.0,,,,1130215,土地0建物1車位0,七層,9,辦公商業大樓,商業用,鋼筋混凝土造,0661110,34.53,0,1,1,有,有,無,17500,507,,0.0,0,,RPPOMLQKKHJGFBA47CC,,有,1130305~1140305,有,冷氣、熱水器,
萬華區,租賃房屋,臺北市萬華區康定路２０６號７樓之１１,0.0,,,,1130216,土地0建物1車位0,七層,12,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,0670718,31.6,1,0,1,有,有,有,10000,316,,0.0,0,,RPQOMLQKKHJGFBA57CC,獨立套房,有,1130217~1140216,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
大安區,租賃房屋,臺北市大安區信義路４段６０之６８號２樓,0.0,,,,1130215,土地0建物1車位0,二層,6,公寓(5樓含以下無電梯),店舖,鋼筋混凝土造,0600301,20.36,1,1,1,有,有,無,11200,550,,0.0,0,,RPQNMLQKKHJGFFA87CC,獨立套房,無,1130215~1140214,無,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
中正區,租賃房屋,臺北市中正區金門街１１巷６號二樓,0.0,,,,1130216,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,48.71,1,1,1,有,無,有,22000,452,,0.0,0,續租案件；,RPSNMLRKKHJGFAA67CC,獨立套房,無,1130216~1140215,無,冷氣、熱水器,社會住宅代管
萬華區,租賃房屋,臺北市萬華區武成街８０巷２９號,0.0,,,,1130216,土地0建物0車位0,全,3,透天厝,住家用,加強磚造,0960601,13.79,6,1,5,有,無,有,12000,870,,0.0,0,本案為101室。多人共同承租2；租金總額含水費；網路費；其他垃圾處理費；,RPPNMLRKKHJGFBA47CC,分租套房,無,1130224~1150223,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
萬華區,租賃房屋,臺北市萬華區武成街８０巷２９號,0.0,,,,1130215,土地0建物0車位0,全,3,透天厝,住家用,加強磚造,0960601,16.99,6,1,5,有,無,有,12000,706,,0.0,0,本案為301室。多人共同承租2；租金總額含水費；網路費；其他垃圾處理費；,RPRNMLRKKHJGFBA67CC,分租套房,無,1130217~1150216,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
大同區,租賃房屋,臺北市大同區延平北路二段２５８號二樓,0.0,,,,1130213,土地0建物0車位0,二層,10,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0670621,17.51,59,0,59,有,無,有,14000,800,,0.0,0,本案為分租套房，2202室。多人共同承租2；租金總額含水費；電費；瓦斯費；網路費；其他垃圾處理費；,RPVNMLRKKHJGFBA08CC,分租套房,無,1130216~1150215,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
大同區,租賃房屋,臺北市大同區延平北路二段２５８號二樓,0.0,,,,1130213,土地0建物0車位0,二層,10,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0670621,17.51,59,0,59,有,無,有,14000,800,,0.0,0,本案為分租套房，2202室。多人共同承租2；租金總額含水費；電費；瓦斯費；網路費；其他垃圾處理費；,RPOOMLRKKHJGFBA47CC,分租套房,無,1130216~1150215,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
萬華區,租賃房屋,臺北市萬華區武成街８０巷２９號,0.0,,,,1130216,土地0建物0車位0,全,3,透天厝,住家用,加強磚造,0960601,13.79,6,1,5,有,無,有,12000,870,,0.0,0,本案為101室。多人共同承租2；租金總額含水費；網路費；其他垃圾處理費；,RPPOMLRKKHJGFBA57CC,分租套房,無,1130224~1150223,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
萬華區,租賃房屋,臺北市萬華區武成街８０巷２９號,0.0,,,,1130215,土地0建物0車位0,全,3,透天厝,住家用,加強磚造,0960601,16.99,6,1,5,有,無,有,12000,706,,0.0,0,本案為301室。多人共同承租2；租金總額含水費；網路費；其他垃圾處理費；,RPROMLRKKHJGFBA77CC,分租套房,無,1130217~1150216,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
松山區,租賃房屋,臺北市松山區復興北路５０９號５樓,0.0,,,,1130217,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721128,101.73,3,2,2,有,有,有,27000,265,,0.0,0,,RPUNMLRKKHJGFDA18CC,整棟(戶)出租,有,1130218~1150217,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
士林區,租賃房屋,臺北市士林區中山北路六段７６８號,0.0,,,,1130214,土地0建物0車位0,全,4,透天厝,住商用,鋼筋混凝土造,0600521,36.93,9,1,8,有,無,有,27000,731,,0.0,0,本案為分租套房，本間為201室，2房1廳1衛。多人共同承租4；租金總額含管理費；水費；網路費；其他垃圾處理費；,RPPNMLRKKHJGFEA77CC,分租套房,無,1130217~1150216,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
士林區,租賃房屋,臺北市士林區中山北路六段７６８號,0.0,,,,1130215,土地0建物0車位0,全,4,透天厝,住商用,鋼筋混凝土造,0600521,21.06,9,1,8,有,無,有,16000,760,,0.0,0,本案為分租套房，401室。多人共同承租2；租金總額含管理費；水費；網路費；其他垃圾處理費；,RPQNMLRKKHJGFEA87CC,分租套房,無,1130220~1150219,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
士林區,租賃房屋,臺北市士林區中山北路六段７６８號,0.0,,,,1130215,土地0建物0車位0,全,4,透天厝,住商用,鋼筋混凝土造,0600521,21.06,9,1,8,有,無,有,16000,760,,0.0,0,本案為分租套房，401室。多人共同承租2；租金總額含管理費；水費；網路費；其他垃圾處理費；,RPWNMLRKKHJGFEA48CC,分租套房,無,1130220~1150219,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
