編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPQNMLTKKIIGFAX37CC,5,33.10,住家用,鋼筋混凝土造,108年3月27日,三層,,
RPRNMLTKKIIGFAX47CC,13,33.10,住家用,鋼筋混凝土造,99年11月5日,三層,,
RPQNMLRLJIIGFAX27DC,22,7.10,住商用,鋼筋混凝土造,90年9月18日,三層,,
RPPNMLTKKIIGFAX27CC,13,46.20,住家用,鋼筋混凝土造,99年11月5日,三層,,
RPPNMLRLJIIGFAX17DC,22,13.20,住商用,鋼筋混凝土造,90年9月18日,三層,,
RPPNMLQLJHJGFAX96CC,16,22.00,住商用,鋼筋混凝土造,97年2月5日,四層,,
RPQNMLQLJHJGFAX07CC,16,33.10,住商用,鋼筋混凝土造,97年2月5日,四層,,
RPPNMLMKJHJGFAX09CC,13,16.00,住家用,鋼筋混凝土造,100年6月1日,三層,,
RPPNMLSJJHJGFAX07DC,73,15.00,住商用,木造,40年6月8日,一層,,
RPPNMLSJJHJGFAX07DC,70,36.82,住商用,造,42年11月1日,二層,,
