鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
竹北市,土地,竹義段9-1地號,31.4,住,,,1131228,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3000000,95541,,0.0,0,,RPQNMLTKJHJGFBJ58EA,0.0,0.0,0.0,無,
新埔鎮,房地(土地+建物),新竹縣新埔鎮福祿三街１８１巷１６號,71.44,,鄉村區,乙種建築用地,1130604,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1100323,176.97,4,3,3,有,無,22680000,128157,,0.0,0,其他增建；,RPVOMLOLJHJGFBJ68DA,176.97,0.0,0.0,無,0001
尖石鄉,土地,煤源段863-7地號,2850.0,,山坡地保育區,農牧用地,1130202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,513000,180,,0.0,0,,RPPNMLPKKHJGFCJ28EA,0.0,0.0,0.0,無,
竹東鎮,土地,柯子湖段165-3地號,42.44,,山坡地保育區,林業用地,1130202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,66000,1555,,0.0,0,地清或未辦繼承標售；,RPWNMLRKKHJGFCJ09DA,0.0,0.0,0.0,無,
新埔鎮,土地,汶水坑段1387-1地號,266.0,,山坡地保育區,交通用地,1130202,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1689870,6353,,0.0,0,,RPQNMLRKKHJGFBJ48EA,0.0,0.0,0.0,無,0002
竹北市,土地,東興段462地號,11.89,住,,,1130202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1200000,100925,,0.0,0,,RPRNMLKLKHJGFBJ97EA,0.0,0.0,0.0,無,
竹東鎮,土地,竹東段竹東小段379-45地號,53.0,住,,,1130201,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3778370,71290,,0.0,0,政府機關標讓售；,RPTNMLLLKHJGFCJ38EA,0.0,0.0,0.0,無,
關西鎮,土地,東安段275地號,23.09,,,,1130203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,300000,12993,,0.0,0,包含公共設施保留地用地；,RPQNMLKLKHJGFBJ77DA,0.0,0.0,0.0,無,0003
關西鎮,土地,東安段275地號,11.54,,,,1130203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,150000,12998,,0.0,0,包含公共設施保留地用地；,SPQNMLKLKHJGFBJ87DA,0.0,0.0,0.0,無,0003
北埔鄉,土地,埔中段541地號,192.7,住,,,1130202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5150000,26725,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLRJKHJGFCJ28DA,0.0,0.0,0.0,無,0005
竹北市,房地(土地+建物)+車位,新竹縣竹北市華興三街３５號十三樓之一,18.2,住,,,1130205,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060915,129.91,2,1,1,有,有,15500000,119313,坡道平面,0.0,0,,RPRNMLMLKHJGFBJ18EA,53.41,4.5,5.99,有,0006
北埔鄉,土地,埔中段1011地號,2485.1,都市：其他:保護區,,,1130201,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4500000,1811,,0.0,0,,RPPNMLRKKHJGFCJ48EA,0.0,0.0,0.0,無,
竹北市,土地,新國段780-1地號,172.99,都市：其他:道路用地,,,1130201,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,20876000,120677,,0.0,0,,RPSNMLLJKHJGFBJ87DA,0.0,0.0,0.0,無,0007
