鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
中正區,房地(土地+建物),基隆市中正區觀海街１０３號２樓,15.03,住,,,1130202,土地2建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880114,73.63,2,1,2,有,有,2200000,29879,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLQJKHJGFDC08DA,50.71,0.0,6.7,有,0001
中正區,房地(土地+建物),基隆市中正區新豐街４６０之１５號三樓,10.87,住,,,1130202,土地3建物1車位0,三層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861121,58.95,1,1,1,有,有,4000000,67854,,0.0,0,陽台外推；,RPVOMLQJKHJGFDC28DA,39.82,0.0,4.46,有,
安樂區,房地(土地+建物),基隆市安樂區麥金路１９３之２號１０樓,12.48,住,,,1130205,土地8建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860718,102.62,3,2,2,有,有,8850000,86240,,0.0,0,,RPQOMLKLKHJGFDC37DA,71.74,0.83,2.46,有,
中正區,房地(土地+建物)+車位,基隆市中正區觀海街１１８號５樓,24.57,住,,,1130207,土地1建物1車位1,五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880114,165.8,4,2,2,有,有,7380000,44511,坡道平面,0.0,0,,RPUPMLKLKHJGFDC87DA,88.85,0.0,13.15,有,
七堵區,土地,友蚋段十四坑小段23-2地號,184.0,,山坡地保育區,農牧用地,1130219,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,520000,2826,,0.0,0,,RPQNMLLLKHJGFDC47EA,0.0,0.0,0.0,無,
信義區,土地,東信段三小段28地號,24.94,,,,1130216,土地6建物0車位0,,,其他,,,,0.0,0,0,0,無,無,710000,28468,,0.0,0,未登記建物；,RPOOMLMLKHJGFDC37DA,0.0,0.0,0.0,無,0002
七堵區,房地(土地+建物),基隆市七堵區東新街７３巷６４弄７號４樓,12.96,住,,,1130215,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0810904,56.589999999999996,2,1,1,有,無,3000000,53013,,0.0,0,,RPPNMLMLKHJGFDC47EA,48.79,0.81,5.31,無,
安樂區,房地(土地+建物),基隆市安樂區新西街２巷２４之２６號,32.39,都市：其他:住宅區,,,1130208,土地3建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670502,71.67,3,2,1,有,無,3250000,45347,,0.0,0,陽台未登記、天井增建,RPSNMLQKKHJGFDC97DA,71.67,0.0,0.0,無,0003
中正區,房地(土地+建物)+車位,基隆市中正區新豐街１６２巷１３號六樓,31.66,住,,,1130204,土地8建物1車位1,六層，見其他登記事項,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980209,124.53999999999999,2,2,2,有,有,8320000,66806,坡道平面,0.0,0,陽台外推；其他增建；,RPVNMLMLKHJGFDC97DA,68.49,2.09,3.31,有,0004
