編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPUOMLNJNHLFFAU07CA,22,107.52,住家用,鋼筋混凝土造,82年12月21日,三層,一層 二層 三層 陽台 平台 花台
RPPOMLNJNHLFFAU56CA,21,86.90,住家用,鋼筋混凝土造,84年3月28日,七層,七層 陽台 見其他登記事項
RPPOMLNJNHLFFAU56CA,21,24.59,共有部份,鋼筋混凝土造,84年3月28日,七層,
RPPOMLNJNHLFFAU56CA,21,7.65,共有部份,鋼筋混凝土造,84年3月28日,七層,
RPPPMLOJNHLFFAU76CA,37,88.58,住家用,鋼筋混凝土加強磚造,67年12月1日,二層,一層 二層
RPOPMLOJNHLFFAU66CA,39,112.42,住商用,鋼筋混凝土造,66年4月26日,二層,一層 二層 騎樓
RPOOMLOJNHLFFAU56CA,,179.33,住家用,鋼筋混凝土造,105年1月29日,三層,一層 二層 三層 陽台
RPRNMLLKNHLFFCU76CA,6,183.78,住家用,鋼筋混凝土造,99年10月14日,三層,一層 二層 三層 陽台 屋頂突出物 見其他登記事項
RPTNMLTJNHLFFAU47CA,44,48.47,住家用,磚造,61年8月1日,一層,一層 騎樓
RPROMLOJNHLFFAU86CA,31,120.94,住家用,鋼筋混凝土造,74年5月24日,二層,一層 二層 陽台 屋頂突出物 夾層
RPOPMLPJNHLFFAU76CA,23,44.12,倉儲,鋼筋混凝土造,81年9月30日,八層,四層 陽台
RPOPMLPJNHLFFAU76CA,23,11.77,共有部份,鋼筋混凝土造,81年9月30日,八層,
RPQNMLPJNHLFFAU76CA,17,120.96,住家用,鋼筋混凝土造,88年4月14日,五層,一層 陽台 雨遮
RPQNMLPJNHLFFAU76CA,17,8.26,共有部份,鋼筋混凝土造,88年4月14日,五層,
RPTNMLQJNHLFFAU17CA,23,23.97,住家用,鋼筋混凝土造,82年1月20日,五層,三層 陽台
RPTNMLQJNHLFFAU17CA,23,4.61,共有部份,鋼筋混凝土造,82年1月20日,五層,
RPPNMLNKNHLFFCU76CA,35,110.97,住商用,鋼筋混凝土加強磚造,69年12月8日,二層,一層 二層 騎樓
RPRNMLNLNHLFFAU86CA,33,84.41,住商用,鋼筋混凝土加強磚造,72年9月5日,二層,一層 二層 屋頂突出物 騎樓
RPTNMLNLNHLFFAU07CA,22,41.86,住家用,鋼筋混凝土造,83年4月25日,五層,四層 陽台
RPTNMLNLNHLFFAU07CA,22,6.26,共有部份,鋼筋混凝土造,83年4月25日,五層,
RPVOMLPJNHLFFAU37CA,17,120.96,住家用,鋼筋混凝土造,88年4月14日,五層,四層 陽台 雨遮
RPVOMLPJNHLFFAU37CA,17,13.06,共有部份,鋼筋混凝土造,88年4月14日,五層,
RPVOMLPJNHLFFAU37CA,17,8.38,共有部份,鋼筋混凝土造,88年4月14日,五層,
RPXOMLTJNHLFFAU97CA,30,180.18,住家用,鋼筋混凝土造,74年12月24日,二層,一層 二層 陽台 屋頂突出物
RPQOMLTJNHLFFAU27CA,20,23.17,住家用,鋼筋混凝土造,85年2月2日,十層,六層
RPQOMLTJNHLFFAU27CA,20,3.55,共有部份,鋼筋混凝土造,85年2月2日,十層,
RPQOMLTJNHLFFAU27CA,20,10.55,共有部份,鋼筋混凝土造,85年2月2日,十層,
RPQOMLTJNHLFFAU27CA,20,.66,共有部份,鋼筋混凝土造,85年2月2日,十層,
RPVPMLPLNHLFFAU67CA,32,93.06,住家用,鋼筋混凝土加強磚造,72年12月23日,二層,一層 二層
RPROMLNKNHLFFAU86CA,13,189.03,住家用,鋼筋混凝土造,91年11月29日,三層,一層 二層 三層 陽台
RPQOMLRKNHLFFAU17CA,1,249.42,農舍,鋼筋混凝土造,104年3月10日,二層,一層 二層 陽台
RPROMLRKNHLFFAU27CA,9,196.07,農舍,鋼筋混凝土造,95年10月2日,二層,一層 二層 陽台 見其他登記事項
RPPNMLMJOHLFFAU09CA,24,52.15,住家用,鋼筋混凝土造,81年4月22日,五層,五層 陽台
RPPNMLMJOHLFFAU09CA,24,7.65,共有部份,鋼筋混凝土造,81年4月22日,五層,
RPXNMLSKNHLFFAU87CA,13,.43,住家用,鋼骨造,92年2月21日,十二層,
RPXNMLSKNHLFFAU87CA,13,14.44,共有部份,鋼骨造,92年2月21日,十二層,
RPXNMLSKNHLFFAU87CA,13,.43,住家用,鋼骨造,92年2月21日,十二層,
RPXNMLSKNHLFFAU87CA,13,19.82,共有部份,鋼骨造,92年2月21日,十二層,
RPXNMLSKNHLFFAU87CA,13,101.74,住家用,鋼骨造,92年2月21日,十二層,五層 陽台 雨遮
