編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPPOMLSKJIJFFAV96CC,41,65.41,住家用,鐵筋水泥磚,62年7月30日,一層,
RPSNMLNLKIJFFAV86CC,41,65.41,住家用,鐵筋水泥磚,62年7月30日,一層,
RPPNMLKLKIJFFAV88CC,22,110.40,住商用,有墻鋼架造,82年4月21日,三層,
RPQNMLPJKIJFFAV66CC,24,196.15,住家用,鋼筋混凝土造,80年5月10日,三層,
RPQNMLTLKIJFFAV37DC,31,112.68,住家用,加強磚造,73年2月29日,二層,
RPVNMLRLKIJFFAV67DC,,28.71,住家用,鐵筋水泥磚,,一層,
RPRNMLPLKIJFFAV96CC,20,169.77,店舖,木造,84年3月2日,一層,
RPXNMLRJJHKFFAV57DC,32,88.23,國民住宅,鋼筋混凝土造,72年2月9日,四層,
RPXNMLRJJHKFFAV57DC,32,5.86,國民住宅、走道,鋼筋混凝土造,72年2月9日,四層,
RPXNMLRJJHKFFAV57DC,32,1.15,國民住宅、走道,鋼筋混凝土造,72年2月9日,四層,
RPXNMLRJJHKFFAV57DC,32,.99,國民住宅、走道,鋼筋混凝土造,72年2月9日,四層,
