編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPSOMLLKQHPFFBG98CC,28,171.38,住家用,鋼筋混凝土造,81年5月28日,七層,,
RPRNMLLKQHPFFBG78CC,44,353.16,住商用,鋼筋混凝土加強磚造,65年9月15日,四層,,
RPROMLRKQHPFFBG86CC,26,146.63,住家用,鋼筋混凝土造,83年9月5日,五層,,
RPPOMLLLQHPFFBG98EC,5,160.74,見其他登記事項,鋼筋混凝土造,104年11月23日,三層,,
RPTNMLQLQHPFFBG96CC,25,80.92,住家用,鋼筋混凝土造,84年9月18日,六層,,
RPOOMLLLQHPFFBG78DC,27,117.67,住家用,鋼筋混凝土造,82年8月3日,十六層,,
RPQNMLLMQHPFFBG88CC,5,175.32,店舖、住宅,鋼筋混凝土造,104年3月30日,三層,,
RPOPMLRKRHPFFBG76CC,24,105.64,住家用,鋼筋混凝土造,86年1月3日,五層,,
RPVNMLPKRHPFFBG07CC,27,138.22,住家用,鋼筋混凝土造,82年5月5日,七層,,
RPVOMLPKRHPFFBG17CC,7,303.03,騎樓、店舖、自設騎樓、住宅、樓梯間,鋼筋混凝土造,102年10月2日,三層,,
RPXOMLPKRHPFFBG37CC,3,74.80,停車空間、店舖、騎樓、集合住宅、樓梯間,鋼筋混凝土造,107年1月23日,三層,,
RPPPMLRKRHPFFBG86CC,26,94.08,住家用,鋼筋混凝土造,83年8月2日,七層,,
RPROMLOLRHPFFBG76CC,27,205.96,住家用,鋼筋混凝土造,82年4月8日,四層,,
RPVNMLRJIIPFFBG98CC,27,119.15,住家用,鋼筋混凝土造,82年9月29日,七層,,
RPQOMLKMRHPFFBG98CC,25,212.28,農舍,鋼筋混凝土加強磚造,84年9月13日,二層,,
RPSOMLSLRHPFFBG27CC,25,212.28,農舍,鋼筋混凝土加強磚造,84年9月13日,二層,,
RPSNMLTLRHPFFBG27CC,25,87.16,住家用,鋼筋混凝土造,84年4月26日,七層,,
RPPOMLRJIIPFFBG48CC,39,88.34,住家用,鋼筋混凝土加強磚造,70年11月13日,三層,,
RPPOMLSJIIPFFBG58CC,15,43.38,住商用,鋼筋混凝土造,94年10月7日,四層,,
RPXNMLNKIIPFFAG98EC,59,101.55,住商用,鋼筋混凝土加強磚造,50年5月15日,三層,,
RPQOMLSJIIPFFBG68CC,39,76.81,住家用,鋼筋混凝土加強磚造,70年11月13日,三層,,
RPVNMLOKIIPFFBG78CC,20,96.51,住家用,鋼筋混凝土造,89年4月27日,十二層,,
RPWNMLOKIIPFFBG88CC,15,29.22,住商用,鋼筋混凝土造,94年10月7日,四層,,
RPVOMLTKIIPFFBG76CC,,75.58,住家用,鋼筋混凝土加強磚造,,二層,,
RPTNMLKLIIPFFBG28CC,15,43.38,住商用,鋼筋混凝土造,94年10月7日,四層,,
RPQOMLKLIIPFFBG08CC,21,28.02,住家用,鋼筋混凝土造,88年7月9日,八層,,
RPSNMLKLIIPFFBG28DC,39,124.53,住家用,鋼筋混凝土造,71年2月27日,五層,,
RPWNMLKLIIPFFBG68DC,,108.90,住家用,鋼筋混凝土加強磚造,,二層,,
RPUOMLNKIIPFFAG58CC,26,98.78,住家用,鋼筋混凝土造,83年12月27日,六層,,
RPSOMLPKIIPFFAG58CC,26,110.93,住家用,鋼筋混凝土造,84年3月31日,十二層,,
RPROMLQLQHPFFAG76CC,8,594.47,住家用,見其他登記事項,101年9月3日,二層,,
RPOOMLNKIIPFFAG97CC,1,36.99,集合住宅,鋼筋混凝土（ＲＣ）造,108年9月3日,十二層,,
RPUNMLRJIIPFFAG78CC,1,153.91,住家用,鋼筋混凝土（ＲＣ）,108年9月19日,三層,,
RPVNMLLKRHPFFAG56CC,12,144.95,住宅．停車空間,鋼筋混凝土造,97年6月26日,四層,,
RPOOMLLLIIPFFAG87CC,47,152.59,住家用,ＲＣ加強磚造,63年2月18日,二層,,
RPSNMLNLIIPFFAG38CC,44,107.61,住家用,鋼筋混凝土加強磚造,65年11月26日,三層,,
RPXNMLLKRHPFFAG76CC,23,29.31,辦公室,鋼筋混凝土造,86年12月11日,十層,,
RPPPMLLKQHPFFAG68CC,27,46.98,住家用,鋼筋混凝土造,82年7月17日,五層,,
RPVNMLNLIIPFFAG68CC,24,51.73,住家用,鋼筋混凝土造,85年11月9日,十三層,,
RPVNMLNLIIPFFAG68CC,24,5.41,防空避難室、停車場、通道．共同使用部份,鋼筋混凝土造,85年11月9日,十三層,,
RPVNMLNLIIPFFAG68CC,24,9.55,梯間﹙共同使用部份﹚,鋼筋混凝土造,85年11月9日,十三層,,
RPQNMLTLIIPFFBG88CC,39,161.28,住家用,鋼筋混凝土加強磚造,70年11月13日,三層,,
RPOOMLNJJIPFFBG08CC,5,167.52,停車空間、住宅,鋼筋混凝土造,105年2月2日,四層,,
RPSOMLOJJIPFFBG58CC,40,133.20,住家用,鋼筋混凝土加強磚造,70年3月28日,二層,,
RPPOMLNJJIPFFBG18CC,25,82.88,住家用,鋼筋混凝土造,85年1月5日,六層,,
