鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
大同區,建物,臺北市大同區延平北路二段２４７巷１８之３號五樓,0.0,商,,,1090807,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660905,83.66,2,1,1,有,無,有,24000,287,,0.0,0,,RPOOMLLKQHPFFBA97CC
大安區,建物,臺北市大安區復興南路一段１２６巷１號十樓之１１,0.0,其他,,,1090715,土地0建物1車位0,十層,11,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,0701231,74.13,3,2,2,有,有,有,30000,405,,0.0,0,,RPTOMLLKQHPFFFA88CC
文山區,建物,臺北市文山區景興路１１４巷４號３樓,0.0,住,,,1090807,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0571130,105.95,3,2,2,有,無,有,18000,170,,0.0,0,租賃期間：109/8/15-110/06/29,RPUNMLLKQHPFFAA38CC
內湖區,建物,臺北市內湖區成功路二段２５０巷１２弄３號,0.0,住,,,1090723,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土造,0690529,82.73,3,2,2,有,無,有,27000,326,,0.0,0,,RPRNMLLKQHPFFCA28CC
內湖區,建物,臺北市內湖區康寧路三段１８９巷７９號三樓,0.0,住,,,1090807,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740523,94.96,3,2,2,有,無,有,25000,263,,0.0,0,,RPPOMLLKQHPFFCA18CC
內湖區,建物,臺北市內湖區江南街２１巷７號,0.0,住,,,1090806,土地0建物1車位0,一層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0730227,81.94999999999999,3,2,2,有,無,有,32000,390,,0.0,0,,RPSOMLLKQHPFFCA48CC
內湖區,建物,臺北市內湖區五分街４５號五樓,0.0,住,,,1090807,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700714,98.24,3,1,1,有,無,有,26000,265,,0.0,0,,RPVOMLLKQHPFFCA78CC
內湖區,建物,臺北市內湖區內湖路二段３５７之１號,0.0,商,,,1090805,土地0建物1車位0,一層,18,店面(店鋪),商業用,鋼筋混凝土造,0820626,64.5,0,0,0,無,有,無,40000,620,,0.0,0,,RPXQMLLKQHPFFCA56CC
中山區,建物,臺北市中山區新生北路二段２８巷１號十二樓之６,0.0,其他,,,1090713,土地0建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0780517,85.79,2,1,1,有,有,有,42000,490,,0.0,0,,RPQRMLLKQHPFFCA58CC
