鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings
西屯區,房地(土地+建物)+車位,臺中市西屯區青海路二段440號八樓之1,20.72,住,,,1071015,土地2建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,137.42,2,2,1,有,無,10900000,89807,坡道平面,31.86,1420000,,RPTOMLSKQHPFFCB66CB,MY勝美,
西屯區,房地(土地+建物)+車位,臺中市西屯區青海路二段440號九樓之1,20.72,住,,,1070724,土地2建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,137.42,2,2,1,有,無,10870000,89523,坡道平面,31.86,1420000,,RPRPMLSKQHPFFCB56CB,MY勝美,
西屯區,房地(土地+建物)+車位,臺中市西屯區青海路二段440號十樓之1,20.72,住,,,1070802,土地2建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,137.42,2,2,1,有,無,10970000,89523,坡道平面,31.86,1520000,,RPSPMLSKQHPFFCB66CB,MY勝美,
西屯區,房地(土地+建物)+車位,臺中市西屯區青海路二段440號十一樓之1,20.72,住,,,1070813,土地2建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,137.42,2,2,1,有,無,10970000,89523,坡道平面,31.86,1520000,,RPTPMLSKQHPFFCB76CB,MY勝美,
西屯區,房地(土地+建物)+車位,臺中市西屯區青海路二段440號十二樓之1,20.72,住,,,1070802,土地2建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,137.42,2,2,1,有,無,11000000,89807,坡道平面,31.86,1520000,,RPUPMLSKQHPFFCB86CB,MY勝美,
西屯區,房地(土地+建物)+車位,臺中市西屯區青海路二段440號十三樓之1,20.72,住,,,1070803,土地2建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,137.42,2,2,1,有,無,11000000,89807,坡道平面,31.86,1520000,,RPVPMLSKQHPFFCB96CB,MY勝美,
西屯區,房地(土地+建物)+車位,臺中市西屯區青海路二段440號十四樓之1,20.72,住,,,1070803,土地2建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,137.42,2,2,1,有,無,11000000,89807,坡道平面,31.86,1520000,,RPWPMLSKQHPFFCB07CB,MY勝美,
西屯區,房地(土地+建物)+車位,臺中市西屯區青海路二段440號十五樓之1,20.72,住,,,1070803,土地2建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,137.42,2,2,1,有,無,10790000,89712,坡道平面,31.86,1320000,,RPXPMLSKQHPFFCB17CB,MY勝美,
西屯區,房地(土地+建物),臺中市西屯區青海路二段440號二樓之2,13.19,住,,,1080825,土地2建物1車位0,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,69.17,2,2,1,有,無,6200000,89634,,0.0,0,,RPPQMLSKQHPFFCB09CB,MY勝美,
