鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
草屯鎮,房地(土地+建物),南投縣草屯鎮碧山路１５６號,52.0,其他,,,1090722,土地1建物1車位0,全,3,透天厝,住商用,鋼筋混凝土造,0931118,141.69,3,1,4,有,無,有,20000,141,,0.0,0,,RPSNMLTKQHPFFBM67CC
草屯鎮,房地(土地+建物),南投縣草屯鎮儒林街１２７之２號４樓,34.04,其他,,,1090817,土地1建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820507,153.73,4,2,2,有,無,有,12000,78,,0.0,0,,RPTNMLTKQHPFFBM77CC
草屯鎮,房地(土地+建物),南投縣草屯鎮太平路二段１９４號,112.11,住,,,1090725,土地1建物1車位0,全,3,透天厝,住商用,鋼筋混凝土加強磚造,0591201,96.56,1,0,1,有,無,無,3500,36,,0.0,0,,RPVNMLPLQHPFFBM67CC
草屯鎮,房地(土地+建物),南投縣草屯鎮太平路二段１９４號,112.11,住,,,1090813,土地1建物1車位0,全,3,透天厝,住商用,鋼筋混凝土加強磚造,0591201,96.56,1,0,1,有,無,無,4600,48,,0.0,0,,RPWNMLPLQHPFFBM77CC
南投市,房地(土地+建物),南投縣南投市民族路３３６號,78.0,商,,,1090826,土地1建物1車位0,見其他登記事項,3,店面(店鋪),住商用,鋼筋混凝土造,0900705,189.09,3,2,3,有,無,有,27000,143,,0.0,0,,RPPOMLNJRHPFFAM76CC
埔里鎮,土地,和平段937地號,373.87,商,,,1090911,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,80000,214,,0.0,0,,RPQNMLQKRHPFFCM37CC
南投市,土地,新豐段新豐小段6地號,545.16,住,,,1090915,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,20000,37,,0.0,0,,RPRNMLLLRHPFFAM86CC
草屯鎮,房地(土地+建物),南投縣草屯鎮太平路二段２３９巷１１弄４號,82.68,住,,,1090925,土地1建物1車位0,全,1,透天厝,住家用,鋼筋混凝土加強磚造,0560701,47.94,2,2,1,有,無,有,10000,209,,0.0,0,,RPTNMLQLRHPFFBM67CC
草屯鎮,房地(土地+建物),南投縣草屯鎮玉屏路１８２-１號,177.74,農,,,1091022,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0810704,224.5,5,3,3,有,無,無,19900,89,,0.0,0,,RPXNMLSLIIPFFBM47CC
南投市,房地(土地+建物),南投縣南投市新興路１６０巷２弄１號,98.37,住,,,1091104,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0821110,198.23,5,2,3,有,無,有,12000,61,,0.0,0,,RPOOMLOJJIPFFAM68CC
