鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
馬公市,租賃房屋,澎湖縣馬公市西文澳１３２號,0.0,,,,1130515,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土加強磚造,0670530,172.13,4,2,4,有,無,無,22000,128,,0.0,0,,RPPNMLPKNHJGFAX27DC,,無,1130601~1160531,無,,
馬公市,租賃房屋,澎湖縣馬公市民樂街９２號,0.0,,,,1130528,土地0建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0910102,136.26,6,2,4,有,無,無,24000,176,,0.0,0,,RPPNMLTLNHJGFAX77DC,分層出租,無,1130701~1131231,無,洗衣機、電視機、冰箱,
馬公市,租賃房屋,澎湖縣馬公市五福路 ２０１ 巷 ２ 弄 ８ 號,0.0,,,,1130630,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,1000601,16.0,13,0,12,有,無,有,6500,406,,0.0,0,租金總額含水費；,RPPNMLPKPHJGFAX37CC,分租套房,無,1121220~1140630,無,冷氣、網路,一般轉租
馬公市,租賃房屋,澎湖縣馬公市五福路 ２０１ 巷 ２ 弄 ８ 號,0.0,,,,1130621,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,1000601,16.0,13,0,12,有,無,有,6500,406,,0.0,0,租金總額含水費；網路費；,RPQNMLPKPHJGFAX47CC,分租套房,無,1130801~1140731,無,冷氣、網路,一般轉租
馬公市,租賃房屋,澎湖縣馬公市五福路 ２０１ 巷 ２ 弄 ８ 號,0.0,,,,1130614,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,1000601,20.0,13,0,12,有,無,有,7700,385,,0.0,0,租金總額含水費；,RPRNMLPKPHJGFAX57CC,分租套房,無,1130614~1140630,無,冷氣、網路,一般轉租
馬公市,租賃房屋,澎湖縣馬公市五福路 ２０１ 巷 ２ 弄 ８ 號,0.0,,,,1130620,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,1000601,16.0,13,0,12,有,無,有,6500,406,,0.0,0,租金總額含水費；,RPSNMLPKPHJGFAX67CC,分租套房,無,1130701~1140630,無,冷氣、網路,一般轉租
馬公市,租賃房屋,澎湖縣馬公市五福路 ２０１ 巷 ２ 弄 ８ 號,0.0,,,,1130705,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,1000601,14.0,13,0,12,有,無,有,4800,343,,0.0,0,租金總額含水費；,RPTNMLPKPHJGFAX77CC,分租雅房,無,1130705~1140704,無,冷氣、網路,一般轉租
馬公市,租賃房屋,澎湖縣馬公市東衛里７１-２０號,0.0,,,,1130602,土地0建物0車位0,全,2,透天厝,住家用,鋼筋混凝土造,0970414,35.0,5,0,5,有,無,有,12000,343,,0.0,0,租金總額含水費；網路費；,RPUNMLPKPHJGFAX87CC,分租套房,無,1130602~1150601,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般轉租
馬公市,租賃房屋+車位,澎湖縣馬公市東衛里７１-２０號,0.0,,,,1130625,土地0建物0車位1,全,2,透天厝,住家用,鋼筋混凝土造,0970414,30.0,5,0,5,有,無,無,12500,417,一樓平面,0.0,0,租金總額含水費；網路費；,RPXNMLPKPHJGFAX18CC,分租套房,無,1130701~1150630,無,冷氣、熱水器、洗衣機、網路,一般轉租
馬公市,租賃房屋,澎湖縣馬公市東衛里７１-２０號,0.0,,,,1130625,土地0建物0車位0,全,2,透天厝,住家用,鋼筋混凝土造,0970414,20.0,5,0,5,有,無,有,8500,425,,0.0,0,租金總額含水費；網路費；,RPOOMLPKPHJGFAX37CC,分租套房,無,1130701~1140630,無,冷氣、熱水器、洗衣機、冰箱、網路,一般轉租
