鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
中和區,租賃房屋,新北市中和區景德街５號１２樓之１０,0.0,,,,1131111,土地0建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1060120,46.28,1,0,1,有,有,有,29000,627,,0.0,0,租金包含:生活及休閒服務如:文康活動、清潔打掃等及福利諮詢租金總額含管理費；,RPROMLLKJIJGFHF28CC,獨立套房,有,1131101~1140814,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視,一般轉租
三峽區,租賃房屋,新北市三峽區復興路４２巷７號三樓之二,0.0,,,,1131111,土地0建物1車位0,三層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831115,93.80000000000001,3,2,1,有,有,無,10970,117,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為13800元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額12400元。每個月管理費1430元由出租人負擔。,RPSNMLLKJIJGFIF38CC,整棟(戶)出租,有,1131115~1141114,有,熱水器、瓦斯或天然氣,社會住宅代管
板橋區,租賃房屋,新北市板橋區金門街２１５巷５５號四樓,0.0,,,,1131111,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,168.33999999999997,4,2,2,有,無,無,20000,119,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為22300元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額20000元。,RPQNMLMKJIJGFAF47CC,整棟(戶)出租,無,1131111~1141110,無,熱水器、瓦斯或天然氣,社會住宅代管
板橋區,租賃房屋,新北市板橋區金門街２１５巷５５號五樓,0.0,,,,1131111,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,168.33999999999997,4,2,2,有,無,無,19000,113,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為21200元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額19000元。,RPUNMLMKJIJGFAF87CC,整棟(戶)出租,無,1131201~1141130,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
板橋區,租賃房屋,新北市板橋區金門街２１５巷５５號二樓,0.0,,,,1131111,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,168.33999999999997,4,2,2,有,無,無,21000,125,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為23400元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額21000元。,RPVNMLMKJIJGFAF97CC,整棟(戶)出租,無,1131201~1141130,無,熱水器、瓦斯或天然氣,社會住宅代管
新莊區,租賃房屋,新北市新莊區建安街１６巷１４號７樓,0.0,,,,1131111,土地0建物1車位0,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850810,101.52,3,2,2,有,有,有,24000,236,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為26700元，因選擇代管方案須打九折且簽約租金無條件捨去至百分位，實際租賃契約金額為24000元。,RPPNMLMKJIJGFBF47CC,整棟(戶)出租,有,1131114~1141113,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
汐止區,租賃房屋,新北市汐止區民族三街１４號１２樓,0.0,,,,1131111,土地0建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880109,53.17,3,2,1,有,有,有,23000,433,,0.0,0,,RPSNMLMKJIJGFDF97CC,整棟(戶)出租,有,1131122~1161121,有,冷氣、熱水器、洗衣機、瓦斯或天然氣,
淡水區,租賃房屋,新北市淡水區新市三路二段３４５號２２樓,0.0,,,,1131111,土地0建物1車位0,二十二層,29,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1080822,94.6,2,1,1,有,有,無,20800,220,,0.0,0,租金總額含管理費；網路費；,RPUOMLMKJIJGFEF38CC,整棟(戶)出租,有,1131112~1141111,有,冷氣、熱水器、冰箱,
永和區,租賃房屋,新北市永和區環河東路四段４６號一樓,0.0,,,,1131112,土地0建物1車位0,一層,13,倉庫,店舖,鋼骨混凝土造,0911125,124.99,0,0,0,無,有,無,35000,,,0.0,0,租金總額含稅；管理費；,RPWNMLMKJIJGFHF78CC,,有,1140201~1170131,有,,
鶯歌區,租賃房屋,新北市鶯歌區國華路９之１號三樓,0.0,,,,1131111,土地0建物1車位0,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831221,106.87,3,2,2,有,有,無,18000,168,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為20001元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額18000元。 管理費1600，水電瓦斯由承租人負擔,RPOOMLMKJIJGFIF18CC,整棟(戶)出租,有,1131120~1141119,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
深坑區,租賃房屋,新北市深坑區北深路３段１５８巷３２弄６號３樓,0.0,,,,1131112,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691017,87.74,3,1,1,有,無,有,16000,182,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為20000元，因選擇包租方案須打八折且簽約租金無條件捨去至百分位，實際租賃契約金額為16000元。,RPTNMLNKJIJGFCF08CC,整棟(戶)出租,無,1131129~1161128,無,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
汐止區,租賃房屋,新北市汐止區新台五路二段２５２號１９樓之１,0.0,,,,1131112,土地0建物1車位0,十九層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840320,85.57,2,1,1,有,有,有,14000,164,,0.0,0,1.此為新北市社會住宅包租代管計畫之物件，評定市價租金為17500元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額14000元。租金總額含管理費；續租案件；,RPRNMLNKJIJGFDF97CC,整棟(戶)出租,有,1131114~1141113,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
汐止區,租賃房屋,新北市汐止區汐碇路１６之１巷６號１１樓,0.0,,,,1131111,土地0建物1車位0,十一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000802,89.31,2,2,1,有,有,有,26000,291,,0.0,0,1.此為新北市社會住宅包租代管計畫之物件，評定市價租金為28900元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額26000元。 2.管理費2000元，租金不含管理費。,RPVNMLNKJIJGFDF38CC,整棟(戶)出租,有,1131111~1141110,有,冷氣、熱水器,社會住宅代管
淡水區,租賃房屋,新北市淡水區自強路８８之３號六樓之１,0.0,,,,1131112,土地0建物1車位0,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830531,128.6,3,2,2,有,有,有,20000,156,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為22300元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額20000元。續租案件；,RPQNMLNKJIJGFEF97CC,整棟(戶)出租,有,1131115~1141114,有,冷氣、熱水器,社會住宅代管
淡水區,租賃房屋,新北市淡水區濱海路一段４０６號三樓,16.46,住,,,1131112,土地1建物1車位0,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010827,91.36000000000001,2,2,1,有,有,有,21803,239,,0.0,0,1.不菸2.不寵若有寵物退租時需支付一萬元專業清潔費3.牆壁不釘釘子、貼掛勾4.租約滿一年以上未滿兩年；需三十日前提前告知退租，可無違約金5.若車位需要需要另加一千五百元6.附照片九張點交時依照片點交返還時若有毀損須由押金扣除之7.承租人每期匯入租金，另外管理費由出租人代繳之8.鑰匙P10,RPTNMLNKJIJGFEF28CC,整棟(戶)出租,有,1131120~1151119,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
淡水區,租賃房屋,新北市淡水區新民街２２６巷１６號三樓,0.0,,,,1131113,土地0建物0車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770823,18.26,6,0,6,有,無,有,5000,274,,0.0,0,此層格局共隔六間，此次租賃面積為18.26平方公尺租金總額含網路費；其他第四台；續租案件；,RPVNMLNKJIJGFEF48CC,分租套房,無,1131201~1141130,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管
淡水區,租賃房屋,新北市淡水區學府路１３６巷５７之３號,0.0,,,,1131111,土地0建物1車位0,一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961002,33.84,1,0,1,有,有,有,11000,325,,0.0,0,管理費500元，租金不含管理費此為新北市社會住宅包租代管計畫之物件，評定市價租金為12300元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額11000元,RPPOMLNKJIJGFEF97CC,獨立套房,有,1131115~1141114,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
淡水區,租賃房屋,新北市淡水區淡金路二段５１９號四樓,0.0,,,,1131111,土地0建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010531,164.76,4,2,2,有,有,有,24000,146,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件，評定市價租金為26700元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額為24000元。,RPQOMLNKJIJGFEF08CC,整棟(戶)出租,有,1131210~1141209,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
淡水區,租賃房屋,新北市淡水區學府路１３６巷４０弄８號４樓,0.0,,,,1131111,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0790315,32.31,1,0,1,有,無,有,7500,232,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為8400元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額7500元,RPSOMLNKJIJGFEF28CC,獨立套房,無,1131115~1141114,無,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
淡水區,租賃房屋,新北市淡水區中正東路二段８７之１號２９樓,0.0,,,,1131111,土地0建物1車位0,二十九層,33,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0880704,37.29,1,0,1,有,有,有,15000,402,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為18800元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額為15000元。,RPRPMLNKJIJGFEF28CC,獨立套房,有,1131216~1141215,有,冷氣、熱水器、洗衣機、冰箱,社會住宅包租轉租
瑞芳區,租賃房屋,新北市瑞芳區頂坪路瑞芳工業區２４號,1459.0,,,,1131112,土地1建物1車位0,見其他登記事項,,工廠,,,,700.05,3,2,3,有,無,無,325500,,,0.0,0,租金總額含稅；,RPPNMLNKJIJGFFF97CC,,無,1131215~1141214,無,,
三重區,租賃房屋,新北市三重區車路頭街４４巷１１號三樓,0.0,,,,1131113,土地0建物1車位0,三層,3,公寓(5樓含以下無電梯),住家用,加強磚造,0590805,50.59,2,1,1,有,無,無,14000,277,,0.0,0,水電費由承租人負擔「此為新北市社會住宅包租代管計畫之物件，評定市價租金為15557元，因選擇代管方案須打九折且簽約租金無條件捨去至百分位，實際租賃契約金額14000元。」,RPTNMLNKJIJGFGF48CC,整棟(戶)出租,無,1131115~1141114,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
三重區,租賃房屋,新北市三重區重新路三段１５０號１５樓之１５,0.0,,,,1131111,土地0建物1車位0,十五層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1031226,94.03,2,2,1,有,有,有,33000,351,,0.0,0,,RPWNMLNKJIJGFGF78CC,整棟(戶)出租,有,1131116~1141130,有,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租
三重區,租賃房屋,新北市三重區力行路一段１８０號五樓,0.0,,,,1131113,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720129,89.88,3,2,1,有,無,無,14000,156,,0.0,0,水電費由承租人負擔「此為新北市社會住宅包租代管計畫之物件，評定市價租金為15557元，因選擇代管方案須打九折且簽約租金無條件捨去至百分位，實際租賃契約金額14000元。」,RPXNMLNKJIJGFGF88CC,整棟(戶)出租,無,1131115~1141114,無,熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
三重區,租賃房屋,新北市三重區力行路一段１７８巷４３號四樓,0.0,,,,1131113,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720129,82.9,3,2,1,有,無,無,15000,181,,0.0,0,水電費由承租人負擔「此為新北市社會住宅包租代管計畫之物件，評定市價租金為16668元，因選擇代管方案須打九折且簽約租金無條件捨去至百分位，實際租賃契約金額15000元。」,RPPOMLNKJIJGFGF18CC,整棟(戶)出租,無,1131115~1141114,無,熱水器、冰箱、瓦斯或天然氣,社會住宅代管
三重區,租賃房屋,新北市三重區力行路一段１７８巷３３號四樓,0.0,,,,1131113,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720129,81.03,3,2,1,有,無,無,14500,179,,0.0,0,水電費由承租人負擔「此為新北市社會住宅包租代管計畫之物件，評定市價租金為16112元，因選擇代管方案須打九折且簽約租金無條件捨去至百分位，實際租賃契約金額14500元。」,RPQOMLNKJIJGFGF28CC,整棟(戶)出租,無,1131125~1141124,無,熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
蘆洲區,租賃房屋,新北市蘆洲區民族路４２２巷８８號四樓之二,0.0,,,,1131112,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830307,61.459999999999994,2,2,1,有,有,有,11500,187,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為14500元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額13000元。每月管理費 1500元由出租人負擔。,RPTOMLNKJIJGFGF58CC,整棟(戶)出租,有,1131116~1141115,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
中和區,租賃房屋,新北市中和區景平路７１之７號十七樓之１,0.0,,,,1131112,土地0建物1車位0,十七層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861104,72.4,1,1,1,有,有,無,17000,235,,0.0,0,夾層未租賃車位，建物登記含有車位面積；,RPQNMLNKJIJGFHF28CC,整棟(戶)出租,有,1131120~1141119,有,冷氣、熱水器、冰箱,
中和區,租賃房屋,新北市中和區南山路２５１號１３樓,0.0,,,,1131113,土地0建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1101013,83.86,2,1,1,有,有,無,25977,310,,0.0,0,管理費2023元續租案件；,RPRNMLNKJIJGFHF38CC,整棟(戶)出租,有,1131201~1141130,有,冷氣、熱水器、瓦斯或天然氣,一般代管
中和區,租賃房屋,新北市中和區中和路２６５號３樓,0.0,,,,1131113,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,0661117,21.0,5,0,5,有,無,有,14500,690,,0.0,0,304室,RPSNMLNKJIJGFHF48CC,分租套房,無,1131115~1141114,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
中和區,租賃房屋,新北市中和區景德街２３號１２樓之２３,0.0,,,,1131112,土地0建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1060120,46.190000000000005,1,0,1,有,有,有,27500,595,,0.0,0,租金包含下列服務:生活及休閒服務如:文康活動、清潔打掃等及福利諮詢等。租金總額含管理費；續租案件；,RPPOMLNKJIJGFHF28CC,獨立套房,有,1131017~1141016,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視,一般轉租
