編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPPOMLOKKHKGFBG87DA,42,30.74,商業用,鋼筋混凝土造,72年2月26日,七層,三層 陽台,全筆移轉
RPTNMLRKKHKGFBG48DA,17,65.30,集合住宅,鋼筋混凝土造,97年7月29日,十層,四層 陽台,全筆移轉
RPPOMLOKKHKGFBG87DA,42,15.83,共有部份,鋼筋混凝土造,72年2月26日,七層,,持分移轉
RPTNMLRKKHKGFBG48DA,17,36.35,共有部份,鋼筋混凝土造,97年7月29日,十層,,持分移轉
RPTNMLRKKHKGFBG48DA,17,8.10,共有部份,鋼筋混凝土造,97年7月29日,十層,,持分移轉
RPQPMLTKKHKGFAG58EA,12,163.01,住家用,鋼筋混凝土造,102年1月31日,三層,一層 二層 三層 陽台,全筆移轉
RPVOMLOKKHKGFBG48DA,,90.56,住家用,鋼筋混凝土加強磚造,,二層,一層 二層,全筆移轉
RPRNMLSKKHKGFBG38DA,5,2.55,集合住宅,鋼筋混凝土造,109年4月6日,四層,二層 陽台 雨遮,持分移轉
RPRNMLSKKHKGFBG38DA,5,1.57,本共有部分之項目有：停車空間、樓梯間、機械室等３項,鋼筋混凝土造,109年4月6日,四層,,持分移轉
RPRNMLOLKHKGFBG08DA,29,5.93,共有部份,鋼筋混凝土造,85年2月20日,七層,,持分移轉
RPRNMLOLKHKGFBG08DA,28,46.25,住家用,鋼筋混凝土造,85年12月20日,七層,五層 陽台,全筆移轉
RPRNMLOLKHKGFBG08DA,28,5.50,共有部份,鋼筋混凝土造,85年12月20日,七層,,持分移轉
RPRNMLOLKHKGFBG08DA,28,.56,共有部份,鋼筋混凝土造,85年12月20日,七層,,持分移轉
RPQNMLNLKHKGFBG87DA,18,36.85,住家用,鋼筋混凝土造,95年10月30日,十一層,十一層 陽台 雨遮 見其他登記事項,全筆移轉
RPQNMLNLKHKGFBG87DA,18,7.68,共有部份,鋼筋混凝土造,95年10月30日,十一層,,持分移轉
RPQNMLNLKHKGFBG87DA,18,24.11,共有部份,鋼筋混凝土造,95年10月30日,十一層,,持分移轉
RPRNMLLLKHKGFBG77DA,4,103.33,集合住宅,鋼筋混凝土造,110年3月30日,十八層,六層 陽台,全筆移轉
RPRNMLLLKHKGFBG77DA,4,57.30,本共有部分之項目有：停車空間、電梯間、安全梯、水箱、機械機房、消防機房、排風機房、防空避難室兼停車空間、電信室、泳池機房、景觀機房、台電配電室、發電機室、防災中心、公共服務空間、垃圾儲藏空間等１６項,鋼筋混凝土造,110年3月30日,十八層,,持分移轉
RPRNMLLLKHKGFBG77DA,4,23.85,本共有部分之項目有：樓梯間、梯廳、消防中繼機械室、水錶區、水箱、機械室等６項,鋼筋混凝土造,110年3月30日,十八層,,持分移轉
RPWNMLOLKHKGFBG58DA,8,114.63,集合住宅,鋼筋混凝土造,106年6月3日,十二層,一層 見其他登記事項,全筆移轉
RPWNMLOLKHKGFBG58DA,8,25.92,本共有部分之項目有：公共設施、樓梯間、水箱、電梯機房等４項,鋼筋混凝土造,106年6月3日,十二層,,持分移轉
RPWNMLOLKHKGFBG58DA,8,75.98,本共有部分之項目有：防空避難室兼停車空間、機電空間、停車空間、公共設施等４項,鋼筋混凝土造,106年6月3日,十二層,,持分移轉
RPPNMLQLKHKGFBG08DA,6,55.92,集合住宅,鋼筋混凝土造,107年11月1日,六層,六層 陽台 夾層 屋簷,全筆移轉
RPPNMLQLKHKGFBG08DA,6,24.25,本共有部分之項目有：停車場、梯廳、電信機房、發電機室、電梯、消防泵浦室、樓梯間、電梯間、電梯機房、水箱間等１０項,鋼筋混凝土造,107年11月1日,六層,,持分移轉
RPOQMLRLKHKGFBG38DA,44,71.92,住家用,鋼筋混凝土加強磚造,69年10月20日,二層,一層 二層 騎樓,持分移轉
RPPPMLQLKHKGFAG28EA,1,73.06,集合住宅,鋼筋混凝土（ＲＣ）,113年7月23日,四層,三層 陽台,全筆移轉
