鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
中壢區,房地(土地+建物),桃園縣中壢市中北路二段208巷39號2樓,6.22,住,,,1030401,土地1建物1車位0,二層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0910404,51.04,1,2,1,有,有,有,10000,196,,0.0,0,,RPTNMLLJNHJFFBH08CC
中壢區,房地(土地+建物)+車位,桃園縣中壢市中北路二段200號2樓,20.04,住,,,1030411,土地1建物1車位0,二層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0900115,124.24,4,2,2,有,有,有,16500,133,坡道平面,0.0,0,,RPOOMLLJNHJFFBH67CC
中壢區,房地(土地+建物)+車位,桃園縣中壢市中北路二段２０８巷５８號五樓,20.65,住,,,1030430,土地1建物1車位0,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0900115,125.50999999999999,4,2,2,有,有,有,16000,127,坡道平面,0.0,0,,RPPOMLLJNHJFFBH77CC
中壢區,建物,桃園縣中壢市強國路9號3樓,22.0,住,,,1030410,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710227,79.62,2,2,2,有,無,有,7500,94,,0.0,0,,RPUQMLLJNHJFFBH58DC
中壢區,房地(土地+建物),桃園縣中壢市龍泉街92巷2號4樓,102.65,住,,,1030501,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0850216,71.17,3,2,1,有,無,無,7500,105,,0.0,0,,RPVRMLLJNHJFFBH78DC
八德區,房地(土地+建物),桃園縣八德市廣福路770巷22弄14號,69.21,,鄉村區,乙種建築用地,1030429,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0800211,198.95,5,4,5,有,無,有,12000,60,,0.0,0,,RPVNMLLJNHJFFFH78DC
大溪區,房地(土地+建物),桃園縣大溪鎮仁善里介壽路５３９巷２７弄５１號,63.0,住,,,1030422,土地1建物1車位0,全,1,透天厝,住家用,磚造,0671229,47.43,4,2,3,有,無,有,10000,211,,0.0,0,二、三樓為加蓋,RPUNMLMJNHJFFCH48DC
大溪區,房地(土地+建物),桃園縣大溪鎮仁和八街102號,156.26,住,,,1030428,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,0640801,211.9,5,4,2,有,無,有,21000,99,,0.0,0,,RPUOMLMJNHJFFCH58DC
中壢區,房地(土地+建物),桃園縣中壢市龍安六街7號6樓,15.28,住,,,1030427,土地1建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820220,76.7,2,2,1,有,有,有,7000,91,,0.0,0,,RPSOMLMJNHJFFBH28DC
中壢區,房地(土地+建物),桃園縣中壢市仁德五街12號10樓之2,13.44,住,,,1030429,土地1建物1車位0,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970714,114.33,3,2,2,有,有,無,13000,114,,0.0,0,,RPWOMLMJNHJFFBH68DC
中壢區,房地(土地+建物),桃園縣中壢市中園路141號,141.0,住,,,1030430,土地1建物1車位0,全,5,透天厝,住家用,鋼造,0851230,79.99000000000001,3,0,1,有,無,有,30000,375,,0.0,0,,RPSPMLMJNHJFFBH28CC
蘆竹區,房地(土地+建物),桃園縣蘆竹鄉南崁路一段288-15號6樓,26.35,住,,,1030327,土地1建物1車位0,六層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0970620,88.62,2,2,1,有,無,有,16000,181,,0.0,0,,RPXNMLMJNHJFFEH88CC
八德區,房地(土地+建物),桃園縣八德市忠勇五街8號一樓,15.04,商,,,1030403,土地1建物1車位0,一層,19,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0980506,112.55000000000001,0,0,0,無,有,無,25000,222,,0.0,0,,RPTNMLMJNHJFFFH58CC
