編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPVNMLKLNHJFFBK48CA,20,137.09,住家用,鋼筋混凝土造,83年9月21日,,一層 二層 三層 陽台 屋頂突出物
RPWNMLKLNHJFFBK58CA,16,167.05,住家用,鋼筋混凝土造,87年6月30日,三層,一層 二層 三層 陽台 屋頂突出物
RPQOMLTKNHJFFBK88CA,31,124.98,住家用,鋼筋混凝土造,71年11月30日,,四層 陽台
RPVNMLTJNHJFFBK56CA,14,28.02,住家用,鋼筋混凝土造,88年12月10日,十二層,九層 陽台
RPVNMLTJNHJFFBK56CA,14,13.33,共有部分,鋼筋混凝土造,88年12月10日,十二層,
RPRNMLLLNHJFFBK18CA,22,125.15,住家用,鋼筋混凝土造,81年9月29日,,五層 陽台
RPRNMLLLNHJFFBK18CA,22,74.75,公共設施,鋼筋混凝土造,81年9月29日,,
RPSNMLRLNHJFFCK98CA,,195.41,住家用,鋼筋混凝土造,103年1月28日,三層,一層 二層 三層 陽台
RPUNMLRLNHJFFCK56CA,,215.48,住家用,鋼筋混凝土造,103年1月28日,三層,一層 二層 三層 陽台
RPTNMLRLNHJFFCK09CA,,190.46,住家用,鋼筋混凝土造,103年1月28日,三層,一層 二層 三層 陽台
RPPNMLMJNHJFFDK08CA,20,82.29,住家用,鋼筋混凝土造,82年11月18日,七層,四層
RPPNMLMJNHJFFDK08CA,20,27.00,見其他登記事項,鋼筋混凝土造,82年11月18日,七層,
RPPNMLPJNHJFFDK38CA,2,81.11,住家用,鋼筋混凝土造,100年10月14日,六層,三層
RPPNMLPJNHJFFDK38CA,2,32.65,見其他登記事項,鋼筋混凝土造,100年10月14日,六層,
RPPNMLMJNHJFFEK18CA,,149.68,住家用,加強磚造,,二層,
RPSNMLMJNHJFFEK48CA,17,96.95,住家用,鋼筋混凝土造,85年11月2日,八層,六層 陽台
RPPOMLPJNHJFFFK68CA,,219.74,住家用,鋼筋混凝土造,103年3月4日,三層,一層 二層 三層 陽台 見其他登記事項
RPQOMLPJNHJFFFK78CA,,216.63,住家用,鋼筋混凝土造,103年3月4日,三層,一層 二層 三層 陽台 見其他登記事項
RPSOMLPJNHJFFFK98CA,,222.00,住家用,鋼筋混凝土造,103年3月4日,三層,一層 二層 三層 陽台 見其他登記事項
RPROMLPJNHJFFFK88CA,,222.00,住家用,鋼筋混凝土造,103年3月4日,三層,一層 二層 三層 陽台 見其他登記事項
RPTOMLPJNHJFFFK09CA,,236.93,住家用,鋼筋混凝土造,103年3月4日,三層,一層 二層 三層 陽台 見其他登記事項
RPWNMLLJNHJFFFK88CA,4,58.53,住家用,見其他登記事項,99年4月12日,五層,
RPWNMLLJNHJFFFK88CA,4,10.22,見其他登記事項,見其他登記事項,99年4月12日,五層,
RPTNMLMJNHJFFFK68CA,12,169.73,住家用,鋼筋混凝土造,91年1月4日,三層,一層 二層 三層 平台 電梯樓梯間 見其他登記事項
RPROMLMKNHJFFFK68CA,17,77.99,住家用,鋼筋混凝土造,86年8月27日,七層,七層 陽台
RPROMLMKNHJFFFK68CA,17,13.09,公共設施,鋼筋混凝土造,86年8月27日,,
RPPOMLMJNHJFFFK38CA,8,215.17,住宅、停車空間,ＲＣ造,95年8月3日,三層,一層 二層 三層 陽台 屋頂突出物 地下層
RPPOMLMJNHJFFFK38CA,8,16.28,管理員室，機械室，受電室，停車空間,ＲＣ造,95年8月3日,三層,
RPSNMLQJNHJFFFK98CA,20,56.87,住家用,鋼筋混凝土造,82年9月22日,十層,五層 陽台
RPSNMLQJNHJFFFK98CA,20,17.11,住商用,鋼筋混凝土造,82年9月22日,十層,
RPSOMLMKNHJFFFK78CA,17,92.78,住家用,鋼筋混凝土造,86年8月27日,七層,二層 陽台 花台
RPSOMLMKNHJFFFK78CA,17,15.56,公共設施,鋼筋混凝土造,86年8月27日,,
RPPNMLOJNHJFFBK18DA,30,118.50,住家用,加強磚造,73年6月13日,二層,一層 二層 平台
RPQNMLRJNHJFFBK58DA,,217.97,住家用,加強磚造,,,一層 二層 陽台 平台 屋頂突出物 見其他登記事項
RPXNMLMJNHJFFFK56DA,15,45.43,住家用,鋼筋混凝土造,87年12月2日,十層,
RPPNMLQJNHJFFFK68CA,19,127.17,住商用,鋼筋混凝土造,84年1月4日,十一層,
RPPNMLQJNHJFFFK68CA,19,16.50,共有部分,鋼筋混凝土造,84年1月4日,十一層,
RPPNMLQJNHJFFFK68CA,19,1.98,共有部分,鋼筋混凝土造,84年1月4日,十一層,
RPPOMLMKNHJFFFK48CA,17,90.01,住家用,鋼筋混凝土造,86年8月27日,七層,二層 陽台
RPPOMLMKNHJFFFK48CA,17,15.05,公共設施,鋼筋混凝土造,86年8月27日,,
RPTOMLPKNHJFFFK56CA,7,29.10,住家用,ＲＣ造,96年4月11日,五層,一層 平台
RPTOMLPKNHJFFFK56CA,7,6.29,住家用,ＲＣ造,96年4月11日,五層,
RPROMLMLNHJFFDK58CA,7,237.43,見其他登記事項,鋼筋混凝土造,96年8月17日,四層,一層 二層 三層 四層 屋頂突出物
RPQOMLQJNHJFFDK68CA,,216.04,一般服務業、一般零售業,鋼筋混凝土造,102年10月7日,七層,一層 二層 三層 陽台 雨遮
RPSOMLQJNHJFFDK88CA,,200.69,一般服務業、停車空間,鋼筋混凝土造,102年10月7日,七層,一層 二層 三層 陽台 雨遮
RPTOMLQJNHJFFDK98CA,,204.32,一般服務業、停車空間,鋼筋混凝土造,102年10月7日,七層,一層 二層 三層 陽台 雨遮
RPUOMLQJNHJFFDK09CA,,160.34,一般服務業、一般零售業,鋼筋混凝土造,102年10月7日,七層,一層 二層 三層 陽台 雨遮
RPVOMLQJNHJFFDK56CA,,201.32,一般服務業、一般零售業,鋼筋混凝土造,102年10月7日,七層,一層 二層 三層 陽台 雨遮
RPWOMLQJNHJFFDK66CA,,201.32,一般服務業、一般零售業,鋼筋混凝土造,102年10月7日,七層,一層 二層 三層 陽台 雨遮
RPXOMLQJNHJFFDK76CA,,188.59,一般服務業、停車空間,鋼筋混凝土造,102年10月7日,七層,一層 二層 三層 陽台 雨遮
RPSNMLRJNHJFFDK88CA,,94.40,一般服務業,鋼筋混凝土造,102年10月7日,七層,四層 陽台
RPSNMLRJNHJFFDK88CA,,12.85,共有部分,鋼筋混凝土造,102年10月7日,七層,
RPSNMLRJNHJFFDK88CA,,10.06,共有部分,鋼筋混凝土造,102年10月7日,七層,
RPPNMLQKNHJFFCK48CA,38,49.70,住家用,磚石造,65年1月15日,一層,一層
RPSNMLPJNHJFFBK48CA,2,58.61,農舍,鋼骨造,101年8月3日,二層,一層 二層
SPRNMLPJNHJFFBK48CA,7,23.49,住家用,鋼筋混凝土造,96年7月16日,十層,十層 陽台
RPRNMLPJNHJFFBK38CA,7,22.27,住家用,鋼筋混凝土造,96年7月16日,十層,十層 陽台
RPSNMLLLNHJFFBK28CA,22,247.10,住家用,鋼筋混凝土造,81年5月25日,,一層 二層 三層 陽台 平台 屋頂突出物 花台 地下層
RPVNMLPKNHJFFBK88CA,19,125.67,住家用,鋼筋混凝土造,84年1月15日,十二層,
RPQNMLPJNHJFFBK28CA,1,264.14,農舍,鋼筋混凝土造,102年3月28日,三層,一層 二層 三層 陽台 雨遮
RPQNMLQJNHJFFBK38CA,14,179.29,住家用,鋼筋混凝土造,89年4月20日,三層,一層 二層 三層 陽台 屋頂突出物
RPRNMLQJNHJFFBK48CA,2,497.20,店舖，停車空間，住宅用,鋼筋混凝土造,101年1月11日,三層,一層 二層 三層 陽台 屋頂突出物 騎樓 雨遮
RPRNMLSJNHJFFBK68CA,33,80.84,住家用,鋼筋混凝土造,70年3月18日,,四層 陽台
RPSNMLOKNHJFFFK88CA,15,25.08,住家用,鋼筋混凝土造,87年12月2日,十層,
RPSNMLOKNHJFFFK88CA,15,2.09,見其他登記事項,鋼筋混凝土造,87年12月2日,十層,
RPSNMLOKNHJFFFK88CA,15,3.38,見其他登記事項,鋼筋混凝土造,87年12月2日,十層,
RPRNMLPJNHJFFAK28CA,20,133.60,農舍,加強磚造,82年10月27日,一層,一層 屋頂突出物
RPWNMLRJNHJFFBK09CA,1,315.32,農舍,鋼筋混凝土造,102年6月3日,三層,一層 二層 三層 陽台 雨遮
RPSNMLSJNHJFFDK98CA,8,185.14,住家用,鋼筋混凝土造,94年11月23日,三層,一層 二層 三層 屋頂突出物
RPTPMLQJNHJFFDK09CA,21,165.30,住家用,鋼筋混凝土造,82年5月15日,三層,一層 二層 三層 陽台 平台
RPRNMLNLNHJFFDK58CA,1,139.00,集合住宅,鋼筋混凝土造,101年12月13日,十五層,十三層 陽台 雨遮
RPRNMLNLNHJFFDK58CA,1,66.90,共有部分,鋼筋混凝土造,101年12月13日,十五層,
RPRNMLMKNHJFFEK48CA,32,123.74,住商用,鋼筋混凝土造,70年10月24日,二層,一層 二層 陽台 騎樓
RPQNMLTLNHJFFEK56CA,17,89.00,住家用,鋼筋混凝土造,86年5月28日,五層,三層
RPQNMLTLNHJFFEK56CA,17,.48,見其他登記事項,鋼筋混凝土造,86年5月28日,五層,
RPQNMLTLNHJFFEK56CA,17,8.25,見其他登記事項,鋼筋混凝土造,86年5月28日,五層,
RPQNMLQKNHJFFFK88CA,,201.51,住家用,鋼筋混凝土造,103年1月27日,三層,一層 二層 三層 陽台
RPSOMLPKNHJFFFK09CA,7,30.93,住家用,ＲＣ造,96年4月11日,五層,一層 平台
RPSOMLPKNHJFFFK09CA,7,6.68,住家用,ＲＣ造,96年4月11日,五層,
RPRNMLQJNHJFFFK88CA,20,111.27,住家用,鋼筋混凝土造,82年11月16日,七層,七層 陽台
RPUNMLQJNHJFFFK56CA,16,87.45,住家用,鋼筋混凝土造,87年3月4日,五層,二層 陽台
RPUNMLQJNHJFFFK56CA,16,5.83,樓梯間,鋼筋混凝土造,87年3月4日,五層,
RPVOMLNKNHJFFFK56CA,17,92.78,住家用,鋼筋混凝土造,86年8月27日,七層,四層 陽台 花台
RPROMLSJNHJFFFK56CA,48,60.50,住家用,見其他登記事項,55年1月1日,一層,一層
