鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
太保市,租賃房屋,嘉義縣太保市麻寮里民生路９０巷６０號一樓之十一,0.0,,,,1121030,土地0建物1車位0,見其他登記事項,7,華廈(10層含以下有電梯),店舖、集合住宅,鋼筋混凝土造,0860623,84.92999999999999,3,1,1,有,有,無,7700,91,,0.0,0,,RPPNMLNKJIIGFDQ78CC,整棟(戶)出租,有,1121030~1131029,有,瓦斯或天然氣,社會住宅代管
竹崎鄉,租賃房屋,嘉義縣竹崎鄉灣橋村崎腳１８８號,0.0,,,,1121103,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0680515,87.86,2,1,1,有,無,有,8000,91,,0.0,0,嘉義縣社會住宅包租代管計畫之物件。,RPPNMLPKJIIGFEQ09CC,整棟(戶)出租,無,1121105~1131104,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
新港鄉,租賃房屋,嘉義縣新港鄉大潭村大潭５５之２號,0.0,,,,1121027,土地0建物0車位0,全,3,透天厝,住家用,鋼筋混凝土造,1100202,29.54,9,1,10,有,無,有,5400,183,,0.0,0,,RPPNMLKLJIIGFCQ48CC,分租套房,無,1121027~1131026,無,冷氣,一般代管
鹿草鄉,租賃房屋,嘉義縣鹿草鄉豐稠村馬稠後園區二路１０號,15170.5,,工業區,丁種建築用地,1121116,土地1建物1車位0,見其他登記事項,1,工廠,辦公室、廠房,鋼骨造,1090914,10399.2,0,0,0,無,無,無,1230000,,,0.0,0,,RPPNMLKLJIIGFDQ58CC,,無,1121201~1171130,無,,
民雄鄉,租賃房屋,嘉義縣民雄鄉豐收村７鄰大學路二段３５１０號五樓之六,0.0,,,,1121108,土地0建物1車位0,五層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0851203,39.91,1,0,1,有,無,有,4000,100,,0.0,0,此為嘉義縣社會住宅包租代管計畫。,RPPNMLLLJIIGFCQ58CC,獨立套房,無,1121130~1131129,有,冷氣、熱水器、電視機,社會住宅代管
民雄鄉,租賃房屋,嘉義縣民雄鄉豐收村７鄰大學路二段３５１０號五樓之三,0.0,,,,1121108,土地0建物1車位0,五層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0851203,36.58,1,0,1,有,無,有,4000,109,,0.0,0,此為嘉義縣社會住宅包租代管計畫。,RPQNMLLLJIIGFCQ68CC,獨立套房,無,1121112~1131111,有,冷氣、熱水器、電視機,社會住宅代管
民雄鄉,租賃房屋,嘉義縣民雄鄉豐收村好收６０之２號,0.0,,,,1121108,土地0建物1車位0,全,1,透天厝,門廊、住宅,鋼筋混凝土造,1110519,142.76,4,2,4,有,無,無,15000,105,,0.0,0,,RPSNMLLLJIIGFCQ88CC,整棟(戶)出租,無,1121031~1131030,無,熱水器、瓦斯或天然氣,社會住宅代管
太保市,租賃房屋,嘉義縣太保市後潭里後潭３４６號,0.0,,,,1121103,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,0781012,64.8,4,3,3,有,無,有,15000,231,,0.0,0,增建部分為三樓、四樓含增建或未登記建物；,RPPNMLMLJIIGFDQ78CC,整棟(戶)出租,無,1121120~1131119,無,,
朴子市,租賃房屋,嘉義縣朴子市大同東路５５號１樓,113.0,住,,,1121123,土地1建物1車位0,全,4,透天厝,店舖、住宅,鋼筋混凝土造,1050427,67.0,0,0,0,無,無,無,10000,149,,0.0,0,租金總額含稅；租賃建物部分範圍，且未計入共有部分面積；,RPPNMLNLJIIGFBQ68CC,,無,1120901~1130831,無,,
