鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
竹南鎮,租賃房屋+車位,苗栗縣竹南鎮科專六路３１６號１０樓之３,0.0,,,,1121027,土地0建物1車位1,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051012,120.84,2,2,2,有,有,有,19000,157,坡道平面,21.0,0,租金總額含管理費；,RPPNMLNKJIIGFDK18CC,整棟(戶)出租,有,1121101~1131031,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,一般代管
竹南鎮,租賃房屋,苗栗縣竹南鎮照南里２鄰自由街５號四樓之三,0.0,,,,1121101,土地0建物1車位0,四層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0760326,94.96,3,2,1,有,無,有,18000,190,,0.0,0,,RPPNMLOKJIIGFDK28CC,整棟(戶)出租,無,1121101~1131031,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
苗栗市,租賃房屋,苗栗縣苗栗市２５鄰民族路６６巷５之１號,0.0,,,,1121109,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701228,98.16,3,1,1,有,無,有,9000,92,,0.0,0,,RPPNMLRKJIIGFBK38CC,整棟(戶)出租,無,1121112~1131111,無,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
苗栗市,租賃房屋,苗栗縣苗栗市建功里２６鄰莊敬街４３之１號二樓,0.0,,,,1121109,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701015,91.86,3,2,2,有,無,有,13000,142,,0.0,0,,RPQNMLRKJIIGFBK48CC,整棟(戶)出租,無,1121110~1131109,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
造橋鄉,租賃房屋,苗栗縣造橋鄉談文村５鄰育英三街５號一樓之十一,0.0,,,,1121106,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0920716,20.2,1,0,1,有,有,有,2750,136,,0.0,0,管理費250元。,RPPNMLRKJIIGFDK58CC,獨立套房,有,1121120~1131119,無,冷氣、熱水器、冰箱,社會住宅包租轉租
竹南鎮,租賃房屋+車位,苗栗縣竹南鎮龍山里１１鄰龍山路一段１６３巷２２號六樓,0.0,,,,1121023,土地0建物1車位1,六層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830106,115.87,3,2,2,有,有,有,16500,142,升降機械,0.0,1500,,RPQNMLKLJIIGFDK08CC,整棟(戶)出租,無,1121101~1131031,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
竹南鎮,租賃房屋+車位,苗栗縣竹南鎮大埔三街２４３-１號５樓,0.0,,,,1121113,土地0建物0車位1,五層,10,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1041116,20.0,4,0,4,有,有,有,10000,500,坡道平面,0.0,0,租金總額含管理費；水費；網路費；租賃建物部分範圍，且未計入共有部分面積；,RPPNMLMLJIIGFDK18CC,分租套房,有,1121116~1131115,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,
竹南鎮,租賃房屋,苗栗縣竹南鎮大埔街１４７號,0.0,,,,1121114,土地0建物1車位0,一層,4,店面(店鋪),住商用、停車空間,鋼筋混凝土造,1061229,49.29,1,0,1,有,無,無,19000,385,,0.0,0,,RPQNMLMLJIIGFDK28CC,,無,1121115~1131114,無,,
頭份市,土地,光華段1787地號,298.24,商,,,1121108,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,無,38000,127,,0.0,0,,RPRNMLMLJIIGFFK58CC,,,1130101~1250331,,,
頭份市,租賃房屋,苗栗縣頭份市民權里７鄰東興路１６５巷２５號四樓,0.0,,,,1121031,土地0建物1車位0,四層,6,華廈(10層含以下有電梯),辦公室,鋼筋混凝土造,1041221,40.93,2,1,1,有,有,有,10000,244,,0.0,0,,RPQNMLNLJIIGFFK58CC,整棟(戶)出租,有,1121110~1131109,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
頭份市,租賃房屋,苗栗縣頭份市銀河路９２號９樓之２,4.4,住,,,1121102,土地1建物1車位0,九層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821021,49.73,1,1,1,有,無,有,12000,241,,0.0,0,,RPRNMLNLJIIGFFK68CC,整棟(戶)出租,無,1121103~1131102,有,冷氣、熱水器、電視機、冰箱、瓦斯或天然氣、有線電視、網路,
造橋鄉,租賃房屋,苗栗縣造橋鄉談文村５鄰育英七街１０１號二樓之二十三,0.0,,,,1121113,土地0建物1車位0,二層,3,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0900629,28.009999999999998,1,0,1,有,有,有,3500,125,,0.0,0,管理費300元,RPRNMLOLJIIGFDK58CC,獨立套房,有,1121113~1131112,無,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
造橋鄉,租賃房屋,苗栗縣造橋鄉談文村５鄰育英三街３號二樓之一,0.0,,,,1121114,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0920716,27.560000000000002,1,0,1,有,有,有,3200,116,,0.0,0,管理費300元,RPUNMLOLJIIGFDK88CC,獨立套房,有,1121118~1131117,無,冷氣、熱水器、冰箱,社會住宅包租轉租
竹南鎮,租賃房屋,苗栗縣竹南鎮大埔一街４８號８樓,0.0,,,,1121123,土地0建物1車位0,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090915,86.25999999999999,2,1,1,有,有,有,18000,209,,0.0,0,租金總額含管理費；,RPPNMLPLJIIGFDK48CC,整棟(戶)出租,有,1121201~1131130,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
苗栗市,租賃房屋,苗栗縣苗栗市北苗里１９鄰文街８３號七樓,0.0,,,,1121113,土地0建物1車位0,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0871120,133.41,3,2,2,有,有,有,14800,111,,0.0,0,,RPPNMLRLJIIGFBK48CC,整棟(戶)出租,有,1121113~1131112,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
苗栗市,租賃房屋,苗栗縣苗栗市恭敬里１０鄰中正路１１５２號九樓之二,0.0,,,,1121115,土地0建物1車位0,九層,11,住宅大樓(11層含以上有電梯),辦公室,鋼筋混凝土造,0840601,61.55,1,1,1,有,有,有,8755,142,,0.0,0,管理費745元。,RPQNMLRLJIIGFBK58CC,獨立套房,無,1121115~1131114,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
竹南鎮,租賃房屋,苗栗縣竹南鎮開元里９鄰光德路４３０巷６號七樓之一,0.0,,,,1121101,土地0建物1車位0,七層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1110905,89.02,2,2,1,有,有,有,15000,169,,0.0,0,,RPPNMLRLJIIGFDK68CC,整棟(戶)出租,無,1121101~1131031,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
竹南鎮,租賃房屋,苗栗縣竹南鎮頂埔里９鄰頂大埔２１-３７號,0.0,,,,1121101,土地0建物0車位0,全,4,透天厝,農舍，樓梯間,鋼筋混凝土造,0980608,427.27,27,0,27,有,無,有,103950,243,,0.0,0,租金總額含水費；網路費；,RPQNMLRLJIIGFDK78CC,分租套房,無,1121101~1131231,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
竹南鎮,租賃房屋,苗栗縣竹南鎮大厝里４鄰真如路５６１巷２０弄３號四樓,0.0,,,,1121115,土地0建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980612,33.2,1,0,1,有,無,有,6000,181,,0.0,0,租金總額含管理費；水費；網路費；,RPTNMLRLJIIGFDK09CC,獨立套房,無,1121115~1131114,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,社會住宅包租轉租
竹南鎮,租賃房屋,苗栗縣竹南鎮大厝里４鄰真如路５６１巷２０弄５號五樓,0.0,,,,1121115,土地0建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980612,33.39,1,0,1,有,無,有,6000,180,,0.0,0,租金總額含水費；網路費；,RPUNMLRLJIIGFDK56CC,獨立套房,無,1121115~1131114,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,社會住宅包租轉租
頭份市,租賃房屋,苗栗縣頭份市東庄里６鄰昌隆一街３６２號十四樓,0.0,,,,1121101,土地0建物1車位0,十四層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1061115,113.67,2,2,2,有,有,有,17600,155,,0.0,0,,RPPNMLRLJIIGFFK88CC,整棟(戶)出租,有,1121101~1131031,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
苗栗市,租賃房屋,苗栗縣苗栗市福星里１２鄰嘉福街３８號,0.0,,,,1121116,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0760318,116.87,2,2,2,有,無,無,13500,116,,0.0,0,,RPQNMLSLJIIGFBK68CC,整棟(戶)出租,無,1121128~1131127,無,熱水器、瓦斯或天然氣,社會住宅代管
