鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
金寧鄉,房地(土地+建物),金門縣金寧鄉盤山村測段188-3、188-4、190-3地號,36.04,其他,,,1121201,土地3建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,86.38,3,2,2,有,無,6400000,74091,,0.0,0,,RPPNMLPJKIIGFAW56CB,金門縣金寧鄉盤山村測段188-3、188-4、190-3地號集合住宅新建工程,B2C22F棟222號,
金寧鄉,房地(土地+建物),金門縣金寧鄉安西劃段,44.43,其他,,,1121128,土地1建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,101.66,3,2,2,有,無,6300000,61971,,0.0,0,,RPPNMLNKKIIGFAW09CB,光前首澤,C1棟0號,
金寧鄉,房地(土地+建物),金門縣金寧鄉后沙劃測段16地號,43.11,其他,,,1121128,土地1建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,104.52,3,2,2,有,無,6090000,58266,,0.0,0,,RPPNMLNKKIIGFAW56DB,龍成后江灣二期集合住宅新建工程,1棟2F-C3號,
金寧鄉,房地(土地+建物),金門縣金寧鄉盤山村頂堡99之5號後方,40.52,其他,,,1121205,土地1建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,95.13,3,2,2,有,無,7190000,75581,,0.0,0,,RPPNMLOKKIIGFAW66DB,晴山馥居,C1號,
金寧鄉,房地(土地+建物),金門縣金城鎮金門城測段670地號,32.29,其他,,,1121224,土地1建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,80.43,3,2,2,有,無,5570000,69253,,0.0,0,,RPPNMLQLKIIGFAW86CB,金門縣金城鎮金門城測段670地號集合住宅新建工程,C24F棟24號,
金寧鄉,房地(土地+建物),金門縣金寧鄉盤山村測段188-3、188-4、190-3地號,39.05,其他,,,1121220,土地3建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,93.58,3,2,2,有,無,7100000,75871,,0.0,0,,RPPNMLRLKIIGFAW96CB,金門縣金寧鄉盤山村測段188-3、188-4、190-3地號集合住宅新建工程,B1C15F棟115號,
金寧鄉,房地(土地+建物),金門縣金寧鄉盤山村測段188-3、188-4、190-3地號,37.96,其他,,,1121220,土地3建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,90.99,3,2,2,有,無,6900000,75833,,0.0,0,,RPQNMLRLKIIGFAW07CB,金門縣金寧鄉盤山村測段188-3、188-4、190-3地號集合住宅新建工程,B1C25F棟125號,
金寧鄉,房地(土地+建物),金門縣金寧鄉盤山村測段188-3、188-4、190-3地號,36.04,其他,,,1121225,土地3建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,86.38,3,2,2,有,無,7000000,81037,,0.0,0,含法定車位約定車位編號1號,RPRNMLRLKIIGFAW17CB,金門縣金寧鄉盤山村測段188-3、188-4、190-3地號集合住宅新建工程,B2C25F棟225號,
金城鎮,房地(土地+建物),金門縣金城鎮金門城測段837及838-1地號,33.61,住,,,1121207,土地2建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,80.87,2,2,2,有,無,5820000,71967,,0.0,0,,RPPNMLPJJHJGFAW09CB,酒鄉,A1B1棟C3號,
