鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
羅東鎮,建物,宜蘭縣羅東鎮安平路２６號４樓之１,11.03,商,,,1090301,土地0建物1車位0,四層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870114,48.76,1,1,1,有,無,有,8500,174,,0.0,0,,RPXOMLMKNHPFFAG56CC
三星鄉,建物,宜蘭縣三星鄉行健二路一段１０２號,0.0,,特定農業區,農牧用地,1090510,土地0建物1車位0,見其他登記事項,1,其他,見其他登記事項,見其他登記事項,1030624,47.05,0,0,0,無,無,無,15000,319,,0.0,0,農業資材室,RPOPMLMKNHPFFAG38CC
宜蘭市,建物,宜蘭縣宜蘭市崇聖街８３之３號五樓,0.0,商,,,1090506,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750206,86.95,1,1,1,有,無,有,6000,69,,0.0,0,,RPVNMLMKNHPFFBG98CC
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮中正南路１９７號１樓,35.0,商,,,1090304,土地1建物1車位0,一層,3,店面(店鋪),住家用,鋼筋混凝土加強磚造,0660315,87.48,0,0,1,有,無,無,19000,217,,0.0,0,,RPRNMLOKNHPFFAG68CC
五結鄉,建物,宜蘭縣五結鄉鎮安村鎮安路１６８號,0.0,住,,,1090515,土地0建物1車位0,全,3,透天厝,住家用,見其他登記事項,1081106,262.88,4,2,5,有,無,無,25000,95,,0.0,0,自簽約日起至2020年5月31日止為免租金整理期，甲方同意不另向乙方收取租金。,RPPNMLSKNHPFFAG88CC
五結鄉,房地(土地+建物)+車位,宜蘭縣五結鄉季水路清水一巷１弄３１號３-４樓,53.46,,鄉村區,乙種建築用地,1090518,土地1建物1車位1,見其他登記事項,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0870602,111.73,3,1,2,有,無,有,8000,72,坡道平面,45.55,0,,RPUPMLTKNHPFFAG07CC
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市和睦路７１號,39.54,商,,,1090513,土地1建物1車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0950822,135.21,3,0,3,有,無,有,15500,115,,0.0,0,,RPRNMLKLNHPFFBG48CC
宜蘭市,建物,宜蘭縣宜蘭市凱旋路１２９巷１７號五樓之１,0.0,住,,,1090514,土地0建物1車位1,五層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1000414,108.24,3,2,2,有,有,無,12000,111,坡道平面,0.0,0,,RPPOMLLLNHPFFBG48CC
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉龍潭路５３１號,74.52,商,,,1090518,土地2建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0810406,262.72,5,3,4,有,無,無,14000,53,,0.0,0,,RPXNMLMLNHPFFBG66CC
羅東鎮,建物,宜蘭縣羅東鎮站東路１７０巷３號３-２,0.0,住,,,1090522,土地0建物0車位0,三層,3,套房(1房1廳1衛),住家用,鋼筋混凝土造,1030402,37.7,1,1,1,有,無,有,7500,199,,0.0,0,,RPRNMLMLNHPFFAG58CC
