鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
大林鎮,租賃房屋,嘉義縣大林鎮平林里光明街５３號五樓,0.0,,,,1130812,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),集合住宅,鋼筋混凝土造,0820217,118.69999999999999,3,1,2,有,無,有,10000,84,,0.0,0,嘉義縣社會住宅包租代管計畫之物件。,RPPNMLNKQHJGFCQ76CC,整棟(戶)出租,有,1130812~1140811,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
太保市,租賃房屋,嘉義縣太保市安仁里頂港子墘４０之７號一樓之２１,0.0,,,,1130815,土地0建物1車位0,一層,5,其他,集合住宅,鋼筋混凝土造,0940815,23.34,1,1,1,有,有,有,5300,227,,0.0,0,管理費：300元,RPPNMLPKQHJGFDQ07CC,獨立套房,有,1130815~1140814,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
太保市,租賃房屋,嘉義縣太保市頂港子墘４０-８號５樓之２８,7.0,,鄉村區,乙種建築用地,1130816,土地1建物1車位0,五層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0940815,14.18,1,1,1,有,有,有,6000,423,,0.0,0,,RPPNMLTKQHJGFDQ47CC,獨立套房,無,1130820~1140819,有,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租
太保市,租賃房屋,嘉義縣太保市頂港子墘３９-６號２樓８,9.69,,鄉村區,乙種建築用地,1130815,土地1建物1車位0,二層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0930609,20.91,1,1,1,有,有,有,5500,263,,0.0,0,,RPQNMLTKQHJGFDQ57CC,獨立套房,無,1130820~1140819,有,冷氣、洗衣機、電視機、冰箱,一般轉租
太保市,租賃房屋,嘉義縣太保市春珠８７-５號,16.8,,鄉村區,乙種建築用地,1130814,土地1建物0車位0,全,3,透天厝,住家用,鋼筋混凝土造,1120118,16.8,7,1,7,有,無,有,7500,446,,0.0,0,,RPRNMLTKQHJGFDQ67CC,分租套房,無,1130815~1140214,有,冷氣、洗衣機、電視機、冰箱,一般轉租
朴子市,租賃房屋,嘉義縣朴子市四維路一段５８４巷２８號１１樓之１,0.0,,,,1130813,土地0建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850815,121.87,3,1,2,有,有,無,8000,66,,0.0,0,嘉義縣社會住宅包租代管計畫之物件。未租賃車位，建物登記含有車位面積；,RPPNMLKLQHJGFBQ09CC,整棟(戶)出租,有,1130813~1140812,有,熱水器、洗衣機,社會住宅代管
太保市,租賃房屋,嘉義縣太保市安仁里頂港子墘４０之８號四樓之１１,0.0,,,,1130821,土地0建物1車位0,四層,5,其他,集合住宅,鋼筋混凝土造,0940815,23.34,1,1,1,有,有,有,4500,193,,0.0,0,管理費：300元,RPPNMLLLQHJGFDQ76CC,獨立套房,有,1130821~1140820,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
中埔鄉,租賃房屋,嘉義縣中埔鄉和興村中華路６５５巷２８弄１６號,0.0,,,,1130820,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0670710,86.3,4,2,3,有,無,有,13000,151,,0.0,0,此為嘉義縣社會住宅包租代管計畫。,RPQNMLLLQHJGFDQ86CC,整棟(戶)出租,無,1130826~1140825,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
朴子市,租賃房屋,嘉義縣朴子市仁和二路１３７號八樓之１５,0.0,,,,1130814,土地0建物1車位0,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950828,24.98,1,0,1,有,有,有,4800,192,,0.0,0,嘉義縣政府包租代管計畫，管理費200元。,RPPNMLMLQHJGFBQ66CC,獨立套房,有,1130822~1140821,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
