編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPSNMLTKQHJGFBG56CC,41,71.30,住家用,鋼筋混凝土造,72年10月7日,五層,,
RPSNMLTKQHJGFBG56CC,41,12.10,共有部分,鋼筋混凝土造,72年10月7日,五層,,
RPPNMLTKQHJGFBG88CC,33,22.92,住家用,鋼筋混凝土造,80年11月21日,七層,,
RPPNMLTKQHJGFBG88CC,33,5.87,共有部分,鋼筋混凝土造,80年11月21日,七層,,
RPPNMLLLQHJGFAG08CC,29,89.30,住家用,鋼筋混凝土造,84年5月27日,五層,,
RPPNMLLLQHJGFAG08CC,29,3.41,見其他登記事項,鋼筋混凝土造,84年5月27日,五層,,
RPUNMLMLQHJGFBG78CC,26,13.00,住商用,鋼筋混凝土造,87年9月21日,三層,,
RPPNMLPKQHJGFBG48CC,,18.92,商業用,磚造,,一層,,
RPUNMLRLQHJGFBG66CC,37,52.16,住家用,鋼筋混凝土造,77年1月12日,四層,,
RPRNMLLLQHJGFBG38CC,4,68.61,集合住宅,鋼筋混凝土造,109年12月24日,十四層,,
RPRNMLLLQHJGFBG38CC,4,45.40,本共有部分之項目有：防空避難室兼停車空間、管理委員使用空間、樓梯間、陽台等四項,鋼筋混凝土造,109年12月24日,十四層,,
RPRNMLLLQHJGFBG38CC,4,18.05,本共有部分之項目有：走道、電梯間、樓梯間等３項。,鋼筋混凝土造,109年12月24日,十四層,,
RPPNMLOKQHJGFAG28CC,46,97.56,住家用,鋼筋混凝土加強磚造,68年1月25日,二層,,
RPSNMLQLQHJGFBG98CC,27,44.23,住家用,鋼筋混凝土造,86年5月13日,六層,,
RPPNMLTLQHJGFAG88CC,3,44.31,集合住宅,鋼筋混凝土造,110年9月17日,五層,,
RPSNMLQLQHJGFBG98CC,27,13.40,共有部分,鋼筋混凝土造,86年5月13日,六層,,
