鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
朴子市,土地,溪口段890地號,913.25,,特定農業區,農牧用地,1131105,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1200000,1314,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPPOMLPJJIJGFBQ78DA,0.0,0.0,0.0,無,
義竹鄉,土地,頭竹圍段頭竹小段55地號,2356.0,,特定農業區,農牧用地,1131104,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3651800,1550,,0.0,0,,RPRNMLPJJIJGFBQ88DA,0.0,0.0,0.0,無,
布袋鎮,土地,新南段971地號,440.29,,特定專用區,農牧用地,1131102,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,120000,273,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLLKJIJGFBQ58DA,0.0,0.0,0.0,無,
太保市,土地,龍潭段1166地號,215.21,,,,1131104,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3772000,17527,,0.0,0,道路用地包含公共設施保留地用地；,RPWQMLPJJIJGFDQ27DA,0.0,0.0,0.0,無,0001
朴子市,房地(土地+建物),嘉義縣朴子市竹圍里明智路５５巷２號,84.0,住,,,1131104,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0650831,101.85,5,1,1,有,無,1500000,14728,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPSNMLNKJIJGFBQ88DA,101.85,0.0,0.0,無,
太保市,房地(土地+建物),嘉義縣太保市過溝里三合路５５５巷１６號,150.0,住,,,1131102,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土,1041204,203.73,5,3,5,有,無,22500000,110440,,0.0,0,,RPXQMLLKJIJGFDQ07DA,184.29,0.0,19.44,無,0002
朴子市,土地,牛挑灣段松梅小段1867地號,19.75,,特定農業區,甲種建築用地,1131106,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,80000,4051,,0.0,0,,RPQNMLKKJIJGFBQ38DA,0.0,0.0,0.0,無,
東石鄉,土地,港墘段港墘小段555地號,3867.0,,一般農業區,養殖用地,1131106,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4176360,1080,,0.0,0,,RPPNMLMKJIJGFBQ48DA,0.0,0.0,0.0,無,
民雄鄉,建物,嘉義縣民雄鄉頂崙村崙子頂１０４之１５號,0.0,,,,1131112,土地0建物1車位0,全,二層,透天厝,商業用,鋼筋混凝土加強磚造,0690111,190.66,3,2,2,有,無,2400000,12588,,0.0,0,建物坐落地號：建國段476地號；親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPQNMLOKJIJGFCQ98EA,190.66,0.0,0.0,無,
義竹鄉,土地,角帶圍段251地號,67.0,,一般農業區,農牧用地,1131105,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,50000,746,,0.0,0,,RPQNMLSKJIJGFBQ56DA,0.0,0.0,0.0,無,
東石鄉,土地,港墘厝段龍港小段934-4地號,182.08,,鄉村區,乙種建築用地,1131113,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1300000,7140,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLTKJIJGFBQ96DA,0.0,0.0,0.0,無,0003
民雄鄉,土地,秀林段61-5地號,5.86,,鄉村區,乙種建築用地,1131106,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,160000,27304,,0.0,0,政府機關標讓售；,RPQNMLPKJIJGFCQ09EA,0.0,0.0,0.0,無,
民雄鄉,房地(土地+建物),嘉義縣民雄鄉金興村惠安街２１號,67.35,住,,,1131105,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0701015,98.81,2,1,1,有,無,1900000,19229,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPROMLPKJIJGFCQ56DA,92.66,0.0,6.15,無,
水上鄉,土地,柳新段66地號,93.94,,一般農業區,農牧用地,1131107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,142000,1512,,0.0,0,,RPSNMLSKJIJGFDQ96DA,0.0,0.0,0.0,無,0004
水上鄉,房地(土地+建物),嘉義縣水上鄉忠和村中庄７３之２０號,53.43,,特定農業區,甲種建築用地,1131111,土地1建物1車位0,全,一層,透天厝,住家用,木造,0640805,46.08,0,0,0,無,無,900000,19531,,0.0,0,,RPTNMLSKJIJGFDQ07DA,46.08,0.0,0.0,無,0005
水上鄉,土地,忠和段1175地號,60.66,,特定農業區,甲種建築用地,1131111,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1000000,16485,,0.0,0,未登記建物；,RPUNMLSKJIJGFDQ17DA,0.0,0.0,0.0,無,
竹崎鄉,土地,公園段176-1地號,118.66,農,,,1131101,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,695347,5860,,0.0,0,政府機關標讓售；,RPPNMLSKJIJGFEQ86EA,0.0,0.0,0.0,無,
竹崎鄉,土地,瓦厝埔段837地號,52.7,,鄉村區,乙種建築用地,1131104,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,160000,3036,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLSKJIJGFEQ96EA,0.0,0.0,0.0,無,0006
義竹鄉,房地(土地+建物),嘉義縣義竹鄉傳芳村義竹４７１號之１９,101.0,住,,,1131114,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0700515,92.35,5,2,3,有,無,2900000,31402,,0.0,0,,RPRNMLKLJIJGFBQ58DA,85.56,0.0,6.79,無,
鹿草鄉,土地,後麻段1085地號,199.53,,鄉村區,乙種建築用地,1131101,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2760000,13833,,0.0,0,,RPUNMLSKJIJGFDQ27EA,0.0,0.0,0.0,無,
竹崎鄉,土地,真武段399地號,11.37,住,,,1131107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,214800,18892,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLKLJIJGFEQ78EA,0.0,0.0,0.0,無,0007
大林鎮,土地,中林新段805地號,321.91,,鄉村區,乙種建築用地,1131105,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2200000,6834,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLNKJIJGFCQ78DA,0.0,0.0,0.0,無,
朴子市,土地,鴨母寮段竹村小段1264-4地號,51.17,,鄉村區,乙種建築用地,1131112,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,250000,4886,,0.0,0,,RPWNMLTKJIJGFBQ27DA,0.0,0.0,0.0,無,
六腳鄉,土地,潭子墘新段149地號,6.77,,鄉村區,交通用地,1131115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,30000,4431,,0.0,0,,RPPNMLLLJIJGFBQ48DA,0.0,0.0,0.0,無,
義竹鄉,土地,和順段2177地號,666.44,,一般農業區,農牧用地,1131114,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,280000,420,,0.0,0,畸零地或有合併使用效益；,RPPNMLMLJIJGFBQ58DA,0.0,0.0,0.0,無,
太保市,土地,嘉新段935地號,22.2,住,,,1131108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,500000,22523,,0.0,0,,RPSPMLKLJIJGFDQ09DA,0.0,0.0,0.0,無,0008
番路鄉,土地,轆子腳段193-241地號,1042.0,,山坡地保育區,丙種建築用地,1131105,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,56730000,54443,,0.0,0,本買賣案標的含嘉義縣番路鄉轆子腳段193-241、193-242地號權利範圍皆為全部之二筆土地，無個別拆分總價為新台幣5673萬元。,RPTNMLTKJIJGFEQ27DA,0.0,0.0,0.0,無,
番路鄉,土地,南下坑段611地號,39.88,,一般農業區,丙種建築用地,1131118,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,400000,10030,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPPNMLPLJIJGFEQ56DA,0.0,0.0,0.0,無,
鹿草鄉,土地,麻豆店段下麻小段102地號,2135.0,,特定農業區,農牧用地,1131110,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3202500,1500,,0.0,0,,RPPNMLKLJIJGFDQ68EA,0.0,0.0,0.0,無,
義竹鄉,土地,溪洲段溪洲小段1028地號,1726.0,,特定農業區,農牧用地,1131114,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1450000,840,,0.0,0,,RPQNMLOKJIJGFBQ78DA,0.0,0.0,0.0,無,
大林鎮,土地,頂員林新段450地號,7555.94,,一般農業區,農牧用地,1131108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5893633,780,,0.0,0,,RPQOMLPKJIJGFCQ09DA,0.0,0.0,0.0,無,
水上鄉,土地,新番子寮段1895-1地號,5116.22,,特定農業區,農牧用地,1131115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6180000,1208,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLMLJIJGFDQ78DA,0.0,0.0,0.0,無,
水上鄉,土地,柳林段12地號,206.64,,鄉村區,乙種建築用地,1131108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1501000,7264,,0.0,0,地清或未辦繼承標售；,RPQNMLMLJIJGFDQ88DA,0.0,0.0,0.0,無,
大林鎮,土地,沙崙段1004地號,2857.17,,一般農業區,農牧用地,1131104,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2000000,700,,0.0,0,急買急賣；,RPQNMLMKJIJGFCQ68DA,0.0,0.0,0.0,無,
民雄鄉,土地,民農段430地號,7.05,都市：其他:道路用地,,,1131101,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,10000,1418,,0.0,0,,RPSNMLSKJIJGFCQ86DA,0.0,0.0,0.0,無,
