編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPRNMLLJRHPFFAP96CC,26,34.15,住家用,鋼筋混凝土造,83年9月18日,十四層,,
RPQNMLQLQHPFFAP47CC,32,116.55,住家用,鋼筋混凝土造,77年10月20日,二層,,
RPVNMLOKRHPFFAP77CC,22,203.43,住家用,鋼筋混凝土造,87年6月1日,三層,,
RPUNMLNJRHPFFAP47CC,26,34.15,住家用,鋼筋混凝土造,83年9月18日,十四層,,
RPPOMLOLRHPFFBP47CC,2,236.93,店舖、住宅、停車空間、水塔、騎樓,鋼筋混凝土造,107年6月1日,四層,,
RPOOMLOLRHPFFBP37CC,26,240.24,住家用,鋼筋混凝土造,83年11月25日,四層,,
RPRNMLOLRHPFFAP47CC,22,20.47,住家用,鋼筋混凝土造,87年10月30日,十層,,
RPQNMLLLIIPFFBP98CC,21,16.15,住家用,鋼筋混凝土造,88年4月12日,十二層,,
RPQNMLLLIIPFFBP98CC,21,4.03,共有部份,鋼筋混凝土造,88年4月12日,十二層,,
RPQNMLLLIIPFFBP98CC,21,4.65,共有部份,鋼筋混凝土造,88年4月12日,十二層,,
RPRNMLNJJIPFFDP86DC,4,30.00,集合住宅、停車空間、樓梯間、水塔,鋼筋混凝土造,106年4月11日,七層,,
RPSNMLNJJIPFFDP96DC,4,30.00,集合住宅、停車空間、樓梯間、水塔,鋼筋混凝土造,106年4月11日,七層,,
RPTNMLNJJIPFFDP07DC,4,30.00,集合住宅、停車空間、樓梯間、水塔,鋼筋混凝土造,106年4月11日,七層,,
RPTOMLQJJIPFFAP17DC,41,117.84,住商用,鋼筋混凝土加強磚造,69年2月23日,二層,,
RPUNMLQJJIPFFAP07CC,26,84.61,住家用,鋼筋混凝土造,83年9月18日,十四層,,
RPSNMLOLRHPFFDP87CC,42,74.51,住家用,加強磚造,67年8月26日,二層,,
RPTNMLQKIIPFFDP27CC,9,214.36,住家用,鋼筋混凝土造,100年6月7日,三層,,
RPRNMLMLIIPFFDP76CC,26,1465.83,避難室廠房辦公廳機械室水塔梯間,鋼筋混凝土造,83年6月18日,三層,,
RPQNMLPKRHPFFDP67CC,40,89.53,住商用,加強磚造,69年12月10日,二層,,
