鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
宜蘭市,建物,宜蘭縣宜蘭市中山路三段２５２號,0.0,商,,,1090808,土地0建物1車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土加強磚造,0650915,353.16,0,0,0,無,無,無,28000,79,,0.0,0,,RPRNMLLKQHPFFBG78CC
宜蘭市,建物,宜蘭縣宜蘭市宜中路９６號,0.0,住,,,1090722,土地0建物1車位0,一層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810528,171.38,4,2,2,有,有,有,15000,88,,0.0,0,,RPSOMLLKQHPFFBG98CC
羅東鎮,建物,宜蘭縣羅東鎮樹人路１３號３樓,0.0,住,,,1090811,土地0建物1車位0,全,5,透天厝,住家用,鋼筋混凝土造,0820717,46.98,1,0,1,有,無,有,7500,160,,0.0,0,,RPPPMLLKQHPFFAG68CC
頭城鎮,建物,宜蘭縣頭城鎮復興路１３５號２、３樓,0.0,住,,,1090808,土地0建物1車位0,見其他登記事項,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830905,146.63,4,1,3,有,無,無,13000,89,,0.0,0,,RPROMLRKQHPFFBG86CC
宜蘭市,建物,宜蘭縣宜蘭市成功路５０之８號九樓,0.0,住,,,1090818,土地0建物1車位0,九層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820803,117.67,4,2,2,有,有,無,12000,102,,0.0,0,,RPOOMLLLQHPFFBG78DC
宜蘭市,建物,宜蘭縣宜蘭市金六結路３３５號,0.0,住,,,1090808,土地0建物1車位0,全,,透天厝,,,,160.74,0,0,3,有,無,無,20000,124,,0.0,0,,RPPOMLLLQHPFFBG98EC
五結鄉,建物,宜蘭縣五結鄉孝威路３７７號,0.0,,特定農業區,甲種建築用地,1090824,土地0建物1車位0,全,,透天厝,,,,594.47,9,3,9,有,無,有,45000,76,,0.0,0,,RPROMLQLQHPFFAG76CC
宜蘭市,建物,宜蘭縣宜蘭市林森路３３６巷２１號５樓,0.0,住,,,1090822,土地0建物1車位0,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840918,80.92,4,2,2,有,有,有,12000,148,,0.0,0,,RPTNMLQLQHPFFBG96CC
宜蘭市,建物,宜蘭縣宜蘭市大坡路一段１１６巷２３號,0.0,住,,,1090826,土地0建物1車位0,全,3,透天厝,見其他登記事項,鋼筋混凝土造,1040330,175.32,0,0,0,無,無,有,18000,103,,0.0,0,,RPQNMLLMQHPFFBG88CC
五結鄉,建物,宜蘭縣五結鄉中正路三段４７巷３１弄３０號,46.62,住,,,1090829,土地0建物1車位0,全,4,透天厝,住宅．停車空間,鋼筋混凝土造,0970626,144.95,3,2,3,有,無,有,16000,110,,0.0,0,,RPVNMLLKRHPFFAG56CC
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮中正北路３２號６樓之１６,10.26,商,,,1090911,土地1建物1車位0,六層,10,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0861211,29.31,1,1,1,有,無,有,6500,222,,0.0,0,,RPXNMLLKRHPFFAG76CC
宜蘭市,建物,宜蘭縣宜蘭市中山路五段１５１巷１０弄５號６樓,0.0,住,,,1090911,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820505,138.22,3,1,2,有,無,無,10000,72,,0.0,0,,RPVNMLPKRHPFFBG07CC
頭城鎮,建物,宜蘭縣頭城鎮復興路７２巷１１號,288.91,住,,,1090909,土地0建物1車位0,全,3,透天厝,見其他登記事項,鋼筋混凝土造,1021002,303.03,4,2,5,有,無,無,31300,103,,0.0,0,,RPVOMLPKRHPFFBG17CC
宜蘭市,建物,宜蘭縣宜蘭市吉祥路８０號,0.0,住,,,1090822,土地0建物1車位2,一層,3,店面(店鋪),見其他登記事項,鋼筋混凝土造,1070123,74.8,0,0,1,有,有,有,18000,241,坡道平面,39.47,0,,RPXOMLPKRHPFFBG37CC
宜蘭市,建物,宜蘭縣宜蘭市民權路二段７１號２樓,0.0,住,,,1090917,土地0建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860103,105.64,3,2,2,有,無,有,14000,133,,0.0,0,,RPOPMLRKRHPFFBG76CC
宜蘭市,建物,宜蘭縣宜蘭市延平路５６巷７號４F,0.0,住,,,1090831,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830802,94.08,3,2,2,有,無,無,10000,106,,0.0,0,,RPPPMLRKRHPFFBG86CC
宜蘭市,建物,宜蘭縣宜蘭市農權路三段２０３巷１５號,0.0,住,,,1090914,土地0建物1車位0,全,,透天厝,,,,205.96,4,2,4,有,無,有,14000,68,,0.0,0,,RPROMLOLRHPFFBG76CC
礁溪鄉,建物,宜蘭縣礁溪鄉玉龍路二段４０２號,0.0,,特定農業區,農牧用地,1090920,土地0建物1車位0,全,2,透天厝,農舍,鋼筋混凝土加強磚造,0840913,212.28,6,3,3,有,無,有,30000,141,,0.0,0,,RPSOMLSLRHPFFBG27CC
宜蘭市,建物,宜蘭縣宜蘭市女中路三段５９巷９號７樓,0.0,住,,,1090908,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840426,87.16,3,2,2,有,有,有,15000,172,,0.0,0,,RPSNMLTLRHPFFBG27CC
礁溪鄉,建物,宜蘭縣礁溪鄉玉龍路二段４０２號,0.0,,特定農業區,農牧用地,1090920,土地0建物1車位0,見其他登記事項,2,農舍,農舍,鋼筋混凝土加強磚造,0840913,212.28,6,3,3,有,無,有,30000,,,0.0,0,,RPQOMLKMRHPFFBG98CC
壯圍鄉,建物,宜蘭縣壯圍鄉壯濱路六段２３５巷１０號４樓,0.0,,鄉村區,乙種建築用地,1091005,土地0建物1車位0,見其他登記事項,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820929,119.15,4,3,2,有,有,有,9000,76,,0.0,0,,RPVNMLRJIIPFFBG98CC
礁溪鄉,建物,宜蘭縣礁溪鄉礁溪路七段８５號,0.0,,一般農業區,甲種建築用地,1091001,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土加強磚造,0701113,88.34,0,0,1,有,無,無,18000,204,,0.0,0,,RPPOMLRJIIPFFBG48CC
羅東鎮,建物,宜蘭縣羅東鎮中山路一段２８３巷１５號,0.0,,特定農業區,甲種建築用地,1091003,土地0建物1車位0,全,3,透天厝,住家用,見其他登記事項,1080919,153.91,4,2,3,有,無,有,16000,104,,0.0,0,不得擺設供奉神明祖先。附屬設備項目如下:排油煙機1台，流理台1件，烘碗機1台，加壓馬達1台。,RPUNMLRJIIPFFAG78CC
宜蘭市,建物,宜蘭縣宜蘭市舊城南路４０號,0.0,商,,,1091001,土地0建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0941007,43.38,2,0,2,有,無,有,12000,277,,0.0,0,,RPPOMLSJIIPFFBG58CC
礁溪鄉,建物,宜蘭縣礁溪鄉礁溪路七段７９號,0.0,,一般農業區,甲種建築用地,1091006,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土加強磚造,0701113,76.81,0,0,1,有,無,無,15000,195,,0.0,0,,RPQOMLSJIIPFFBG68CC
羅東鎮,建物,宜蘭縣羅東鎮博愛路３８號二樓,0.0,住,,,1091008,土地0建物1車位0,二層,12,套房(1房1廳1衛),見其他登記事項,見其他登記事項,1080903,36.99,1,1,1,有,無,有,12000,324,,0.0,0,,RPOOMLNKIIPFFAG97CC
五結鄉,房地(土地+建物),宜蘭縣五結鄉中正西路４１巷２弄２號５樓之１,5.1,住,,,1091010,土地1建物1車位0,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831227,98.78,2,2,2,有,無,有,13000,132,,0.0,0,,RPUOMLNKIIPFFAG58CC
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮民生東路７２號,34.0,商,,,1091004,土地1建物1車位0,全,3,透天厝,住商用,鋼筋混凝土加強磚造,0500515,101.55,0,0,1,有,無,無,20000,197,,0.0,0,,RPXNMLNKIIPFFAG98EC
宜蘭市,建物,宜蘭縣宜蘭市中山路二段１４５號十二樓之三,0.0,住,,,1091012,土地0建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890427,96.51,3,2,2,有,無,有,14000,145,,0.0,0,,RPVNMLOKIIPFFBG78CC
宜蘭市,建物,宜蘭縣宜蘭市舊城南路４０號,0.0,商,,,1091011,土地0建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0941007,29.22,1,0,1,有,無,有,6500,222,,0.0,0,,RPWNMLOKIIPFFBG88CC
羅東鎮,房地(土地+建物)+車位,宜蘭縣羅東鎮公正路２８９-４號１０樓,11.96,住,,,1091015,土地1建物1車位0,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840331,110.93,3,2,2,有,無,有,11400,103,升降機械,11.76,0,租賃期間109.11.1~110.10.31,RPSOMLPKIIPFFAG58CC
宜蘭市,建物,宜蘭縣宜蘭市民權新路６６號,0.0,住,,,1090924,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,,75.58,0,0,1,有,無,有,11000,146,,0.0,0,,RPVOMLTKIIPFFBG76CC
宜蘭市,建物,宜蘭縣宜蘭市舊城南路４０號,0.0,商,,,1091018,土地0建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0941007,43.38,1,0,1,有,無,有,10000,231,,0.0,0,,RPTNMLKLIIPFFBG28CC
礁溪鄉,建物,宜蘭縣礁溪鄉大忠路１８７號３樓之４,0.0,住,,,1091020,土地0建物1車位0,三層,8,套房(1房1廳1衛),住家用,鋼筋混凝土造,0880709,28.02,1,1,1,有,有,有,8000,286,,0.0,0,,RPQOMLKLIIPFFBG08CC
宜蘭市,建物,宜蘭縣宜蘭市進士路９４巷１之１號,0.0,住,,,1091001,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710227,124.53,3,2,3,有,無,無,12500,100,,0.0,0,,RPSNMLKLIIPFFBG28DC
礁溪鄉,建物,宜蘭縣礁溪鄉德陽路１３３巷８號,0.0,住,,,1091006,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,,108.9,0,0,0,無,無,無,12000,110,,0.0,0,,RPWNMLKLIIPFFBG68DC
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮中正北路２３７號,116.0,住,,,1091014,土地0建物1車位0,全,2,透天厝,住家用,見其他登記事項,0630218,152.59,4,6,4,有,無,有,13000,85,,0.0,0,,RPOOMLLLIIPFFAG87CC
蘇澳鎮,房地(土地+建物),宜蘭縣蘇澳鎮新市路５９號,40.28,商,,,1091022,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土加強磚造,0651126,107.61,4,1,3,有,無,有,13000,121,,0.0,0,,RPSNMLNLIIPFFAG38CC
羅東鎮,建物,宜蘭縣羅東鎮純精路三段１７２號七樓,0.0,住,,,1090928,土地0建物1車位0,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851109,66.69,2,2,1,有,有,有,10000,150,,0.0,0,,RPVNMLNLIIPFFAG68CC
礁溪鄉,建物,宜蘭縣礁溪鄉礁溪路七段８５號,0.0,,一般農業區,甲種建築用地,1091028,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土加強磚造,0701113,161.28,4,2,2,有,無,有,10000,62,,0.0,0,,RPQNMLTLIIPFFBG88CC
礁溪鄉,建物,宜蘭縣礁溪鄉白雲六路７巷６之１３號,0.0,,特定農業區,甲種建築用地,1091029,土地0建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,1050202,167.52,3,2,4,有,無,無,18000,107,,0.0,0,,RPOOMLNJJIPFFBG08CC
宜蘭市,建物,宜蘭縣宜蘭市女中路三段３２０巷５５號２樓,0.0,住,,,1091026,土地0建物1車位0,見其他登記事項,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850105,82.88,3,2,2,有,有,有,12600,152,,0.0,0,,RPPOMLNJJIPFFBG18CC
員山鄉,建物,宜蘭縣員山鄉永同路二段９７號,0.0,,鄉村區,乙種建築用地,1091102,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0700328,133.2,4,3,2,有,無,有,19000,143,,0.0,0,,RPSOMLOJJIPFFBG58CC
