編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPUNMLLLQHPFFDJ07CC,5,20.19,住宅、停車空間、樓梯間,鋼筋混凝土造,104年8月21日,四層,,
RPTPMLLKQHPFFDJ07CC,49,671.56,工業用,磚造,60年8月5日,四層,,
RPVNMLLLQHPFFDJ17CC,5,20.27,住宅、停車空間、樓梯間,鋼筋混凝土造,104年8月21日,四層,,
RPVNMLLLQHPFFCJ07CC,,.00,,,,,,
RPVNMLLLQHPFFCJ07CC,27,14.27,共用部分,鋼筋混凝土造,82年7月29日,十二層,,
RPVNMLLLQHPFFCJ07CC,27,50.14,共用部分,鋼筋混凝土造,82年7月29日,十二層,,
RPWNMLLLQHPFFDJ27CC,25,185.98,住宅，自用儲藏室，停車空間,鋼筋混凝土造,84年12月26日,三層,,
RPWPMLQLQHPFFBJ77CC,15,121.38,住家用,鋼筋混凝土造,94年9月23日,十五層,,
RPWPMLQLQHPFFBJ77CC,15,17.74,共用部分,鋼筋混凝土造,94年9月23日,十五層,,
RPWPMLQLQHPFFBJ77CC,15,22.98,共用部分,鋼筋混凝土造,94年9月23日,十五層,,
RPXPMLQLQHPFFBJ87CC,11,205.69,住家用,鋼筋混凝土造,98年6月26日,十五層,,
RPXPMLQLQHPFFBJ87CC,11,58.89,共用部分,鋼筋混凝土造,98年6月26日,十五層,,
RPXPMLQLQHPFFBJ87CC,11,28.56,共用部分,鋼筋混凝土造,98年6月26日,十五層,,
RPOQMLQLQHPFFBJ07CC,5,88.27,住家用,鋼筋混凝土造,104年11月5日,十三層,,
RPOQMLQLQHPFFBJ07CC,5,60.77,本共有部分之項目有停車空間、防空避難室、公共服務空間等三項,鋼筋混凝土造,104年11月5日,十四層,,
RPOQMLQLQHPFFBJ07CC,5,15.75,本共有部分之項目有樓梯間、機械室、水箱等三項,鋼筋混凝土造,104年11月5日,十三層,,
RPPQMLQLQHPFFBJ17CC,16,89.37,住家用,鋼筋混凝土造,93年9月1日,十層,,
RPPQMLQLQHPFFBJ17CC,16,13.02,共用部分,鋼筋混凝土造,93年9月1日,十層,,
RPPQMLQLQHPFFBJ17CC,16,24.28,共用部分,鋼筋混凝土造,93年9月1日,十層,,
RPRRMLRLQHPFFDJ77CC,7,187.04,停車空間、集合住宅,鋼筋混凝土造,102年4月23日,四層,,
RPVQMLRLQHPFFBJ87CC,12,26.45,商業用,鋼筋混凝土造,97年6月9日,九層,,
RPVQMLRLQHPFFBJ87CC,12,7.55,共用部分,鋼筋混凝土造,97年6月9日,九層,,
RPVQMLRLQHPFFBJ87CC,12,3.58,共用部分,鋼筋混凝土造,97年6月9日,九層,,
RPTOMLSLQHPFFDJ77CC,2,169.09,住宅、停車空間,鋼筋混凝土造,108年1月4日,四層,,
RPSOMLSLQHPFFDJ67CC,,68.20,住家用,磚石造,,一層,,
RPPQMLLMQHPFFBJ76CC,26,50.14,商業用,鋼筋混凝土造,83年4月21日,地下二層,,
RPPQMLLMQHPFFBJ76CC,26,14.43,共用部分,鋼筋混凝土造,83年4月21日,地下一層,,
RPSQMLSLQHPFFBJ67CC,5,69.21,住家用,鋼筋混凝土造,105年1月26日,二十四層,,
RPSQMLSLQHPFFBJ67CC,5,28.77,本共有部分之項目有防空避難室兼停車空間、停車空間、機車停車空間、電信室、中繼水箱、機房、水箱、樓梯間、梯間、消防機房、開放空間、垃圾室、走廊、管理員室、防災中心等十五項。,鋼筋混凝土造,105年1月26日,二十四層,,
RPROMLLMQHPFFCJ86CC,25,64.95,住家用,鋼筋混凝土造,84年8月1日,十三層,,
RPROMLLMQHPFFCJ86CC,25,8.95,共用部分,鋼筋混凝土造,84年8月1日,十三層,,
RPROMLLMQHPFFCJ86CC,25,13.67,共用部分,鋼筋混凝土造,84年8月1日,十三層,,
RPQNMLLJRHPFFDJ56CC,5,20.27,住宅、停車空間、樓梯間,鋼筋混凝土造,104年8月21日,四層,,
RPQPMLNJRHPFFBJ76CC,12,78.96,商業用,鋼筋混凝土造,97年9月15日,十六層,,
RPQPMLNJRHPFFBJ76CC,12,10.16,共用部分,鋼筋混凝土造,97年9月15日,十六層,,
RPQPMLNJRHPFFBJ76CC,12,4.54,共用部分,鋼筋混凝土造,97年9月15日,十六層,,
RPQPMLNJRHPFFBJ76CC,12,9.99,共用部分,鋼筋混凝土造,97年9月15日,十六層,,
RPXOMLNJRHPFFBJ37CC,11,47.17,商業用,鋼筋混凝土造,99年2月8日,十八層,,
RPXOMLNJRHPFFBJ37CC,11,32.02,共用部分,鋼筋混凝土造,99年2月8日,十八層,,
RPRPMLNJRHPFFBJ86CC,15,115.73,商業用,鋼筋混凝土造,94年11月14日,十五層,,
RPRPMLNJRHPFFBJ86CC,15,85.15,共用部分,鋼筋混凝土造,94年11月14日,十五層,,
RPRPMLNJRHPFFBJ86CC,15,24.38,共用部分,鋼筋混凝土造,94年11月14日,十五層,,
RPPPMLNJRHPFFBJ66CC,11,163.48,商業用,鋼筋混凝土造,99年2月8日,十八層,,
RPPPMLNJRHPFFBJ66CC,11,64.28,共有部分,鋼筋混凝土造,99年2月8日,十八層,,
RPUPMLNJRHPFFBJ17CC,12,46.70,商業用,鋼筋混凝土造,97年3月21日,十三層,,
RPUPMLNJRHPFFBJ17CC,12,3.91,共用部分,鋼筋混凝土造,97年3月21日,十四層,,
RPUPMLNJRHPFFBJ17CC,12,10.17,共用部分,鋼筋混凝土造,97年3月21日,十三層,,
RPTNMLOJRHPFFBJ96CC,1,164.69,商業用,鋼筋混凝土造,109年1月17日,十四層,,
RPTNMLOJRHPFFBJ96CC,1,107.47,本共有部分之項目有停車空間、防空避難室、管理員室、公共服務空間、開放空間、管委會空間、樓梯間、電梯機房、水箱等九項。,鋼筋混凝土造,109年1月17日,十四層,,
RPVPMLNJRHPFFBJ27CC,11,61.00,商業用,鋼筋混凝土造,99年1月6日,二十層,,
RPVPMLNJRHPFFBJ27CC,11,12.59,共用部分,鋼筋混凝土造,99年1月6日,二十層,,
RPVPMLNJRHPFFBJ27CC,11,3.25,共用部分,鋼筋混凝土造,99年1月6日,二十層,,
