鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
花蓮市,房地(土地+建物),花蓮縣花蓮市新港街５０號,92.0,商,,,1090803,土地1建物1車位0,二層,2,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1020206,152.89,1,1,1,有,無,有,6000,39,,0.0,0,,RPOPMLLKQHPFFAU37CC
花蓮市,房地(土地+建物),花蓮縣花蓮市菁華街４巷１弄２號６F-３,12.39,住,,,1090803,土地2建物1車位0,六層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0860801,79.96000000000001,2,1,1,有,無,無,10000,125,,0.0,0,,RPXNMLMKQHPFFAU18CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉南埔十街１４號,184.0,商,,,1090720,土地1建物1車位0,見其他登記事項,3,店面(店鋪),住商用,鋼筋混凝土造,0710119,355.65,0,0,0,無,無,無,20000,56,,0.0,0,,RPSOMLTKQHPFFAU48CC
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕七街２１號五樓之二,8.38,商,,,1090720,土地1建物1車位0,五層,7,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1090107,53.22,1,0,1,有,有,有,8500,160,,0.0,0,,RPTOMLTKQHPFFAU58CC
新城鄉,房地(土地+建物),花蓮縣新城鄉鄉根２巷４０號,90.05,,鄉村區,乙種建築用地,1090802,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,0740522,96.8,3,2,2,有,無,無,9500,98,,0.0,0,,RPUOMLTKQHPFFAU68CC
花蓮市,房地(土地+建物),花蓮縣花蓮市化道路８９巷２６號三樓之一號,14.3,住,,,1090808,土地1建物1車位0,三層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830401,103.84,3,2,2,有,有,有,15000,144,,0.0,0,,RPVOMLTKQHPFFAU78CC
花蓮市,房地(土地+建物),花蓮縣花蓮市富安路１０６號六樓之八,5.94,商,,,1090810,土地1建物1車位0,六層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840825,42.49,1,0,1,有,有,有,6500,153,,0.0,0,,RPWOMLTKQHPFFAU88CC
新城鄉,建物,花蓮縣新城鄉民族路６９號,0.0,商,,,1090729,土地0建物0車位0,五層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,1061124,48.76,1,0,1,有,無,有,9000,185,,0.0,0,5樓房間含前陽露台面積,RPXOMLTKQHPFFAU98CC
新城鄉,建物,花蓮縣新城鄉民族路８５號,0.0,商,,,1090730,土地0建物0車位0,二層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,1060731,23.53,1,0,1,有,無,有,7300,310,,0.0,0,2樓前房間,RPOPMLTKQHPFFAU18CC
花蓮市,房地(土地+建物),花蓮縣花蓮市中山路２４６號,21.25,商,,,1090803,土地1建物1車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0681003,67.35,0,0,1,有,無,無,19000,282,,0.0,0,,RPTNMLKLQHPFFAU67CC
花蓮市,房地(土地+建物),花蓮縣花蓮市中山路２４６號,21.25,商,,,1090818,土地1建物1車位0,四層,4,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0681003,36.12,1,1,1,有,無,無,7000,194,,0.0,0,,RPUNMLKLQHPFFAU77CC
花蓮市,房地(土地+建物),花花蓮市成功街１８０蓮縣號,85.0,住,,,1090728,土地1建物1車位0,全,1,透天厝,住家用,木造,,66.78,2,1,1,有,無,有,15000,225,,0.0,0,,RPRNMLKLQHPFFAU57DC
花蓮市,房地(土地+建物),花蓮縣花蓮市進豐街２３號,73.0,住,,,1090723,土地1建物1車位0,全,1,透天厝,住家用,雜木,0470101,43.68,2,2,1,有,無,有,10000,229,,0.0,0,,RPUOMLKLQHPFFAU97DC
花蓮市,建物,花蓮縣花蓮市國民九街７７號,0.0,住,,,1090724,土地0建物0車位0,一層,5,套房(1房1廳1衛),住商用,鋼筋混凝土造,0740319,27.44,1,0,1,有,無,有,6000,219,,0.0,0,,RPOPMLKLQHPFFAU47DC
花蓮市,房地(土地+建物),花蓮縣花蓮市國盛四街５１號４F-１９,8.51,住,,,1090814,土地1建物1車位0,四層,8,套房(1房1廳1衛),住家用,鋼筋混凝土造,0830811,51.03,1,1,1,有,無,無,7000,137,,0.0,0,,RPQPMLKLQHPFFAU67DC
花蓮市,房地(土地+建物),花蓮縣花蓮市國民七街５１號十樓之五,3.17,商,,,1090815,土地1建物1車位0,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831115,33.44,1,0,1,有,有,有,4500,135,,0.0,0,,RPRPMLKLQHPFFAU77DC
花蓮市,房地(土地+建物),花蓮縣花蓮市豐村１５０號,239.22,,特定農業區,甲種建築用地,1090812,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,1041123,225.33,5,2,6,有,無,有,30000,133,,0.0,0,,RPSPMLKLQHPFFAU87DC
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕五街１７２號,88.0,住,,,1090725,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0840308,210.37,5,1,5,有,無,有,23000,109,,0.0,0,,RPTPMLKLQHPFFAU97DC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉吉祥四街４８號,98.0,住,,,1090801,土地1建物1車位0,全,3,透天厝,住商用,鋼筋混凝土造,0950626,197.99,4,2,3,有,無,有,19900,101,,0.0,0,,RPVNMLLLQHPFFAU97CC
花蓮市,房地(土地+建物),花蓮縣花蓮市博愛街２５６號,99.0,住,,,1090813,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,1020905,214.22,2,3,3,有,無,無,35000,163,,0.0,0,,RPPOMLLLQHPFFAU47CC
花蓮市,建物,花蓮縣花蓮市國民九街２６號,0.0,商,,,1090804,土地0建物0車位0,一層,4,套房(1房1廳1衛),住商用,鋼筋混凝土造,0770815,23.0,1,1,1,有,無,有,7000,304,,0.0,0,,RPPPMLLLQHPFFAU57CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉慈惠四街１６號,174.0,住,,,1090723,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,0770102,193.69,2,2,2,有,無,有,21000,108,,0.0,0,,RPTPMLLLQHPFFAU97CC
花蓮市,房地(土地+建物),花蓮縣花蓮市明心街１２２號３樓B室,0.0,住,,,1090620,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,1051228,28.1,1,0,1,有,無,有,7000,249,,0.0,0,,RPRNMLMLQHPFFAU67CC
花蓮市,建物,花蓮縣花蓮市明心街１-２２號二樓４樓A室,0.0,住,,,1090814,土地0建物0車位0,四層,4,套房(1房1廳1衛),住家用,鋼筋混凝土造,1051228,28.1,1,0,1,有,無,有,7500,267,,0.0,0,,RPUOMLOLQHPFFAU28CC
吉安鄉,建物,花蓮縣吉安鄉中央路三段６１３號,0.0,住,,,1090725,土地0建物0車位0,一層,3,套房(1房1廳1衛),住商用,鋼筋混凝土造,0780621,39.67,1,1,1,有,無,有,8500,214,,0.0,0,,RPRNMLPLQHPFFAU97CC
吉安鄉,建物,花蓮縣吉安鄉中央路三段６１３號,0.0,住,,,1090818,土地0建物0車位0,一層,3,套房(1房1廳1衛),住商用,鋼筋混凝土造,0780621,33.0,1,1,1,有,無,有,7000,212,,0.0,0,,RPSNMLPLQHPFFAU08CC
花蓮市,土地,國風段1450-1地號,330.58,住,,,1090819,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,19900,60,,0.0,0,,RPOOMLPLQHPFFAU87DC
花蓮市,建物,花蓮縣花蓮市莊敬路１４８號,0.0,住,,,1090824,土地0建物0車位0,二層,4,套房(1房1廳1衛),住家用,鋼筋混凝土造,1040825,29.0,1,0,1,有,無,有,6000,207,,0.0,0,,RPPOMLPLQHPFFAU97DC
新城鄉,建物,花蓮縣新城鄉民族路７３號,0.0,商,,,1090731,土地0建物0車位0,二層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,1070514,27.14,1,0,1,有,無,有,7500,276,,0.0,0,2樓後房間。,RPVOMLQLQHPFFAU58CC
新城鄉,建物,花蓮縣新城鄉民族路７３號,0.0,商,,,1090731,土地0建物0車位0,三層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,1070514,27.14,1,0,1,有,無,有,7500,276,,0.0,0,3樓後房間。,RPWOMLQLQHPFFAU68CC
新城鄉,建物,花蓮縣新城鄉民族路７３號,0.0,商,,,1090731,土地0建物0車位0,四層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,1070514,40.26,1,0,1,有,無,有,8500,211,,0.0,0,4樓前房間含陽台面積。,RPXOMLQLQHPFFAU78CC
新城鄉,建物,花蓮縣新城鄉民族路６９號,0.0,商,,,1090811,土地0建物0車位0,二層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,1061124,24.0,1,0,1,有,無,有,7500,313,,0.0,0,,RPPPMLQLQHPFFAU08CC
新城鄉,建物,花蓮縣新城鄉民族路８５號,0.0,商,,,1090810,土地0建物0車位0,三層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,1060731,22.38,1,0,1,有,無,有,7500,335,,0.0,0,,RPQPMLQLQHPFFAU18CC
新城鄉,建物,花蓮縣新城鄉民族路８７號,0.0,商,,,1090814,土地0建物0車位0,二層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,1060731,36.63,1,0,1,有,無,有,9500,259,,0.0,0,,RPRPMLQLQHPFFAU28CC
新城鄉,建物,花蓮縣新城鄉民族路８７號,0.0,商,,,1090813,土地0建物0車位0,三層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,1060731,36.63,1,0,1,有,無,有,9500,259,,0.0,0,,RPVPMLQLQHPFFAU68CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉自立路二段７７號,63.49,住,,,1090821,土地1建物1車位0,一層,4,店面(店鋪),住工用,鋼筋混凝土造,0810427,152.05,0,0,0,無,無,有,20000,132,,0.0,0,,RPPNMLRLQHPFFAU97CC
花蓮市,房地(土地+建物),花蓮縣花蓮市國盛八街１０９號３樓２,17.26,住,,,1090810,土地1建物1車位0,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850517,70.4,2,1,1,有,無,有,12000,170,,0.0,0,,RPVNMLRLQHPFFAU58CC
新城鄉,建物,花蓮縣新城鄉民族路６７號,0.0,商,,,1090820,土地0建物0車位0,五層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,1061124,48.76,1,0,1,有,無,有,8500,174,,0.0,0,5樓房間含陽露台面積。,RPSQMLRLQHPFFAU58CC
新城鄉,建物,花蓮縣新城鄉民族路８５號,0.0,商,,,1090820,土地0建物0車位0,二層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,1060731,22.38,1,0,1,有,無,有,7300,326,,0.0,0,,RPTQMLRLQHPFFAU68CC
花蓮市,房地(土地+建物),花蓮縣花蓮市國興三街４７號之１,17.42,住,,,1090803,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730827,70.62,2,1,1,有,無,有,15000,212,,0.0,0,,RPROMLSLQHPFFAU38CC
壽豐鄉,土地,豐東段192地號,364.39,,一般農業區,甲種建築用地,1090807,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,9000,25,,0.0,0,地上有房屋一棟.無保存登記,RPVOMLSLQHPFFAU78CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉東海六街１８９號,238.93,住,,,1090818,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,1040803,269.05,5,2,7,有,無,無,40000,149,,0.0,0,別墅,RPTPMLSLQHPFFAU68CC
