鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
大同區,建物,臺北市大同區市民大道一段２０７號１３樓之３,0.0,其他,,,1061017,土地0建物1車位0,十三層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0980724,77.10000000000001,2,2,1,有,有,有,53000,687,,0.0,0,租金含管理費、第四台及網路費用。,RPPNMLLKJIMFFBA07CC
萬華區,建物,臺北市萬華區中華路二段３０８號,0.0,商,,,1061028,土地0建物1車位0,一層,5,店面(店鋪),住家用,鋼筋混凝土造,0570816,22.56,0,0,0,無,無,無,17000,754,,0.0,0,,RPPNMLNKJIMFFBA27CC
大同區,建物,臺北市大同區民生西路１９９號１１樓,0.0,商,,,1061108,土地0建物1車位0,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990401,113.96000000000001,3,2,2,有,無,有,38000,333,,0.0,0,,RPWOMLNKJIMFFBA08CC
內湖區,房地(土地+建物),臺北市內湖區內湖路一段１２０巷１７號６樓,57.63,工,,,1061110,土地1建物1車位0,六層,10,廠辦,工業用,鋼筋混凝土造,0891113,300.56,0,0,0,無,有,無,114559,381,,0.0,0,,RPTNMLNKJIMFFCA87DC
中山區,房地(土地+建物),臺北市中山區林森北路３０８號８樓,4.28,商,,,1061110,土地1建物1車位0,八層,15,套房(1房1廳1衛),住家用,見其他登記事項,0990409,45.35,1,1,1,有,有,有,24941,550,,0.0,0,,RPOQMLNKJIMFFCA67DC
中山區,建物,臺北市中山區長安東路１段５１號４樓之１,0.0,商,,,1061020,土地0建物1車位0,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960810,121.0,3,2,2,有,有,有,50000,413,,0.0,0,,RPXNMLNKJIMFFCA18CC
內湖區,建物,臺北市內湖區陽光街３２１巷２６號７樓之７含坡道平面車位B２-６４號,0.0,工,,,1061109,土地0建物1車位1,七層,8,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0980312,91.39,0,0,1,有,有,有,30000,328,坡道平面,0.0,0,,RPOOMLNKJIMFFCA37CC
中山區,建物,臺北市中山區松江路４２６號４樓之２,0.0,住,,,1061024,土地0建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951221,186.51999999999998,3,2,2,有,有,有,61500,330,,0.0,0,,RPPOMLNKJIMFFCA47CC
中山區,車位,臺北市中山區新生北路２段２８巷１號房屋地下三層第１０６號車位,0.76,其他,,,1061101,土地0建物0車位1,,15,其他,見使用執照,鋼筋混凝土造,0780517,28.82,0,0,0,有,有,無,4000,,坡道平面,28.82,4000,,RPQOMLNKJIMFFCA57CC
