鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
中和區,租賃房屋,新北市中和區員山路１７６之６號四樓,0.0,,,,1130909,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831019,52.940000000000005,1,1,1,有,有,有,15000,283,,0.0,0,「此為新北市社會住宅包租代管計畫之物件，評定市價租金為18800元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額15000元。」,RPVNMLLKNHJGFHF88CC,整棟(戶)出租,無,1130909~1140428,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
淡水區,租賃房屋+車位,新北市淡水區新市三路二段２２９號１６樓,9.93,商,,,1130811,土地1建物1車位1,十六層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,152.47,3,2,2,有,有,無,23000,151,坡道平面,30.47,0,多人共同承租2；租金總額含管理費；,RPRNMLLKQHJGFEF48CC,整棟(戶)出租,有,1130820~1150819,有,冷氣、熱水器、瓦斯或天然氣,
板橋區,租賃房屋,新北市板橋區江寧路三段１２３巷６號,0.0,,,,1130812,土地0建物0車位0,全,2,透天厝,住家用,加強磚造,,19.0,3,0,3,有,無,有,16000,842,,0.0,0,101室租金總額含網路費；其他第四台；續租案件；,RPXOMLMKQHJGFAF88CC,分租套房,無,1130815~1140814,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
板橋區,租賃房屋,新北市板橋區國泰街１０１號二樓,0.0,,,,1130812,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660420,64.8,1,1,1,有,無,有,15000,231,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為18800元，因選擇包租方案須打八折且簽約租金無條件捨去至百分位，實際租賃契約金額為15000元。,RPQPMLMKQHJGFAF28CC,獨立套房,無,1130824~1160823,無,冷氣、熱水器、洗衣機、冰箱,社會住宅包租轉租
汐止區,租賃房屋,新北市汐止區大同路二段２３８號１８樓之２,0.0,,,,1130811,土地0建物1車位0,十八層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0850710,37.51,1,0,1,有,有,有,15000,400,,0.0,0,,RPPNMLMKQHJGFDF28CC,整棟(戶)出租,有,1130820~1140819,有,冷氣、熱水器、洗衣機、電視機、冰箱,
蘆洲區,租賃房屋,新北市蘆洲區民族路３１７號三樓,0.0,,,,1130811,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0751027,89.65,3,1,2,有,無,無,15000,167,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為18800元，因選擇包租方案須打八折且簽約租金無條件捨去至百分位，實際租賃契約金額為15000元。,RPVPMLMKQHJGFGF76CC,整棟(戶)出租,無,1130816~1160815,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
樹林區,租賃房屋,新北市樹林區東華街３巷４１號六樓,0.0,,,,1130812,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0851022,131.5,3,2,1,有,有,有,25000,190,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為31300元，因選擇包租方案須打八折且簽約租金無條件捨去至百分位，實際租賃契約金額為25000元。管理費每個月1300元不包含在租金內,RPPOMLMKQHJGFIF88CC,整棟(戶)出租,有,1130901~1160831,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
板橋區,租賃房屋,新北市板橋區校前街８０之１號,0.0,,,,1130813,土地0建物1車位0,一層,6,店面(店鋪),住家用,鋼筋混凝土造,0821209,217.76,3,2,2,有,有,無,48340,222,,0.0,0,忠孝段建號02020-000，面積46.11平方公尺為車位，本次租賃並無承租。未租賃車位，建物登記含有車位面積；租賃期間有約定不同租金113年8月15日至113年10月14日為免租修期，113年10月15日至113年12月31日，每月租金為48340元/月，114年1月1日至118年10月14日，每月租金為52734元/月，118年10月15日至120年10月14日，每月租金待日後商討。；,RPOOMLNKQHJGFAF08CC,,無,1130815~1201014,有,,
土城區,租賃房屋,新北市土城區學士路８號十五樓之一,0.0,,,,1130812,土地0建物1車位0,十五層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860526,28.53,1,1,1,有,有,有,9000,315,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為10000元，因選擇代管方案須打九折且簽約租金無條件捨去至百分位，實際租賃契約金額為9000元。管理費每個月300元不包含在租金內,RPTOMLNKQHJGFAF58CC,獨立套房,有,1130816~1140815,有,冷氣、熱水器、冰箱,社會住宅代管
