鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
新竹市,租賃房屋,新竹市新竹市東區高峰路４５號,0.0,,,,1130811,土地0建物0車位0,全,5,透天厝,住家用,加強磚造,0610925,19.83,7,7,7,有,無,有,12500,630,,0.0,0,租金總額含水費；網路費；含增建或未登記建物；,RPSNMLMKQHJGFAO56CC,分租套房,無,1130821~1140820,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般轉租
新竹市,租賃房屋,新竹市新竹市寶山路３４號３樓,0.0,,,,1130812,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820807,115.81,3,2,2,有,有,有,23000,199,,0.0,0,多人共同承租3；,RPRNMLQKQHJGFAO86CC,整棟(戶)出租,無,1130818~1140817,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
新竹市,租賃房屋,新竹市新竹市長和街８２巷１０號４樓,0.0,,,,1130815,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840522,121.53999999999999,3,2,2,有,有,無,19600,161,,0.0,0,,RPSNMLQKQHJGFAO96CC,整棟(戶)出租,有,1130815~1140814,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
新竹市,租賃房屋,新竹市新竹市民生路２６１之１號１１樓,0.0,,,,1130815,土地0建物1車位0,十一層,13,住宅大樓(11層含以上有電梯),辦公室,鋼筋混凝土造,0851231,99.55,2,2,2,有,有,有,24000,241,,0.0,0,,RPTNMLQKQHJGFAO07CC,整棟(戶)出租,無,1130815~1140814,有,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
新竹市,租賃房屋,新竹市新竹市明湖路１０５０巷６１號７樓,0.0,,,,1130812,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830323,31.31,1,0,1,有,有,有,6500,208,,0.0,0,租金總額含管理費；,RPVNMLQKQHJGFAO27CC,獨立套房,有,1130815~1140814,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
新竹市,租賃房屋,新竹市新竹市天府路一段１１８號,0.0,,,,1130812,土地0建物1車位0,一層,4,店面(店鋪),騎樓、停車空間、店舖、住宅、樓梯間,鋼筋混凝土造,1010728,51.51,0,0,0,無,無,無,18000,349,,0.0,0,租金總額含稅；,RPQNMLTKQHJGFAO07CC,,無,1130901~1160831,無,,
新竹市,租賃房屋,新竹市新竹市天府路一段１２０號,0.0,,,,1130812,土地0建物1車位0,一層,4,店面(店鋪),騎樓、停車空間、店舖、住宅、樓梯間,鋼筋混凝土造,1010728,62.13,0,0,0,無,無,無,18000,290,,0.0,0,租金總額含稅；,RPRNMLTKQHJGFAO17CC,,無,1130901~1160831,無,,
新竹市,租賃房屋+車位,新竹市新竹市東區世傑路３號３樓之１,0.0,,,,1130818,土地0建物1車位1,三層,6,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1120504,65.10000000000001,1,0,1,有,無,有,27000,415,一樓平面,0.0,2000,,RPQNMLKLQHJGFAO88CC,獨立套房,無,1130901~1140831,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,
新竹市,租賃房屋,新竹市新竹市光復路二段２７２號７樓之１,0.0,,,,1130819,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870211,54.41,1,0,1,有,有,有,14400,265,,0.0,0,租金總額含管理費；水費；電費；,RPQNMLLLQHJGFAO98CC,獨立套房,有,1130819~1140818,有,冷氣、電視機、冰箱,社會住宅代管
