編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPPNMLSLMHPFFFK17EA,23,45.38,住家用,鋼筋混凝土造,86年6月19日,八層,四層 花台,全筆移轉
RPPNMLSLMHPFFFK17EA,23,9.48,樓梯間．走廊,鋼筋混凝土造,86年6月19日,八層,,持分移轉
RPPNMLSLMHPFFFK17EA,23,18.48,門聽，地下室，汽車升降機,鋼筋混凝土造,86年6月19日,八層,,持分移轉
RPTNMLMLMHPFFBK98CA,34,257.68,住家用,鋼筋混凝土造,75年3月25日,,一層 二層 三層 陽台 平台,全筆移轉
RPVNMLLLMHPFFBK09CA,26,101.82,住家用,鋼筋混凝土造,83年9月2日,五層,三層,全筆移轉
RPVNMLLLMHPFFBK09CA,26,9.09,見其他登記事項,鋼筋混凝土造,83年9月2日,五層,,持分移轉
RPSNMLLLMHPFFEK09CA,,155.04,住家用,鋼筋混凝土造,,二層,一層 二層 陽台 平台 騎樓,全筆移轉
RPXNMLSJNHPFFBK27CA,13,21.54,住家用,鋼筋混凝土造,96年7月16日,十層,四層 陽台,全筆移轉
RPXNMLSJNHPFFBK27CA,13,17.15,共有部分,鋼筋混凝土造,96年7月16日,十層,,持分移轉
RPSNMLKMMHPFFFK66DA,26,89.10,住家用,鋼筋混凝土造,83年8月15日,七層,五層 陽台,全筆移轉
RPSNMLKMMHPFFFK66DA,26,32.81,樓梯，樓梯間，電梯，水箱，機械室，地下室,鋼筋混凝土造,83年8月15日,七層,,持分移轉
RPQNMLOKNHPFFDK09CA,4,76.22,住商用、停車空間,鋼筋混凝土造,105年1月15日,九層,一層,全筆移轉
RPQNMLOKNHPFFDK09CA,4,35.04,共有部分,鋼筋混凝土造,105年1月15日,九層,,持分移轉
RPSNMLRLMHPFFDK96CA,30,41.80,住家用,鋼筋混凝土造,79年9月19日,三層,二層,全筆移轉
RPSNMLRLMHPFFDK96CA,30,10.71,樓梯，梯間,鋼筋混凝土造,79年9月19日,三層,,持分移轉
