鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
林口區,房地(土地+建物)+車位,新北市林口區文化二路一段２３８號１０樓,32.96,住,,,1090207,土地1建物1車位1,十層,18,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020812,249.58999999999997,3,2,2,有,有,有,35000,140,坡道平面,0.0,0,含管理費,RPOPMLLKKHPFFBF97CC
林口區,房地(土地+建物)+車位,新北市林口區文化二路一段２０巷２５弄９號４樓,26.04,住,,,1090211,土地1建物1車位1,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830819,167.87,4,2,2,有,有,有,22000,131,坡道平面,0.0,0,,RPQRMLLKKHPFFBF38CC
新莊區,房地(土地+建物),新北市新莊區新泰路２７７巷５３號,22.89,住,,,1090211,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700403,77.58,3,2,1,有,無,無,16500,213,,0.0,0,,RPUSMLLKKHPFFBF88CC
三峽區,房地(土地+建物)+車位,新北市三峽區學勤路１９６號十三樓,18.8,商,,,1090116,土地1建物1車位1,十三層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960727,207.31,3,2,2,有,有,有,22000,106,坡道平面,42.33,0,,RPOOMLLKKHPFFIF58CC
汐止區,建物,新北市汐止區龍安路２８巷６號９樓-９,0.0,商,,,1090210,土地0建物1車位0,九層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860703,79.58,2,2,1,有,有,有,20000,251,,0.0,0,,RPXNMLLKKHPFFDF88CC
板橋區,建物,新北市板橋區篤行路一段４６號十三樓,0.0,住,,,1081214,土地0建物1車位0,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840125,135.17,3,2,2,有,有,有,20000,148,,0.0,0,租金含管理費撤銷原申報書序號C1FA10901060073,RPQOMLLKKHPFFAF18EC
三重區,建物,新北市三重區自強路三段１１０巷３１號三樓,0.0,住,,,1090122,土地0建物0車位0,三層,6,套房(1房1廳1衛),住家用,鋼筋混凝土造,0820106,27.96,1,0,1,有,無,有,8800,315,,0.0,0,此為分租套房，房號303，第三層共分成4間，一間平均面積約為27.96平方公尺,RPQNMLLKKHPFFGF48CC
淡水區,房地(土地+建物),新北市淡水區中正東路二段８７之５號五樓,0.46,住,,,1090101,土地1建物1車位0,五層,33,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0880704,44.75,2,1,1,有,有,有,13000,291,,0.0,0,,RPQNNLLKKHPFFEF38CC
新店區,建物,新北市新店區北宜路２段１８號４樓,0.0,住,,,1090121,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770121,87.48,2,2,2,有,無,有,14000,160,,0.0,0,此為新北市社會住宅包租代管計劃之物件，評定市價租金為21803，因為新北市計劃租金上限為22500，選擇代租方案須打九折且簽約租金無條件捨去至百分位，房東願以較低的金額出租，故實際租賃契約金額為14000。,RPWNMLLKKHPFFCF68CC
新店區,建物,新北市新店區寶宏路３０號四樓,0.0,工,,,1090209,土地0建物0車位0,四層,4,套房(1房1廳1衛),住家用,鋼筋混凝土造,0640820,23.49,1,0,1,有,無,有,7500,319,,0.0,0,此為分租套房，房號403，第四層共分成4間，一間平均面積約為23.49平方公尺,RPOPMLLKKHPFFCF08CC
中和區,建物,新北市中和區福祥路６８號５樓之８,0.0,住,,,1090122,土地0建物1車位0,五層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960828,55.33,1,1,1,有,有,有,17500,316,,0.0,0,此為新北市社會住宅包租代管計劃之物件，評定市價租金為19452，因為新北市計劃租金上限為22500，選擇代租方案須打九折且簽約租金無條件捨去至百分位，故實際租賃契約金額為17500。,RPTNMLLKKHPFFHF88CC
中和區,建物,新北市中和區中正路８１７號１１樓之６,0.0,住,,,1090131,土地0建物1車位0,十一層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880915,43.56,1,0,1,有,有,有,14000,321,,0.0,0,此為新北市社會住宅包租代管計劃之物件，評定市價租金為18571，因為新北市計劃租金上限為22500，選擇代租方案須打九折且簽約租金無條件捨去至百分位，房東願以較低的金額出租，故實際租賃契約金額為14000。,RPUNMLLKKHPFFHF98CC
中和區,建物,新北市中和區景德街２６號１４樓,0.0,住,,,1090115,土地0建物1車位1,十四層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861104,179.23000000000002,3,2,2,有,有,有,23700,142,坡道平面,36.66,3500,已撤銷原序號：C1FH10902110015、C1FH10902100022。 此為新北市社會住宅包租代管計劃之物件，評定市價租金為39369，因為新北市計劃租金上限為22500，選擇代租方案須打九折且簽約租金無條件捨去至百分位，故實際租賃契約金額為20200。,RPWOMLLKKHPFFHF66CC
中和區,建物,新北市中和區中山路２段３５０號２樓,0.0,工,,,1090114,土地0建物1車位0,二層,10,廠辦,工業用,鋼筋混凝土造,0820604,262.33,0,0,0,無,有,無,60000,229,,0.0,0,,RPOPMLLKKHPFFHF58CC
