鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路二段202巷,17.94,住,,,1131112,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.06,3,2,2,有,無,15500000,115754,坡道平面,27.41,1650000,,RPUNMLMKJIJGFEF18CB,合謙耀時代,A棟5-12F號,
三峽區,房地(土地+建物)+車位,新北市三峽區大同路286巷,17.84,住,,,1131111,土地4建物1車位1,三層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,113.62,2,2,1,有,無,10390000,101228,坡道平面,29.75,1900000,,RPQNMLMKJIJGFIF18CB,青松安家,D3棟3樓號,
林口區,房地(土地+建物)+車位,新北市林口區南勢三街及南勢三街138巷交叉路口,30.26,住,,,1131112,土地1建物1車位1,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,132.5,2,2,2,有,無,17890000,157241,坡道平面,31.89,2070000,,RPTNMLNKJIJGFBF87CB,築禾琢玥,A2棟6F號,
土城區,房地(土地+建物)+車位,新北市土城區承天路,303.21,工,,,1131114,土地2建物5車位15,十二層,14,廠辦,工業用,鋼筋混凝土造,,1884.26,0,0,0,無,無,252300000,163860,坡道平面,532.5,30800000,,RPRNMLOKJIJGFAF67CB,旭?SKY16時代廣場,工廠1棟12F號,
林口區,房地(土地+建物)+車位,新北市林口區文化三路二段41巷,20.64,住,,,1131111,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,140.37,3,2,2,有,無,23180000,181488,坡道平面,24.77,2200000,,RPPNMLOKJIJGFBF57CB,原昕吾為,A5棟6樓號,
林口區,房地(土地+建物)+車位,新北市林口區文化北路二段550巷,29.43,住,,,1131117,土地1建物1車位1,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,133.31,3,2,2,有,無,17140000,147019,坡道平面,29.65,1900000,,RPQNMLRKJIJGFBF97CB,森鉅M-逸境,A08棟03號,
林口區,房地(土地+建物)+車位,新北市林口區文化北路二段550巷,28.76,住,,,1131117,土地1建物1車位1,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,130.95,3,2,2,有,無,17370000,152715,坡道平面,29.65,1900000,,RPSNMLRKJIJGFBF18CB,森鉅M-逸境,A06棟11號,
林口區,房地(土地+建物)+車位,新北市林口區文化三路一段617巷,12.55,住,,,1131111,土地5建物1車位1,五層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,108.9,2,2,2,有,無,20150000,215712,坡道平面,24.76,2000000,,RPTNMLRKJIJGFBF28CB,九揚華樂,D棟05F號,
板橋區,房地(土地+建物)+車位,新北市板橋區南雅南路二段,16.72,住,,,1131116,土地3建物1車位1,十五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,183.68,3,2,2,有,無,46410000,278869,坡道平面,26.94,2700000,,RPSNMLSKJIJGFAF18CB,耑芃,A5-15F號,
