鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
東區,租賃房屋,臺中市東區東光路８８號,0.0,,,,1131111,土地0建物0車位0,四層,4,公寓(5樓含以下無電梯),住宅．停車空間,鋼筋混凝土造,0941101,24.33,12,12,12,有,無,有,8500,349,,0.0,0,多人共同承租2；租金總額含網路費；租賃建物部分範圍，且未計入共有部分面積；續租案件；,RPXOMLLKJIJGFAB77CC,分租套房,無,1131211~1141210,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管
北區,租賃房屋,臺中市北區雙十路二段４０巷２之１號,0.0,,,,1131111,土地0建物0車位0,全,5,透天厝,人行道、停車空間、住宅、樓梯間、電梯間,鋼筋混凝土造,1130215,15.16,14,1,15,有,無,有,11000,726,,0.0,0,多人共同承租2；租金總額含網路費；,RPQQMLLKJIJGFBB37CC,分租套房,無,1131111~1141130,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管
南區,租賃房屋,臺中市南區工學北路１２２號６樓之２,0.0,,,,1131111,土地0建物0車位0,六層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0791210,16.6,9,0,9,有,無,有,6700,404,,0.0,0,租賃建物部分範圍，且未計入共有部分面積；,RPWNMLMKJIJGFAB67CC,分租套房,無,1131113~1141112,有,冷氣、熱水器、冰箱、網路,一般包租
東區,租賃房屋,臺中市東區自強街２２巷１５號,0.0,,,,1131112,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0780401,138.93,5,2,3,有,無,有,25000,180,,0.0,0,,RPXNMLMKJIJGFAB77CC,整棟(戶)出租,無,1131115~1141114,無,熱水器、瓦斯或天然氣,社會住宅代管
北區,租賃房屋,臺中市北區太平北街８號四樓之１,0.0,,,,1131111,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790312,31.4,1,0,1,有,無,有,8000,255,,0.0,0,,RPTNMLMKJIJGFBB47CC,獨立套房,無,1131124~1141123,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
南屯區,租賃房屋,臺中市南屯區文心南三路５２８號十樓之２,0.0,,,,1131111,土地0建物1車位0,十層,19,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1090831,63.05,1,1,1,有,有,有,24000,381,,0.0,0,租金總額含管理費；,RPQNMLMKJIJGFCB27CC,整棟(戶)出租,有,1131115~1141114,有,冷氣、熱水器、洗衣機、電視機、冰箱,一般代管
南區,租賃房屋,臺中市南區台中路３７６巷３９號,0.0,,,,1131112,土地0建物1車位0,全,1,透天厝,住家用,磚造,0460704,51.07,2,2,1,有,無,有,10000,196,,0.0,0,社會住宅包租代管公會版4期343-1續租案件；,RPPNMLNKJIJGFAB07CC,整棟(戶)出租,無,1140110~1150109,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
北區,租賃房屋,臺中市北區進化北路３１７號十樓之２１,0.0,,,,1131111,土地0建物1車位0,十層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941208,68.09,1,2,1,有,有,有,16000,235,,0.0,0,台中市政府包租代管計畫。,RPSNMLNKJIJGFBB47CC,整棟(戶)出租,有,1131115~1141114,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
清水區,租賃房屋,臺中市清水區港新三路３３號七樓之５,0.0,,,,1131112,土地0建物1車位0,七層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1110216,111.82,3,1,2,有,有,有,16789,150,,0.0,0,台中市政府包租代管計畫。管理費2211元,RPPNMLNKJIJGFFB57CC,整棟(戶)出租,有,1131115~1141114,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
大里區,租賃房屋,臺中市大里區祥興路５８３號三樓之３,0.0,,,,1131112,土地0建物1車位0,三層,12,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1081216,66.63,2,1,1,有,有,有,19887,298,,0.0,0,台中市政府包租代管計畫。管理費2113元,RPPNMLNKJIJGFIB87CC,整棟(戶)出租,有,1131201~1141130,有,熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
中區,租賃房屋,臺中市中區光復路１３５號,0.0,,,,1131111,土地0建物0車位0,全,5,透天厝,人行道，補習班，住房，機械室，停車空間，樓梯間，電梯間,鋼筋混凝土造,0930910,29.26,16,0,16,有,無,有,10000,342,,0.0,0,,RPWOMLOKJIJGFAB97CC,分租套房,無,1131111~1141110,有,冷氣、洗衣機、電視機、冰箱、有線電視,一般轉租
東區,租賃房屋+車位,臺中市東區建德街２９８號８樓之１,0.0,,,,1131114,土地0建物1車位1,八層,13,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1070905,150.81,3,2,2,有,有,無,23192,154,坡道平面,0.0,0,,RPXOMLOKJIJGFAB08CC,整棟(戶)出租,無,1131114~1141113,有,冷氣、熱水器、瓦斯或天然氣,
北區,租賃房屋,臺中市北區梅亭東街３６巷１６號７樓之４,0.0,,,,1131111,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790317,53.78,1,1,1,有,有,有,11900,221,,0.0,0,續租案件；,RPQNMLOKJIJGFBB37CC,整棟(戶)出租,有,1131116~1141115,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
北區,租賃房屋,臺中市北區三民路三段２０３號７樓之５,0.0,,,,1131113,土地0建物1車位0,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830512,34.160000000000004,1,0,1,有,有,有,6900,202,,0.0,0,續租案件；,RPTNMLOKJIJGFBB67CC,獨立套房,無,1131201~1141130,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
北屯區,租賃房屋+車位,臺中市北屯區山西路三段１０２號,1139.8,住,,,1131112,土地1建物1車位2,一層,14,店面(店鋪),店舖、住宅,鋼筋混凝土造,1091112,339.39,1,2,2,有,有,無,158000,466,坡道平面,69.64,0,租金總額含稅；管理費；,RPWNMLOKJIJGFBB97CC,,有,1131120~1181119,有,瓦斯或天然氣,
北區,租賃房屋,臺中市北區進化路３１３號,77.0,住,,,1131114,土地1建物1車位0,一層,3,店面(店鋪),商業用,鋼筋混凝土加強磚造,0630419,74.56,0,1,1,有,無,無,19000,255,,0.0,0,,RPROMLOKJIJGFBB57CC,,無,1131115~1181115,無,瓦斯或天然氣,
北區,租賃房屋,臺中市北區進化路３１３號,77.0,住,,,1131114,土地1建物1車位0,全,3,透天厝,商業用,鋼筋混凝土加強磚造,0630419,114.28,2,0,2,有,無,無,21000,184,,0.0,0,多人共同承租4；,RPSOMLOKJIJGFBB67CC,分層出租,無,1131115~1181115,無,瓦斯或天然氣,
北屯區,租賃房屋,臺中市北屯區北屯路２９６之４２號,0.0,,,,1131113,土地0建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0880415,298.18,6,2,2,有,有,有,27000,91,,0.0,0,社會住宅包租代管公會版4期未租賃車位，建物登記含有車位面積；,RPUPMLOKJIJGFBB97CC,整棟(戶)出租,有,1131225~1141224,無,冷氣、熱水器、冰箱、瓦斯或天然氣,社會住宅代管
南屯區,租賃房屋,臺中市南屯區向心路１０９號九樓之２０,0.0,,,,1131112,土地0建物1車位0,九層,23,住宅大樓(11層含以上有電梯),辦公室,鋼筋混凝土造,0861216,58.480000000000004,1,0,1,有,有,有,10500,180,,0.0,0,續租案件；,RPPNMLOKJIJGFCB37CC,獨立套房,有,1131120~1141119,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
西屯區,租賃房屋,臺中市西屯區國安一路２１０巷３號四樓之５,0.0,,,,1131111,土地0建物1車位0,四層,12,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0850615,138.23000000000002,3,2,2,有,有,無,16000,116,,0.0,0,續租案件；,RPQNMLOKJIJGFCB47CC,整棟(戶)出租,有,1131201~1141130,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
