鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
南投市,房地(土地+建物)+車位,南投縣南投市向陽路,117.69,住,,,1131111,土地1建物1車位1,全,3,透天厝,住家用,鋼筋混凝土造,,203.5,4,3,5,有,無,26020000,127862,一樓平面,0.0,0,,RPTNMLKLJIJGFAM28CB,新月賦5,A棟3號,
南投市,房地(土地+建物),南投縣南投市彰南路三段1161巷,42.94,住,,,1131120,土地3建物1車位0,五層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,117.33,3,2,2,有,無,6750000,57530,,0.0,0,,RPPNMLPLJIJGFAM38CB,萬景山河,A棟A1號,
南投市,房地(土地+建物)+車位,南投縣南投市中興路146巷,35.69,商,,,1131113,土地1建物1車位1,五層,5,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,162.39,3,2,4,有,無,15680000,113269,一樓平面,39.85,1800000,,RPQNMLPLJIJGFAM48CB,中興傳家堡三期,5F-5A號,
埔里鎮,房地(土地+建物)+車位,南投縣埔里鎮大同街,34.28,,特定農業區,甲種建築用地,1131113,土地1建物1車位1,六層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,130.73,3,2,2,有,無,10400000,79494,一樓平面,13.74,1100000,,RPTNMLQLJIJGFCM09CB,幸福大邑,A棟7號,
南投市,房地(土地+建物),南投縣南投市東山路,81.55,,鄉村區,乙種建築用地,1131117,土地3建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,166.19,4,2,3,有,無,15360000,92424,,0.0,0,,RPPNMLRLJIJGFAM58CB,鴻邑拓璞天藏I,A棟8號,
南投市,房地(土地+建物),南投縣南投市光明南路,21.33,住,,,1131113,土地1建物1車位0,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,102.0,3,2,2,有,無,8610000,84412,,0.0,0,,RPRNMLRLJIJGFAM78CB,三銳世紀,G棟5號,
埔里鎮,房地(土地+建物)+車位,南投縣埔里鎮大同街,27.79,,特定農業區,甲種建築用地,1131112,土地1建物1車位1,三層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,108.53,2,2,2,有,無,8000000,72792,一樓平面,13.74,1100000,,RPQNMLRLJIJGFCM88CB,幸福大邑,C棟3號,
竹山鎮,房地(土地+建物)+車位,南投縣竹山鎮建國四路,85.41,住,,,1131113,土地1建物1車位1,全,4,透天厝,住家用,鋼筋混凝土造,,199.74,5,2,6,有,無,14700000,73596,其他,0.0,0,,RPPNMLSLJIJGFDM09DB,微風,A棟2號,
埔里鎮,房地(土地+建物)+車位,南投縣埔里鎮梅林三街,35.87,住,,,1131124,土地1建物1車位1,四層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,130.51,3,2,2,有,無,10000000,82766,一樓平面,24.79,1250000,,RPPNMLTLJIJGFCM09DB,視界,4B號,
埔里鎮,房地(土地+建物)+車位,南投縣埔里鎮青田街,29.88,住,,,1131130,土地1建物1車位1,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.95,4,2,2,有,無,15100000,97863,坡道平面,25.98,1500000,,RPPNMLLJKIJGFCM08CB,青田居,B1棟10F號,
竹山鎮,房地(土地+建物),南投縣竹山鎮大禮路,24.58,住,,,1131111,土地1建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,59.99,2,1,1,有,無,3950000,65844,,0.0,0,,RPPNMLOJKIJGFDM48CB,竹山靜好,A棟4A4號,
竹山鎮,房地(土地+建物),南投縣竹山鎮大禮路,24.66,住,,,1131115,土地1建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,60.24,2,1,1,有,無,3950000,65571,,0.0,0,,RPQNMLOJKIJGFDM58CB,竹山靜好,A棟4A3號,
竹山鎮,房地(土地+建物)+車位,南投縣竹山鎮大禮路,43.19,住,,,1131114,土地1建物1車位1,十層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,142.29,3,2,2,有,無,9140000,72379,坡道平面,29.55,980000,,RPRNMLOJKIJGFDM68CB,竹山恆美,B棟10B3號,
埔里鎮,房地(土地+建物)+車位,南投縣埔里鎮南昌街,13.72,商,,,1131124,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,111.63,3,2,2,有,無,9320000,88988,坡道平面,26.0,1700000,,RPPNMLPJKIJGFCM48CB,三銳富城,B棟2號,
埔里鎮,房地(土地+建物)+車位,南投縣埔里鎮英二街,78.39,住,,,1131121,土地2建物1車位1,全,4,透天厝,住家用,鋼筋混凝土造,,179.93,3,2,4,有,無,17200000,95593,一樓平面,0.0,0,停車位位於室內專有範圍內，未單獨計價,RPPNMLTJKIJGFCM88CB,山蒔粼粼,C棟3號,
南投市,房地(土地+建物),南投縣南投市文化南路,297.35,住,,,1131207,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,374.54,4,3,6,有,無,36920000,98574,,0.0,0,,RPPNMLKKKIJGFAM87CB,文化新貴,A棟7號,
