編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPTNMLSKQHJFFBE68CA,36,72.32,,鋼筋混凝土造,67年8月24日,五層,一層
RPROMLRLQHJFFBE58CA,41,150.61,,加強磚造,62年7月11日,三層,一層 二層 三層 騎樓
RPPOMLOJQHJFFBE87CA,21,31.12,住家用,鋼筋混凝土造,82年4月16日,十層,六層 陽台
RPPOMLOJQHJFFBE87CA,21,8.60,見使用執照,鋼筋混凝土造,82年4月16日,十層,
RPUNMLTLQHJFFBE98CA,37,84.14,,鋼筋混凝土造,66年8月1日,三層,一層 二層 三層 騎樓
RPUNMLTLQHJFFBE98CA,37,84.14,,鋼筋混凝土造,66年8月1日,三層,一層 二層 三層 騎樓
RPWOMLPJQHJFFAE58CA,45,81.55,,加強磚造,58年4月7日,二層,一層 二層
RPXNMLSLQHJFFAE09CA,30,21.30,,鋼筋混凝土造,73年12月12日,五層,一層 騎樓
RPVOMLOJQHJFFBE48CA,24,331.40,,鋼骨鋼筋混凝土造,79年6月15日,十八層,一層 二層 三層 四層 五層 陽台 平台 屋頂突出物 騎樓
RPTNMLPJQHJFFDE48CA,15,83.03,住家用,鋼筋混凝土造,88年9月8日,十四層,十一層 陽台
RPTNMLPJQHJFFDE48CA,15,55.44,見使用執照,鋼筋混凝土造,88年9月8日,十四層,
RPUNMLLLQHJFFBE18CA,34,88.40,,鋼筋混凝土造,69年5月14日,五層,四層
RPUNMLPJQHJFFDE58CA,12,92.26,住家用,鋼筋混凝土造,91年1月15日,十三層,七層 陽台
RPUNMLPJQHJFFDE58CA,12,66.23,見使用執照,鋼筋混凝土造,91年1月15日,十三層,
RPQOMLLJQHJFFDE87CA,9,82.79,住家用,鋼筋混凝土造,94年6月14日,十四層,十三層 陽台 雨遮
RPQOMLLJQHJFFDE87CA,9,50.08,見使用執照,鋼筋混凝土造,94年6月14日,十四層,
RPVNMLLKQHJFFDE38CA,23,106.68,,鋼筋混凝土造,80年2月8日,十二層,五層 陽台
RPTNMLSKQHJFFDE88CA,34,77.46,,鋼筋混凝土造,69年11月26日,五層,五層
RPPNMLPJQHJFFEE18CA,6,303.55,住家用,鋼筋混凝土造,97年1月10日,五層,一層 二層 三層 四層 五層 陽台 屋頂突出物
RPPNMLOJQHJFFEE08CA,2,105.00,住家用,鋼筋混凝土造,101年8月17日,十七層,三層 陽台 雨遮
