編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPTPMLNJJIJFFAH08CC,1,110.15,住家用,鋼筋混凝土造,102年10月23日,十五層,
RPTPMLNJJIJFFAH08CC,1,80.10,本共有部分之項目有防空避難室、停車空間、管委會、樓梯間及機房、水箱等６項。,鋼筋混凝土造,102年10月23日,十五層,
RPROMLNJJIJFFBH87CC,5,75.72,住家用,鋼筋混凝土造,98年6月29日,二十一層,
RPROMLNJJIJFFBH87CC,5,3.69,共有部份,鋼筋混凝土造,98年6月29日,二十一層,
RPROMLNJJIJFFBH87CC,5,8.02,共有部份,鋼筋混凝土造,98年6月29日,二十一層,
RPROMLNJJIJFFBH87CC,5,30.55,共有部份,鋼筋混凝土造,98年6月29日,二十二層,
RPROMLNJJIJFFBH87CC,5,3.19,共有部份,鋼筋混凝土造,98年6月29日,二十二層,
RPUOMLNJJIJFFBH18CC,5,182.24,住宅〈附屬停車空間〉、住宅,鋼筋混凝土造,99年1月28日,四層,
RPWOMLNJJIJFFAH38DC,22,312.87,廠房﹐辦公室,鋼筋混凝土造,81年11月11日,六層,
RPVNMLOJJIJFFBH38DC,1,62.64,集合住宅,鋼筋混凝土造,102年5月31日,十二層,
RPVNMLOJJIJFFBH38DC,1,6.34,集合住宅,鋼筋混凝土造,102年5月31日,十二層,
RPVNMLOJJIJFFBH38DC,1,1.47,集合住宅,鋼筋混凝土造,102年5月31日,十二層,
RPVNMLOJJIJFFBH38DC,1,54.22,本共有部分項目為：停車空間、防空避難室、消防泵浦室、水箱、梯間、發電機房、台電受電室、電信室、公共服務空間、設備空間、管理室、垃圾處理室、車道等共１３項,鋼筋混凝土造,102年5月31日,十二層,
RPVNMLOJJIJFFBH38DC,1,15.62,本共有部分項目為：梯間、梯廳、水箱、機械室等共４項。,鋼筋混凝土造,102年5月31日,十二層,
RPRNMLOJJIJFFEH28DC,10,88.89,住家用,鋼筋混凝土造,93年11月17日,十一層,
RPSNMLOJJIJFFEH38DC,,214.13,住家用,鋼筋混凝土造,,,
RPVNMLPJJIJFFEH78DC,19,99.28,住家用,鋼筋混凝土造,84年11月17日,八層,
RPTOMLPJJIJFFEH68DC,9,107.17,住家用,鋼筋混凝土造,95年4月12日,十層,
RPWNMLPJJIJFFDH78DC,17,3.58,住家用,鋼筋混凝土造,86年9月5日,五層,
RPWNMLPJJIJFFDH78DC,17,64.86,住家用,鋼筋混凝土造,86年9月5日,五層,
RPWOMLPJJIJFFDH88DC,22,141.80,住家用,鋼筋混凝土造,81年9月23日,三層,
RPTNMLQJJIJFFFH88EC,1,88.34,住家用,鋼筋混凝土造,102年10月14日,十三層,
RPTNMLQJJIJFFFH88EC,1,19.12,共有部分之項目有：梯間、機械房、水箱等計三項,鋼筋混凝土造,102年10月14日,十三層,
RPTNMLQJJIJFFFH88EC,1,68.61,共有部分項目計有：防空避難室兼停車空間、停車空間、管理室、公共服務空間、開放空間等計五項,鋼筋混凝土造,102年10月14日,十三層,
RPWQMLQJJIJFFGH96EC,13,150.92,車庫、住宅,鋼筋混凝土造,90年9月28日,四層,
