鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
新莊區,房地(土地+建物)+車位,新北市新莊區幸福路900號7樓,16.46,住,,,1041023,土地1建物1車位1,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930415,137.07,3,2,2,有,有,有,23000,168,坡道平面,24.57,0,,RPPNMLLJJIKFFBF27CC
新莊區,房地(土地+建物)+車位,新北市新莊區思源路230巷52號2樓,14.19,住,,,1041025,土地1建物1車位1,二層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1000331,75.91,2,2,1,有,有,有,23500,310,坡道平面,0.0,0,,RPQNMLLJJIKFFBF37CC
新莊區,房地(土地+建物),新北市新莊區中港路中慶巷27弄10號107室,31.38,住,,,1041023,土地1建物0車位0,一層,5,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0770109,16.72,1,0,1,有,無,有,6500,389,,0.0,0,隔間套房/共6間,RPSNMLLJJIKFFBF57CC
五股區,房地(土地+建物)+車位,新北市五股區芳洲七路2號12樓,19.51,住,,,1041021,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040820,135.7,3,2,1,有,有,無,18000,133,坡道平面,26.49,0,,RPXNMLLJJIKFFBF08CC
新莊區,房地(土地+建物),新北市新莊區福壽街142巷36號2樓,19.62,住,,,1041023,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690414,81.42,2,2,1,有,無,無,12000,147,,0.0,0,,RPOOMLLJJIKFFBF27CC
泰山區,房地(土地+建物)+車位,新北市泰山區福興二街23號7樓,14.67,住,,,1041020,土地1建物1車位1,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0920114,103.59,2,2,1,有,有,有,20000,193,坡道平面,27.11,0,,RPQOMLLJJIKFFBF47CC
新莊區,房地(土地+建物),新北市新莊區昌平街59巷4號10樓,5.54,住,,,1041018,土地1建物1車位0,十層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840713,43.129999999999995,1,0,1,有,有,有,12000,278,,0.0,0,,RPROMLLJJIKFFBF57CC
新莊區,房地(土地+建物),新北市新莊區中華路一段116巷1弄7號4樓,26.81,住,,,1041021,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731229,96.35,3,2,1,有,無,有,12000,125,,0.0,0,,RPSOMLLJJIKFFBF67CC
新莊區,房地(土地+建物),新北市新莊區中華路一段116巷1弄5號1樓,93.59,住,,,1041031,土地2建物1車位0,一層,5,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0731229,97.69,3,2,2,有,無,無,14000,143,,0.0,0,,RPUOMLLJJIKFFBF87CC
新莊區,房地(土地+建物)+車位,新北市新莊區福前街297號4樓,34.13,住,,,1041030,土地1建物1車位1,四層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021203,203.57999999999998,4,2,2,有,有,無,36000,177,坡道平面,29.41,0,隔間套房/一層5間,RPVOMLLJJIKFFBF97CC
新莊區,房地(土地+建物)+車位,新北市新莊區中原東路125號8樓,17.61,商,,,1041028,土地1建物1車位1,八層,18,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040429,170.41,3,2,2,有,有,有,32000,188,坡道平面,35.25,0,,RPWOMLLJJIKFFBF08CC
板橋區,房地(土地+建物),新北市板橋區四川路二段245巷37弄3號2樓之1,10.48,住,,,1041024,土地1建物1車位0,二層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870609,58.349999999999994,3,2,1,有,無,有,15000,257,,0.0,0,,RPQNMLLJJIKFFAF27CC
板橋區,建物,新北市板橋區中山路一段293之2號11樓之2,0.0,住,,,1041016,土地0建物1車位0,十一層,14,辦公商業大樓,商業用,鋼筋混凝土造,0831213,140.19,0,0,0,無,有,無,35000,250,,0.0,0,,RPXPMLMJJIKFFAF28CC
