編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPPNMLRLNHJGFCQ96CC,27,25.14,集合住宅,鋼筋混凝土造,85年12月3日,五層,,
RPPNMLQJOHJGFCQ76CC,20,439.42,自產農產品加工室,鋼骨造,93年4月7日,二層,,
RPPNMLRLNHJGFCQ96CC,27,11.53,共有部分,鋼筋混凝土造,85年12月3日,五層,,
RPQNMLQJOHJGFCQ86CC,31,103.08,國民住宅,鋼筋混凝土造,82年2月17日,五層,,
RPQNMLQJOHJGFCQ86CC,31,10.10,共有部分,鋼筋混凝土造,82年2月17日,五層,,
RPPNMLOJOHJGFDQ66CC,19,15.37,集合住宅,鋼筋混凝土造,94年8月15日,五層,,
RPPNMLOJOHJGFDQ66CC,19,6.84,停車空間、電信室、台電配電室、機械室、集合住宅,鋼筋混凝土造,94年8月15日,五層,,
RPQNMLOJOHJGFDQ76CC,31,122.81,集合住宅,鋼筋混凝土造,82年10月6日,九層,,
RPQNMLOJOHJGFDQ76CC,31,15.53,梯間,鋼筋混凝土造,82年10月6日,九層,,
RPPNMLMLNHJGFDQ56CC,19,16.15,集合住宅,鋼筋混凝土造,94年8月15日,五層,,
RPQNMLOJOHJGFDQ76CC,31,19.22,避難室、停車場,鋼筋混凝土造,82年10月6日,9,,
RPPNMLMLNHJGFDQ56CC,19,7.19,停車空間、電信室、台電配電室、機械室、集合住宅,鋼筋混凝土造,94年8月15日,五層,,
RPQNMLNJOHJGFDQ66CC,19,16.15,集合住宅,鋼筋混凝土造,94年8月15日,五層,,
RPQNMLNJOHJGFDQ66CC,19,7.19,停車空間、電信室、台電配電室、機械室、集合住宅,鋼筋混凝土造,94年8月15日,五層,,
RPQNMLRLNHJGFDQ17CC,19,15.37,集合住宅,鋼筋混凝土造,94年8月15日,五層,,
RPQNMLRLNHJGFDQ17CC,19,6.84,停車空間、電信室、台電配電室、機械室、集合住宅,鋼筋混凝土造,94年8月15日,五層,,
RPPNMLRLNHJGFDQ07CC,19,15.37,集合住宅,鋼筋混凝土造,94年8月15日,五層,,
