鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
文山區,租賃房屋,臺北市文山區羅斯福路五段１７０巷３弄７號５樓,0.0,,,,1130513,土地0建物1車位0,五層,,公寓(5樓含以下無電梯),,,,99.96,3,1,1,有,無,有,28000,280,,0.0,0,續租案件；,RPTNMLNKNHJGFAA67CC,整棟(戶)出租,無,1130525~1140524,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
大同區,租賃房屋,臺北市大同區昌吉街６１巷９弄２６號５樓之４,0.0,,,,1130513,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640723,36.480000000000004,1,0,1,有,無,有,12000,329,,0.0,0,續租案件；,RPSNMLNKNHJGFBA67CC,獨立套房,無,1130602~1140601,無,冷氣、熱水器、洗衣機、冰箱,社會住宅包租轉租
大同區,租賃房屋,臺北市大同區承德路一段８３號５樓之３,0.0,,,,1130513,土地0建物1車位0,五層,13,住宅大樓(11層含以上有電梯),一般事務所,鋼筋混凝土造,0971003,46.41,1,0,1,有,有,有,26000,560,,0.0,0,,RPTNMLNKNHJGFBA77CC,獨立套房,有,1130515~1140514,有,冷氣、熱水器、洗衣機、冰箱,社會住宅包租轉租
南港區,租賃房屋,臺北市南港區重陽路２３５巷８號５樓,0.0,,,,1130513,土地0建物0車位0,五層,5,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,0780626,28.25,6,1,2,有,無,無,6500,230,,0.0,0,租金總額含水費；網路費；,RPSNMLNKNHJGFDA87CC,分租雅房,無,1130513~1140512,無,冷氣,
信義區,租賃房屋+車位,臺北市信義區松山路１３２號４樓,0.0,,,,1130513,土地0建物1車位2,四層,10,辦公商業大樓,商業用,鋼筋混凝土造,0850305,822.97,0,0,0,無,有,無,310000,377,升降平面,0.0,0,租金總額含稅；,RPUNMLNKNHJGFDA08CC,,有,1130513~1160531,有,,
大安區,租賃房屋,臺北市大安區八德路二段１８號,0.0,,,,1130511,土地0建物1車位0,一層,5,店面(店鋪),商業用,鋼筋混凝土造,0690909,143.26,0,0,0,無,無,無,90000,628,,0.0,0,113年05月11日起至113年07月10日為二個月免租裝潢期.租金總額含稅；,RPRNMLNKNHJGFFA97CC,,無,1130511~1160510,無,,
文山區,租賃房屋,臺北市文山區景華街８９號５樓,0.0,,,,1130513,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690820,89.12,3,2,1,有,無,有,25000,281,,0.0,0,,RPTNMLOKNHJGFAA77CC,整棟(戶)出租,無,1130515~1160514,無,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
大同區,租賃房屋,臺北市大同區南京西路１０７巷１０號９樓,0.0,,,,1130513,土地0建物1車位0,九層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841228,69.50999999999999,1,1,1,有,有,有,19900,286,,0.0,0,,RPRNMLOKNHJGFBA67CC,獨立套房,有,1130515~1140514,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
萬華區,租賃房屋,臺北市萬華區環南路三段１７９號４樓,0.0,,,,1130513,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0591024,92.27000000000001,2,2,2,有,有,有,25000,271,,0.0,0,此物件為臺北市社會住宅包租代管計畫之物件，評定市價租金為27800元，臺北市社會住宅包租代管計畫租金上限為39000元，因出租人選擇代租方案須打九折且簽約租金無條件捨去百分位，實際租賃契約金額為25000元。管理費每個月1000元不包含在租金內,RPSNMLOKNHJGFBA77CC,整棟(戶)出租,有,1130520~1140519,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
中山區,租賃房屋,臺北市中山區龍江路４１２巷３９號５樓,0.0,,,,1130511,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0711029,100.83,3,2,2,有,無,無,28000,278,,0.0,0,多人共同承租2；租金總額含網路費；其他租金包含，網路費、第四台。乙方自付水費、電費、天然瓦斯夏季6/度，其他5/度，依台電公司未來調整；,RPSOMLOKNHJGFCA97CC,整棟(戶)出租,無,1130515~1150514,無,冷氣、熱水器,
中山區,租賃房屋,臺北市中山區民生東路一段７０巷１１號４樓之６,0.0,,,,1130514,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960919,31.34,1,0,1,有,有,有,17700,565,,0.0,0,續租案件；,RPUOMLOKNHJGFCA18CC,獨立套房,有,1130605~1140604,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
中山區,租賃房屋,臺北市中山區林森北路１０７巷９０號３樓之１,0.0,,,,1130514,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0650605,36.15,1,0,1,有,有,有,13000,360,,0.0,0,,RPVOMLOKNHJGFCA28CC,獨立套房,有,1130515~1140509,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
內湖區,租賃房屋,臺北市內湖區成功路四段６８號五樓之７,0.0,,,,1130514,土地0建物1車位0,五層,14,其他,商業用,鋼筋混凝土造,0841003,43.14,1,0,1,有,有,無,22000,510,,0.0,0,,RPXOMLOKNHJGFCA48CC,整棟(戶)出租,有,1130520~1140519,有,冷氣、熱水器、瓦斯或天然氣,
中山區,租賃房屋,臺北市中山區林森北路４１６巷３號２樓之９,0.0,,,,1130514,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0631026,25.71,1,0,1,有,有,有,14000,545,,0.0,0,,RPUPMLOKNHJGFCA28CC,獨立套房,有,1130519~1140518,無,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
中山區,租賃房屋,臺北市中山區松江路８號１１樓之５,0.0,,,,1130514,土地0建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0661102,21.09,1,0,1,有,有,有,16000,759,,0.0,0,,RPVQMLOKNHJGFCA48CC,獨立套房,有,1130514~1140513,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
松山區,租賃房屋,臺北市松山區撫遠街４００巷７２號２樓,0.0,,,,1130513,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0600111,42.44,1,1,1,有,無,有,17000,401,,0.0,0,,RPWNMLOKNHJGFDA38CC,獨立套房,無,1130515~1140514,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
信義區,租賃房屋,臺北市信義區基隆路一段４２０號８樓之１,0.0,商,,,1130513,土地1建物1車位0,八層,12,辦公商業大樓,住家用,鋼筋混凝土造,0751110,177.14000000000001,0,0,0,無,有,無,89250,504,,0.0,0,租金總額含稅；,RPROMLOKNHJGFDA97CC,,有,1130513~1140512,有,,
信義區,租賃房屋,臺北市信義區吳興街６００巷１０８號４樓,0.0,,,,1130513,土地0建物1車位0,四層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810806,122.92999999999999,3,2,2,有,有,無,31200,254,,0.0,0,,RPTOMLOKNHJGFDA18CC,整棟(戶)出租,有,1130515~1140514,有,冷氣、熱水器、洗衣機,社會住宅包租轉租
士林區,租賃房屋,臺北市士林區基河路２３８號７樓之９,0.0,,,,1130514,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850919,39.36,1,0,1,有,有,無,17000,432,,0.0,0,續租案件；,RPTNMLOKNHJGFEA18CC,獨立套房,有,1130510~1140504,有,冷氣、熱水器、洗衣機、冰箱,社會住宅包租轉租
北投區,租賃房屋,臺北市北投區磺港路１０２號七樓,18.21,住,,,1130512,土地2建物1車位0,七層,16,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1120526,118.32,3,2,2,有,有,無,40000,338,,0.0,0,,RPVNMLOKNHJGFEA38CC,整棟(戶)出租,有,1130520~1150519,有,冷氣、熱水器、瓦斯或天然氣,
大安區,租賃房屋,臺北市大安區基隆路二段１８８號１０樓之１,0.0,,,,1130513,土地0建物1車位0,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980109,35.2,1,1,1,有,有,有,23000,653,,0.0,0,,RPQOMLOKNHJGFFA08CC,整棟(戶)出租,有,1130513~1140512,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
文山區,租賃房屋,臺北市文山區萬安街７１號地下之７,0.0,,,,1130513,土地0建物1車位0,見其他登記事項,5,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0840427,39.74,1,0,1,有,有,有,12500,315,,0.0,0,此為國家住都中心社會住宅包租代管案件,RPQNMLPKNHJGFAA57CC,獨立套房,有,1130515~1140514,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
