鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
新埔鎮,土地,霄裡段550-3地號,228.32,,特定農業區,農牧用地,1130803,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,621000,2720,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLNKQHJGFBJ09DA,0.0,0.0,0.0,無,
竹北市,土地,府前段740-1地號,2.88,都市：其他:道路用地,,,1130806,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,400000,138889,,0.0,0,包含公共設施保留地用地；,RPQNMLOKQHJGFBJ78EA,0.0,0.0,0.0,無,0001
竹東鎮,土地,五豐段267地號,125.75,,山坡地保育區,丙種建築用地,1130801,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3800000,30219,,0.0,0,,RPWNMLNKQHJGFCJ76EA,0.0,0.0,0.0,無,
新埔鎮,房地(土地+建物),新竹縣新埔鎮第二市場２７號,30.71,,,,1130808,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0800612,53.96,3,2,3,有,無,3800000,70423,,0.0,0,其他增建；,RPRNMLTJQHJGFBJ56DA,53.96,0.0,0.0,無,0002
關西鎮,土地,錦山段423地號,694.69,,山坡地保育區,農牧用地,1130801,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1350000,1943,,0.0,0,,RPXNMLMJQHJGFBJ09DA,0.0,0.0,0.0,無,
竹北市,土地,站後段480-3地號,0.28,商,,,1130807,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,53200,0,,0.0,0,,RPQOMLQJQHJGFBJ88DA,0.0,0.0,0.0,無,
尖石鄉,土地,那羅段491地號,3320.0,,山坡地保育區,林業用地,1130812,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1700000,512,,0.0,0,,RPPNMLKLQHJGFCJ48EA,0.0,0.0,0.0,無,0003
竹北市,土地,新溪段156-2地號,112.0,,特定農業區,農牧用地,1130809,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3388000,30250,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLTKQHJGFBJ96DA,0.0,0.0,0.0,無,
竹東鎮,土地,台泥段47地號,260.73,商,,,1130802,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,72560400,278297,,0.0,0,,RPWSNLKLQHJGFCJ07DA,0.0,0.0,0.0,無,0004
