鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
宜蘭市,土地,巽門一段618地號,7.71,商,,,1130902,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,583050,75623,,0.0,0,政府機關標讓售；,RPOQMLNJRHJGFBG38DA,0.0,0.0,0.0,無,
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉順安路２４６巷４號,32.49,,特定農業區,甲種建築用地,1130802,土地1建物1車位0,一層，二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0840616,122.61,5,2,3,有,無,4180000,34092,,0.0,0,夾層；,RPQNMLNKQHJGFAG18DA,112.98,4.07,3.29,無,0001
三星鄉,土地,阿里史段草湖小段95地號,3098.0,,山坡地保育區,農牧用地,1130806,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2811435,908,,0.0,0,,RPRNMLSJQHJGFAG68DA,0.0,0.0,0.0,無,0002
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮倉前路６６號七樓之９,4.66,,,,1130805,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820119,32.68,1,0,1,有,有,2300000,70379,,0.0,0,,RPXNMLNKQHJGFAG88DA,24.79,0.0,0.0,有,0003
礁溪鄉,房地(土地+建物)+車位,宜蘭縣礁溪鄉溫泉路３７號三樓之十三,5.03,商,,,1130803,土地2建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861125,62.519999999999996,1,1,1,有,有,4500000,71977,升降機械,0.0,0,車位:先到先停,RPSNMLPKQHJGFBG68DA,43.84,0.0,4.14,有,
羅東鎮,土地,南昌段1303-2地號,4.0,住,,,1130807,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,320000,80000,,0.0,0,,RPSNMLQKQHJGFAG68DA,0.0,0.0,0.0,無,
礁溪鄉,土地,刺仔崙段258地號,870.91,,一般農業區,農牧用地,1130802,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1078630,1239,,0.0,0,,RPWOMLPKQHJGFBG56DA,0.0,0.0,0.0,無,
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市民權路二段２３６號二樓,18.65,住,,,1130806,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0871105,75.87,2,1,1,有,有,3550000,46791,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLQKQHJGFBG68EA,53.14,0.0,3.34,有,
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉日新路２巷６號,97.0,住,,,1130803,土地2建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0620210,83.26,3,2,2,有,無,2608500,31330,,0.0,0,,RPPNMLKLQHJGFAG87DA,83.26,0.0,0.0,無,
