鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
水上鄉,租賃房屋,嘉義縣水上鄉水頭村新進街７８巷１號,100.9,住,,,1130518,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0910111,178.91,5,2,4,有,無,有,21500,120,,0.0,0,,RPPNMLKLNHJGFDQ98CC,整棟(戶)出租,無,1130518~1140531,無,熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,一般包租
太保市,租賃房屋,嘉義縣太保市安仁里頂港子墘４０之７號一樓之２１,0.0,,,,1130522,土地0建物1車位0,一層,5,其他,集合住宅,鋼筋混凝土造,0940815,23.34,1,1,1,有,有,有,5300,227,,0.0,0,管理費300元,RPPNMLMLNHJGFDQ56CC,獨立套房,有,1130522~1130721,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
東石鄉,土地,頂東石段黎明小段125-5地號,383.26,,特定專用區,甲種建築用地,1130518,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,無,7500,20,,0.0,0,,RPQNMLNLNHJGFBQ56CC,,,1130518~1140517,,,
朴子市,租賃房屋,嘉義縣朴子市祥和二路西段６２號２F之２９,0.0,,,,1130518,土地0建物1車位0,二層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1060418,56.01,1,1,1,有,有,有,15000,268,,0.0,0,,RPQNMLOLNHJGFBQ76DC,獨立套房,有,1130518~1140517,有,冷氣、熱水器、洗衣機、電視機、冰箱,一般包租
民雄鄉,租賃房屋,嘉義縣民雄鄉豐收村７鄰大學路二段３５１０號五樓之二,0.0,,,,1130513,土地0建物1車位0,五層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0851203,36.67,1,0,1,有,無,有,4200,115,,0.0,0,此為嘉義縣社會住宅包租代管計畫。,RPPNMLRLNHJGFCQ96CC,獨立套房,無,1130515~1140514,有,冷氣、熱水器、電視機、冰箱,社會住宅代管
太保市,租賃房屋,嘉義縣太保市安仁里頂港子墘４０之８號五樓之３９,0.0,,,,1130527,土地0建物1車位0,五層,5,其他,集合住宅,鋼筋混凝土造,0940815,22.21,1,1,1,有,有,有,4200,189,,0.0,0,管理費:300元,RPPNMLRLNHJGFDQ07CC,獨立套房,有,1130527~1140526,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
太保市,租賃房屋,嘉義縣太保市安仁里頂港子墘４０之８號五樓之４１,0.0,,,,1130527,土地0建物1車位0,五層,5,其他,集合住宅,鋼筋混凝土造,0940815,22.21,1,1,1,有,有,有,4200,189,,0.0,0,管理費:300元,RPQNMLRLNHJGFDQ17CC,獨立套房,有,1130527~1140526,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
太保市,租賃房屋,嘉義縣太保市安仁里頂港子墘４０之８號三樓之３５,0.0,,,,1130601,土地0建物1車位0,三層,5,其他,集合住宅,鋼筋混凝土造,0940815,23.34,1,1,1,有,有,有,5000,214,,0.0,0,管理費300元,RPQNMLNJOHJGFDQ66CC,獨立套房,有,1130601~1140531,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
六腳鄉,土地,灣內段灣內小段1223地號,3957.0,,特定農業區,農牧用地,1130601,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,無,27198,7,,0.0,0,,RPQNMLOJOHJGFBQ56CC,,,1130901~1170831,,,
