鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
桃園區,租賃房屋,桃園市桃園區大業路一段４４１號七樓,0.0,,,,1130215,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821018,125.77,2,1,2,有,有,無,15000,119,,0.0,0,,RPROMLPKKHJGFAH18CC,整棟(戶)出租,有,1130215~1140214,有,冷氣、瓦斯或天然氣,社會住宅代管
中壢區,租賃房屋,桃園市中壢區利民路２號,0.0,,,,1130215,土地0建物0車位0,全,5,透天厝,商業用,鋼筋混凝土造,0791219,17.52,32,0,32,有,無,有,8000,457,,0.0,0,多人共同承租2；租金總額含管理費；水費；網路費；其他第四台；租賃建物部分範圍，且未計入共有部分面積；,RPWOMLPKKHJGFBH78CC,分租套房,無,1130218~1140217,無,冷氣、熱水器、電視機、冰箱、有線電視、網路,一般轉租
龍潭區,租賃房屋+車位,桃園市龍潭區永昌路５１巷２７號六樓,0.0,,,,1130215,土地0建物1車位1,六層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1120627,145.03,3,2,2,有,有,有,17000,125,坡道平面,17.03,1000,社會住宅由承租人自付水電等費用,RPTNMLPKKHJGFCH48CC,整棟(戶)出租,有,1130215~1140214,有,冷氣、熱水器、冰箱,社會住宅代管
蘆竹區,租賃房屋,桃園市蘆竹區中正路２７號二十七樓之７,0.0,,,,1130215,土地0建物1車位0,二十七層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860122,32.489999999999995,1,0,1,有,有,有,7500,231,,0.0,0,,RPTNMLPKKHJGFEH68CC,獨立套房,有,1130215~1140214,有,冷氣、熱水器、冰箱,社會住宅代管
桃園區,租賃房屋+車位,桃園市桃園區成功路二段８５號五樓之二,0.0,,,,1130216,土地0建物1車位1,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820616,169.76999999999998,4,2,2,有,有,無,16000,94,坡道機械,0.0,0,管理費3680元 瓦斯費 水電費 由承租人負擔,RPWNMLQKKHJGFAH68CC,整棟(戶)出租,有,1130310~1140309,有,冷氣、熱水器,社會住宅代管
中壢區,租賃房屋+車位,桃園市中壢區青峰路一段１３７號八樓,0.0,,,,1130215,土地0建物1車位1,八層,16,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1120601,111.48,2,2,1,有,有,有,23000,249,坡道平面,31.07,3000,每月管理費3000元由承租人負擔，未計入租金,RPQOMLQKKHJGFBH28CC,整棟(戶)出租,有,1130301~1140228,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
龍潭區,租賃房屋,桃園市龍潭區民強街３５號五樓之十,0.0,,,,1130216,土地0建物1車位0,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870407,48.79,1,0,1,有,有,有,8300,170,,0.0,0,管理費500元 水電費 由承租人負擔,RPPNMLQKKHJGFCH18CC,獨立套房,有,1130220~1140219,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
龍潭區,租賃房屋,桃園市龍潭區龍平路１１巷７號４樓,0.0,,,,1130215,土地0建物0車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700702,12.0,4,4,4,有,無,有,7500,625,,0.0,0,,RPTNMLQKKHJGFCH58CC,分租套房,無,1130215~1140215,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,
大溪區,租賃房屋,桃園市大溪區中華路３４８號四樓,0.0,,,,1130216,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810626,116.14999999999999,3,2,2,有,有,無,8000,69,,0.0,0,水電費 由承租人負擔管理費500元 由出租人負擔,RPUNMLQKKHJGFCH68CC,整棟(戶)出租,無,1130225~1140224,有,熱水器,社會住宅代管
