鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
東區,租賃房屋+車位,臺南市東區崇元一街２號九樓之２,0.0,,,,1130212,土地0建物1車位1,九層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造、鋼骨造,1120329,84.0,2,2,1,有,有,有,20000,238,坡道平面,15.13,0,,RPPNMLQKKHJGFCD77CC,整棟(戶)出租,有,1130212~1140212,有,冷氣、熱水器、洗衣機、電視機、冰箱,
永康區,租賃房屋,臺南市永康區仁愛街１９號,0.0,,,,1130217,土地0建物0車位0,全,4,透天厝,店舖，住宅,鋼筋混凝土構造,1041202,26.21,6,0,6,有,無,有,7000,267,,0.0,0,,RPUNMLRKKHJGFKD56CC,分租套房,無,1130220~1140219,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視,一般代管
永康區,租賃房屋,臺南市永康區復華八街５１巷３５號１０樓之６,0.0,,,,1130217,土地0建物1車位0,十層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850426,48.209999999999994,2,2,1,有,有,有,14000,290,,0.0,0,,RPWNMLRKKHJGFKD76CC,整棟(戶)出租,無,1130310~1140309,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,一般代管
新營區,租賃房屋,臺南市新營區建業路１９３巷６號,82.59,住,,,1130218,土地1建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0810619,160.78,5,2,3,有,無,無,30000,187,,0.0,0,,RPPNMLSKKHJGFDD08CC,整棟(戶)出租,無,1130301~1140228,無,熱水器,
北區,租賃房屋,臺南市北區北園街８巷１２號十七樓之３,0.0,,,,1130213,土地0建物1車位0,十七層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851202,34.21,1,1,1,有,有,有,7500,219,,0.0,0,台南市社會住宅包租代管 第4期計畫公會版租金已打9折,RPSOMLTKKHJGFAD28CC,獨立套房,有,1130213~1140212,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
安南區,租賃房屋,臺南市安南區永續十街８０號,94.21,住,,,1130213,土地1建物1車位0,見其他登記事項,4,公寓(5樓含以下無電梯),店舖、集合住宅、停車空間,鋼筋混凝土造,1090304,230.89,4,2,6,有,無,無,48000,208,,0.0,0,,RPQNMLTKKHJGFBD08CC,整棟(戶)出租,無,1130215~1140214,無,冷氣、熱水器,一般轉租
東區,租賃房屋+車位,臺南市東區崇明２４街８０號５樓之３１,0.0,,,,1130216,土地0建物1車位1,五層,6,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1110601,34.76,1,0,1,有,有,有,11000,316,坡道平面,0.0,3300,,RPOPMLTKKHJGFCD18CC,獨立套房,有,1130401~1140331,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般轉租
東區,租賃房屋,臺南市東區大學路１８巷１９號,0.0,,,,1130216,土地0建物0車位0,全,3,透天厝,住商用,鋼筋混凝土造,0640910,14.0,18,1,18,有,無,有,5000,357,,0.0,0,,RPTPMLTKKHJGFCD68CC,分租套房,無,1130216~1130415,無,冷氣、熱水器、網路,一般轉租
佳里區,租賃房屋,臺南市佳里區六安里４鄰六安街７６號,0.0,,,,1130211,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0660709,85.01,3,2,3,有,無,有,12000,141,,0.0,0,台南市社會住宅包租代管 第4期計畫公會版租金已打9折,RPQNMLTKKHJGFGD58CC,整棟(戶)出租,無,1130211~1140210,無,熱水器、洗衣機、冰箱,社會住宅代管
