鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
彰化市,房地(土地+建物)+車位,彰化縣彰化市埔內街,37.26,,特定農業區,甲種建築用地,1130214,土地2建物1車位1,九層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,177.77,3,2,2,有,無,15300000,97359,坡道平面,35.0,1400000,本地號尚未分割，登記以分割後面積為主。,RPPNMLPKKHJGFAN38CB,同成馥,B棟9號,
員林市,房地(土地+建物)+車位,彰化縣員林市三條段453地號,24.72,住,,,1130217,土地1建物1車位1,八層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,126.02,2,2,2,有,無,11680000,101473,坡道平面,26.19,1550000,原買受人解約B5-8樓後換戶B1-8樓買受人無異動解除契約申報書序號：H1ND11302190001,RPPNMLTKKHJGFDN09CB,七碩朵朵雲,B1棟8F號,
花壇鄉,房地(土地+建物),彰化縣花壇鄉明德段57地號,69.81,住,,,1130217,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,164.79,4,2,3,有,無,13000000,78888,,0.0,0,,RPPNMLKLKHJGFAN97CB,陶園五期,A棟1號,
花壇鄉,房地(土地+建物),彰化縣花壇鄉明德段57地號,69.19,住,,,1130217,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,171.46,4,2,3,有,無,13000000,75819,,0.0,0,,RPQNMLKLKHJGFAN08CB,陶園五期,A棟2號,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中正路二段190巷,10.76,商,,,1130215,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.87,2,2,2,有,無,10780000,109717,坡道機械,24.63,550000,,RPSNMLKLKHJGFAN28CB,中正琢越,D-14F號,
彰化市,房地(土地+建物)+車位,彰化縣彰化市茄苳路一段,25.89,住,,,1130215,土地1建物1車位2,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,183.97,3,2,2,有,無,16700000,105497,坡道平面,57.9,3400000,,RPUNMLKLKHJGFAN48CB,櫻花金馬之櫻,C棟2號,
彰化市,房地(土地+建物)+車位,彰化縣彰化市茄苳路一段,25.39,住,,,1130215,土地1建物1車位2,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,180.97,3,2,2,有,無,16000000,102381,坡道平面,57.9,3400000,,RPXNMLKLKHJGFAN78CB,櫻花金馬之櫻,A棟1號,
和美鎮,房地(土地+建物),彰化縣和美鎮北辰路,125.88,,鄉村區,乙種建築用地,1130217,土地4建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,208.21,4,2,5,有,無,16850000,80928,,0.0,0,,RPPNMLKLKHJGFBN08CB,觀美墅NO.13,Ｂ棟12號,
田中鎮,房地(土地+建物),彰化縣田中鎮香山段926-13地號,85.3,,特定農業區,甲種建築用地,1130219,土地3建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,121.66,4,2,3,有,無,8650000,71100,,0.0,0,,RPPNMLKLKHJGFEN38CB,君順CUCU,B棟10號,
田中鎮,房地(土地+建物),彰化縣田中鎮香山段926-19地號,142.31,,特定農業區,甲種建築用地,1130217,土地3建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,146.51,4,2,3,有,無,9600000,65525,,0.0,0,,RPQNMLKLKHJGFEN48CB,君順CUCU,B棟17號,
大村鄉,房地(土地+建物),彰化縣大村鄉田洋巷11號附近,104.96,住,,,1130220,土地3建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,162.36,4,3,3,有,無,9500000,58512,,0.0,0,,RPPNMLLLKHJGFDN48DB,琢白逸境,A2號,
鹿港鎮,房地(土地+建物)+車位,彰化縣鹿港鎮廖厝巷,30.12,,一般農業區,甲種建築用地,1130218,土地2建物1車位1,九層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,137.4,3,2,2,有,無,10800000,89286,坡道平面,31.0,1300000,,RPPNMLMLKHJGFCN38CB,富旺艾美莊園,D棟1號,
員林市,房地(土地+建物),彰化縣員林市雙平路66巷,75.72,住,,,1130215,土地4建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,188.0,5,2,4,有,無,16380000,87128,,0.0,0,,RPPNMLMLKHJGFDN48CB,景賦御,B11棟0號,
鹿港鎮,房地(土地+建物)+車位,彰化縣鹿港鎮廖厝巷,21.73,,一般農業區,甲種建築用地,1130223,土地2建物1車位1,七層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,107.96,2,1,1,有,無,8470000,91866,坡道平面,31.0,1400000,,RPQNMLNLKHJGFCN58CB,富旺艾美莊園,D棟2號,
北斗鎮,房地(土地+建物),彰化縣北斗鎮復興路,88.44,住,,,1130223,土地1建物1車位0,全,3,透天厝,見其他登記事項,鋼筋混凝土造,,183.04,4,2,5,有,無,21880000,119537,,0.0,0,,RPPNMLNLKHJGFFN78CB,勝龍鉑鑫大道,A棟15號,
二林鎮,房地(土地+建物),彰化縣二林鎮長春路,40.1,住,,,1130214,土地1建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,100.48,3,2,2,有,無,6990000,69566,,0.0,0,,RPQNMLNLKHJGFGN98CB,寀蘴大境,L2-3F棟0號,
伸港鄉,房地(土地+建物)+車位,彰化縣伸港鄉建國六街,89.76,住,,,1130217,土地2建物1車位1,全,4,透天厝,住家用,鋼筋混凝土造,,173.87,4,3,5,有,無,14650000,84258,一樓平面,0.0,0,,RPPNMLQLKHJGFBN68CB,格睿森梧,A棟3號,
伸港鄉,房地(土地+建物)+車位,彰化縣伸港鄉建國六街,71.52,住,,,1130217,土地2建物1車位1,全,4,透天厝,住家用,鋼筋混凝土造,,165.99,4,2,3,有,無,12980000,78197,一樓平面,0.0,0,,RPQNMLQLKHJGFBN78CB,格睿森梧,B棟1號,
伸港鄉,房地(土地+建物)+車位,彰化縣伸港鄉建國六街,70.42,住,,,1130217,土地2建物1車位1,全,4,透天厝,住家用,鋼筋混凝土造,,165.99,4,2,3,有,無,11580000,69763,一樓平面,0.0,0,,RPRNMLQLKHJGFBN88CB,格睿森梧,B棟2號,
伸港鄉,房地(土地+建物)+車位,彰化縣伸港鄉建國六街,71.42,住,,,1130217,土地2建物1車位1,全,4,透天厝,住家用,鋼筋混凝土造,,165.99,4,2,3,有,無,12980000,78197,一樓平面,0.0,0,,RPSNMLQLKHJGFBN98CB,格睿森梧,B棟5號,
溪湖鎮,房地(土地+建物)+車位,彰化縣溪湖鎮富貴五街,40.19,住,,,1130225,土地1建物1車位1,四層,5,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,114.58,3,2,2,有,無,9100000,79420,一樓平面,13.75,0,,RPPNMLQLKHJGFHN66CB,富貴成臻Ⅱ,C棟4C號,
溪湖鎮,房地(土地+建物)+車位,彰化縣溪湖鎮富貴五街,40.19,住,,,1130225,土地1建物1車位1,二層,5,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,114.58,3,2,2,有,無,9100000,79420,一樓平面,13.75,0,,RPQNMLQLKHJGFHN76CB,富貴成臻Ⅱ,A棟2A號,
