鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
南竿鄉,土地,仁愛段870地號,14.8,,,,1130501,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,69560,4700,,0.0,0,,RPPNMLKKNHJGFAZ76DA,0.0,0.0,0.0,無,
北竿鄉,土地,里段614地號,67.98,,,,1130508,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,946282,13920,,0.0,0,政府機關標讓售；,RPPNMLTJNHJGFAZ57DA,0.0,0.0,0.0,無,
莒光鄉,土地,青帆段231-2地號,439.87,,,,1130508,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,372246,846,,0.0,0,,RPPNMLTLNHJGFAZ77DA,0.0,0.0,0.0,無,
南竿鄉,土地,仁愛段342-28地號,466.9,,,,1130522,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1167250,2500,,0.0,0,,RPQNMLTLNHJGFAZ87DA,0.0,0.0,0.0,無,
南竿鄉,土地,清水段4地號,81.94,,,,1130524,土地13建物0車位1,,,其他,,,,0.0,4,2,2,有,無,8980000,109592,坡道平面,0.0,0,未登記建物；,RPPNMLOLNHJGFAZ27DA,0.0,0.0,0.0,無,
南竿鄉,土地,復興段542地號,143.93,住,,,1130508,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,827597,5750,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLKMNHJGFAZ96DA,0.0,0.0,0.0,無,
莒光鄉,土地,田沃段917-1地號,105.39,,,,1130418,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,105390,1000,,0.0,0,,RPPNMLNLMHJGFAZ07DA,0.0,0.0,0.0,無,
南竿鄉,房地(土地+建物),連江縣南竿鄉連江縣南竿鄉仁愛村４－１號２樓,26.32,,,,1130429,土地5建物1車位0,二層,二層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1051103,77.97999999999999,2,1,1,有,無,5430000,69633,,0.0,0,,RPPNMLTLMHJGFAZ67DA,48.71,0.0,7.2,有,
南竿鄉,土地,珠螺段231地號,391.86,,,,1130420,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2300000,5869,,0.0,0,,RPPNMLMLNHJGFAZ07DA,0.0,0.0,0.0,無,
南竿鄉,土地,福沃段348地號,107.13,,,,1130312,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1400000,13068,,0.0,0,,RPPNMLOKLHJGFAZ96DA,0.0,0.0,0.0,無,
北竿鄉,土地,里段584地號,132.0,,,,1130308,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3000000,22727,,0.0,0,,RPPNMLTLLHJGFAZ57DA,0.0,0.0,0.0,無,01
莒光鄉,土地,大坪段572地號,130.72,,,,1130324,土地6建物0車位0,,,其他,,,,0.0,0,0,0,無,無,100000,765,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLTJMHJGFAZ47DA,0.0,0.0,0.0,無,
莒光鄉,土地,田沃段331地號,44.86,,,,1130226,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,203216,4530,,0.0,0,政府機關標讓售；,RPPNMLOJLHJGFAZ86DA,0.0,0.0,0.0,無,
北竿鄉,土地,芹壁段537地號,91.54,,,,1130130,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3180000,34739,,0.0,0,,RPQNMLLMJHJGFAZ76DA,0.0,0.0,0.0,無,
