鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
內埔鄉,租賃房屋,屏東縣內埔鄉壽比路２３０號５樓之６,0.0,,,,1130901,土地0建物0車位0,五層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1051104,30.31,3,0,3,有,有,有,5600,185,,0.0,0,,RPWPMLPLRHIGFCT28CC,分租套房,有,1120901~1130831,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管
屏東市,租賃房屋,屏東縣屏東市廣東路９９０號４樓之５,0.0,,,,1130813,土地0建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821204,46.01,1,1,1,有,有,有,6500,141,,0.0,0,,RPPNMLNKQHJGFAT86CC,獨立套房,有,1130813~1140812,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
內埔鄉,租賃房屋,屏東縣內埔鄉四維路４１-５號３樓之６,0.0,,,,1130813,土地0建物1車位0,三層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1120928,97.33,2,1,1,有,無,有,15500,159,,0.0,0,,RPPNMLNKQHJGFCT07CC,整棟(戶)出租,無,1130813~1140812,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
屏東市,租賃房屋,屏東縣屏東市海豐３５之３號三樓之三,0.0,,,,1130813,土地0建物1車位0,三層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1121024,85.68,2,1,2,有,有,無,14000,163,,0.0,0,此為屏東縣政府社會住宅包租代管計畫。,RPQNMLOKQHJGFAT07CC,整棟(戶)出租,有,1130816~1140815,有,熱水器、瓦斯或天然氣,社會住宅包租轉租
屏東市,租賃房屋+車位,屏東縣屏東市華盛街３５號六樓之四,0.0,,,,1130813,土地0建物1車位1,六層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0930909,181.01,3,2,2,有,有,有,16000,88,坡道平面,0.0,0,,RPRNMLOKQHJGFAT17CC,整棟(戶)出租,有,1130815~1140814,有,冷氣、熱水器、洗衣機、電視機、瓦斯或天然氣,社會住宅包租轉租
屏東市,租賃房屋,屏東縣屏東市和生路二段２６２巷５之２號,0.0,,,,1130813,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720305,85.73,3,2,2,有,無,有,15000,175,,0.0,0,,RPQNMLPKQHJGFAT17CC,整棟(戶)出租,無,1130815~1140814,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
屏東市,租賃房屋,屏東縣屏東市興豐路４０號６樓之２,0.0,,,,1130814,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820308,115.07000000000001,3,2,2,有,有,有,15200,132,,0.0,0,,RPPNMLQKQHJGFAT17CC,整棟(戶)出租,有,1130815~1140814,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
長治鄉,租賃房屋,屏東縣長治鄉瑞源路２４０號七樓之十,0.0,,,,1130815,土地0建物1車位0,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850607,83.78,2,2,1,有,有,有,9000,107,,0.0,0,此為屏東縣政府社會住宅包租代管計畫。,RPQNMLQKQHJGFAT27CC,整棟(戶)出租,有,1130820~1140819,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
萬丹鄉,租賃房屋,屏東縣萬丹鄉光榮街３３號,0.0,,,,1130815,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0690804,131.34,3,1,1,有,無,有,10000,76,,0.0,0,此為屏東縣政府社會住宅包租代管計畫。,RPRNMLQKQHJGFAT37CC,整棟(戶)出租,無,1130815~1140814,無,冷氣、熱水器,社會住宅代管
