鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
湖西鄉,土地,東石新段695地號,1028.33,,一般農業區,農牧用地,1131105,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3110000,3024,,0.0,0,,RPRNMLRJJIJGFAX07DA,0.0,0.0,0.0,無,
馬公市,土地,光榮段755地號,94.79,住,,,1131104,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,8831900,93173,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLRJJIJGFAX37EA,0.0,0.0,0.0,無,
馬公市,土地,興崁段1203地號,643.32,,一般農業區,農牧用地,1131113,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2000000,3109,,0.0,0,,RPPNMLPKJIJGFAX76DA,0.0,0.0,0.0,無,001
西嶼鄉,土地,竹灣段73-1地號,198.08,,一般農業區,農牧用地,1131101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,230000,1161,,0.0,0,,RPUNMLSKJIJGFAX67EA,0.0,0.0,0.0,無,
湖西鄉,土地,湖西南段196地號,113.02,,鄉村區,乙種建築用地,1131111,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3000000,26544,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLSKJIJGFAX57EA,0.0,0.0,0.0,無,
七美鄉,土地,七美二段999地號,32.77,,鄉村區,乙種建築用地,1131111,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1717148,52400,,0.0,0,畸零地或有合併使用效益；政府機關標讓售；,RPQNMLLKJIJGFAX09DA,0.0,0.0,0.0,無,
西嶼鄉,土地,二崁南段166地號,555.03,都市：其他:濱海地質保護區,,,1131109,土地6建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1000000,1802,,0.0,0,,RPPNMLRKJIJGFAX96DA,0.0,0.0,0.0,無,
湖西鄉,土地,湖西北段1030地號,1986.6,,一般農業區,農牧用地,1131106,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1200000,604,,0.0,0,,RPPNMLSKJIJGFAX07DA,0.0,0.0,0.0,無,
馬公市,土地,鐵線段509地號,165.66,,一般農業區,農牧用地,1131105,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4790000,28915,,0.0,0,,UPSNMLKLJIJGFAX96DA,0.0,0.0,0.0,無,002
馬公市,土地,鐵線段509地號,174.93,,一般農業區,農牧用地,1131105,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4790000,27382,,0.0,0,,VPSNMLKLJIJGFAX07DA,0.0,0.0,0.0,無,002
馬公市,房地(土地+建物),澎湖縣馬公市東衛１６９之１號三樓之５,25.16,,鄉村區,乙種建築用地,1131101,土地2建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1120308,75.0,2,1,1,有,有,5450000,72667,,0.0,0,,RPRNMLOJJIJGFAX76DA,51.06,5.41,0.0,有,004
湖西鄉,土地,尖山南段191地號,2379.49,,一般農業區,農牧用地,1131108,土地6建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1200000,504,,0.0,0,,RPPNMLLKJIJGFAX98DA,0.0,0.0,0.0,無,
湖西鄉,土地,青螺新段1344地號,624.21,,一般農業區,甲種建築用地,1131113,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2077000,3327,,0.0,0,,RPUNMLMKJIJGFAX96DA,0.0,0.0,0.0,無,005
湖西鄉,土地,沙港北段590地號,349.95,,一般農業區,農牧用地,1131108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,950000,2715,,0.0,0,,RPRNMLNKJIJGFAX76DA,0.0,0.0,0.0,無,
馬公市,土地,五福段411-1地號,115.03,,鄉村區,乙種建築用地,1131115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1913800,16637,,0.0,0,,RPRNMLRLJIJGFAX27DA,0.0,0.0,0.0,無,
馬公市,房地(土地+建物),澎湖縣馬公市文光路１６８巷１３號,66.68,住,,,1131120,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0670218,83.66,3,1,4,有,無,2554000,30528,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLQLJIJGFAX47EA,83.66,0.0,0.0,無,
馬公市,土地,文化段636地號,70.53,住,,,1131106,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,9000000,127605,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLRLJIJGFAX17EA,0.0,0.0,0.0,無,
湖西鄉,土地,鼎灣新段438-1地號,20.75,,鄉村區,乙種建築用地,1131119,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,114955,5540,,0.0,0,政府機關標讓售；,RPTNMLSLJIJGFAX67EA,0.0,0.0,0.0,無,
湖西鄉,土地,湖西南段119地號,102.06,,鄉村區,交通用地,1131112,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2542315,24910,,0.0,0,政府機關標讓售；,RPUNMLSLJIJGFAX77EA,0.0,0.0,0.0,無,
馬公市,土地,鎖港西段712地號,423.85,農,,,1131105,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1420000,3350,,0.0,0,,RPTNMLTLJIJGFAX67DA,0.0,0.0,0.0,無,
馬公市,房地(土地+建物),澎湖縣馬公市成功街９３號,67.7,住,,,1131122,土地4建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0700507,80.2,3,2,2,有,無,4300000,53616,,0.0,0,,RPVNMLTLJIJGFAX87DA,80.2,0.0,0.0,無,006
白沙鄉,土地,通梁南段892地號,167.33,住,,,1131113,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1400000,8367,,0.0,0,,RPPNMLRLJIJGFAX07DA,0.0,0.0,0.0,無,
湖西鄉,土地,潭邊新段571地號,308.57,,一般農業區,農牧用地,1131109,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,12000000,38889,,0.0,0,土地交易案件之價格含未來興建房屋成本；,RPQNMLTLJIJGFAX37DA,0.0,0.0,0.0,無,007
湖西鄉,土地,潭邊新段571地號,299.12,,一般農業區,農牧用地,1131109,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,16880000,56432,,0.0,0,土地交易案件之價格含未來興建房屋成本；,SPQNMLTLJIJGFAX47DA,0.0,0.0,0.0,無,007
