鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
大湖鄉,土地,大湖段497-26地號,2100.0,,山坡地保育區,林業用地,1131103,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,500000,238,,0.0,0,,RPPNMLOJJIJGFAK87DA,0.0,0.0,0.0,無,
竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮大埔里１鄰大埔一街７５號六樓之一,47.4,住,,,1131101,土地1建物1車位1,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1051012,155.05,3,2,2,有,有,9300000,59981,坡道平面,21.02,0,,RPWNMLPJJIJGFDK98DA,85.66,0.0,9.98,有,0001
後龍鎮,土地,灣瓦段73-20地號,336.0,,鄉村區,乙種建築用地,1131102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2700000,8036,,0.0,0,未登記建物；,RPWNMLMKJIJGFDK78DA,0.0,0.0,0.0,無,0002
頭份市,土地,尖山段763地號,5.0,,鄉村區,乙種建築用地,1131102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,110000,22000,,0.0,0,,RPQNMLOJJIJGFFK48DA,0.0,0.0,0.0,無,
苑裡鎮,土地,上館段840-2地號,568.69,,特定農業區,甲種建築用地,1131104,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,8500000,14947,,0.0,0,,RPPNMLOKJIJGFCK28EA,0.0,0.0,0.0,無,
苑裡鎮,土地,玉山段1375地號,424.34,,特定農業區,農牧用地,1131104,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2100000,4949,,0.0,0,,RPSNMLMKJIJGFCK28DA,0.0,0.0,0.0,無,0003
頭份市,土地,蘆竹湳段蘆竹湳小段510地號,2.66,工,,,1131107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,50000,18797,,0.0,0,,RPSNMLRJJIJGFFK98DA,0.0,0.0,0.0,無,
大湖鄉,土地,靜湖段579地號,73.53,住,,,1131102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2446400,33271,,0.0,0,,RPPNMLTKJIJGFAK48DA,0.0,0.0,0.0,無,0004
苗栗市,土地,嘉福段1398-5地號,2.83,都市：其他:道路用地,,,1131112,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,142632,50400,,0.0,0,包含公共設施保留地用地；協議價購；,RPPNMLPKJIJGFBK28EA,0.0,0.0,0.0,無,
頭份市,房地(土地+建物),苗栗縣頭份市民權里６鄰民富街２７號,83.82,住,,,1131104,土地2建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0660115,104.49,3,2,2,有,無,8800000,84219,,0.0,0,其他增建；,RPRNMLPJJIJGFFK68DA,104.49,0.0,0.0,無,
通霄鎮,房地(土地+建物),苗栗縣通霄鎮通南里６鄰南華路２３巷２１號,97.01,住,,,1131109,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0650422,135.64,3,3,2,有,無,5300000,39074,,0.0,0,,RPPNMLMLJIJGFCK08DA,135.64,0.0,0.0,無,
竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮海口里３鄰育才路６２巷２號三樓之八,37.83,住,,,1131101,土地3建物1車位1,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050401,118.43,3,2,2,有,有,8380000,70759,一樓平面,0.0,0,,RPQNMLPJJIJGFDK38DA,77.57,0.0,4.1,有,0005
南庄鄉,土地,蓬萊段48-102地號,2238.0,,山坡地保育區,林業用地,1131110,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2900000,1296,,0.0,0,含地政士服務費6000元；,RPPNMLKLJIJGFFK28EA,0.0,0.0,0.0,無,
頭份市,房地(土地+建物),苗栗縣頭份市珊湖里１７鄰中正三路６８巷３弄２１號,97.34,,鄉村區,乙種建築用地,1131104,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0730302,86.18,5,2,3,有,無,2700000,31330,,0.0,0,,RPQNMLPKJIJGFFK68DA,86.18,0.0,0.0,無,
頭份市,土地,八德段436地號,339.04,住,,,1131105,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,38960000,114913,,0.0,0,,RPVNMLTKJIJGFFK96DA,0.0,0.0,0.0,無,
苑裡鎮,房地(土地+建物),苗栗縣苑裡鎮客庄里２３鄰客庄７７之５４號,36.73,住,,,1131110,土地1建物1車位0,一層，二層，三層，騎樓,八層,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,0831229,165.93,3,2,3,有,無,5400000,32544,,0.0,0,,RPRNMLQLJIJGFCK68DA,130.33,3.38,6.76,無,
後龍鎮,土地,苦苓腳段4409地號,413.91,,特定農業區,農牧用地,1131102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4200000,10147,,0.0,0,有自來水 井水 大門遠端金控 電力系統  網路 灌排系統未登記建物；機電設備；,RPPNMLNJJIJGFDK08DA,0.0,0.0,0.0,無,0006
造橋鄉,房地(土地+建物),苗栗縣造橋鄉談文村５鄰育英一街６號一樓之十五,20.11,,山坡地保育區,丙種建築用地,1131112,土地1建物1車位0,一層,三層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0920331,29.02,1,1,1,有,有,1580000,54445,,0.0,0,,RPPNMLMLJIJGFDK18DA,19.25,2.63,0.0,無,0007
後龍鎮,土地,苦苓腳段2839地號,282.0,,特定農業區,農牧用地,1131103,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3100000,10993,,0.0,0,未登記建物；,RPRNMLMLJIJGFDK38DA,0.0,0.0,0.0,無,0008
後龍鎮,土地,崎頂段397-22地號,338.0,,一般農業區,農牧用地,1131114,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4700000,13905,,0.0,0,未登記建物；農作物；機電設備；,RPTNMLMLJIJGFDK58DA,0.0,0.0,0.0,無,0009
頭份市,房地(土地+建物),苗栗縣頭份市民權里２鄰東民路２２號五樓,55.44,住,,,1131111,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701226,130.38,3,1,2,有,無,3250000,24927,,0.0,0,,RPRNMLMKJIJGFFK48DA,114.89,0.0,0.0,無,
頭份市,房地(土地+建物),苗栗縣頭份市民權里２鄰東民路２０號五樓,55.44,住,,,1131111,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701226,122.77,2,1,2,有,無,3250000,26472,,0.0,0,,RPSNMLMKJIJGFFK58DA,114.89,0.0,0.0,無,
大湖鄉,土地,大窩段207地號,4014.11,,山坡地保育區,農牧用地,1131114,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2500000,623,,0.0,0,,RPRNMLQLJIJGFAK48DA,0.0,0.0,0.0,無,
頭屋鄉,土地,頭屋段1029-79地號,77.0,,山坡地保育區,丙種建築用地,1131114,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,230000,2987,,0.0,0,畸零地或有合併使用效益；,RPUNMLPKJIJGFBK68DA,0.0,0.0,0.0,無,
苑裡鎮,土地,苑坑段669地號,45.83,,特定農業區,農牧用地,1131113,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,60000,1309,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLRLJIJGFCK09DA,0.0,0.0,0.0,無,0010
竹南鎮,土地,東平段5-2地號,23.51,都市：其他:道路用地,,,1131113,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,331366,14095,,0.0,0,包含公共設施保留地用地；,RPUNMLOKJIJGFDK78DA,0.0,0.0,0.0,無,0011
銅鑼鄉,土地,朝西段673地號,1175.73,都市：其他:道路用地,,,1131112,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2100000,1786,,0.0,0,此買賣土地全部為公共設施用地包含公共設施保留地用地；,RPQNMLPLJIJGFEK68DA,0.0,0.0,0.0,無,
頭份市,土地,隆興段647地號,29.06,都市：其他:道路用地,,,1131113,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,631474,21730,,0.0,0,包含公共設施保留地用地；,RPRNMLOKJIJGFFK68DA,0.0,0.0,0.0,無,0012
南庄鄉,土地,田尾段588-37地號,821.0,,山坡地保育區,林業用地,1131111,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5250000,6395,,0.0,0,未登記建物；,RPQNMLPLJIJGFFK78DA,0.0,0.0,0.0,無,
苗栗市,房地(土地+建物),苗栗縣苗栗市南勢里５鄰新榮８０號,85.04,,山坡地保育區,丙種建築用地,1131112,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0830420,163.81,4,2,3,有,無,5200000,31744,,0.0,0,,RPTNMLMKJIJGFBK28DA,150.21,6.33,7.27,無,
苗栗市,土地,華清段787地號,193.63,,,,1131106,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4100168,21175,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPTNMLRLJIJGFBK88DA,0.0,0.0,0.0,無,0013
苑裡鎮,土地,新復北段75地號,898.11,,特定農業區,農牧用地,1131118,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2245275,2500,,0.0,0,,RPSNMLSLJIJGFCK98DA,0.0,0.0,0.0,無,
苑裡鎮,土地,新復北段76地號,898.1,,特定農業區,農牧用地,1131118,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2245250,2500,,0.0,0,,RPTNMLSLJIJGFCK09DA,0.0,0.0,0.0,無,
竹南鎮,房地(土地+建物),苗栗縣竹南鎮佳興里７鄰光復路３６５之７號,40.66,住,,,1131114,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691110,98.82,2,2,1,有,無,4000000,40474,,0.0,0,,RPTNMLOKJIJGFDK68DA,87.19,0.0,0.0,無,
竹南鎮,土地,大同段1200-16地號,0.37,住,,,1131119,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,111000,0,,0.0,0,占用買回,RPQNMLQLJIJGFDK68DA,0.0,0.0,0.0,無,
竹南鎮,土地,大同段1200-17地號,0.13,住,,,1131119,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,39000,0,,0.0,0,占用買回,RPRNMLQLJIJGFDK78DA,0.0,0.0,0.0,無,
竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮大埔里１鄰大埔一街８９號,33.9,住,,,1131112,土地1建物1車位1,一層,九層,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,1051012,115.44,0,1,1,有,有,15200000,131670,坡道平面,21.02,0,,RPTNMLQLJIJGFDK98DA,67.38,0.0,0.0,有,0014
西湖鄉,土地,新二湖段737地號,10.37,,山坡地保育區,暫未編定,1131112,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,168100,16210,,0.0,0,,RPQNMLMKJIJGFEK28DA,0.0,0.0,0.0,無,
西湖鄉,土地,鴨母坑段1491-8地號,580.0,,山坡地保育區,林業用地,1131114,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1100000,1897,,0.0,0,,RPQNMLRLJIJGFEK88DA,0.0,0.0,0.0,無,0015
頭份市,車位,苗栗縣頭份市蟠桃里１０鄰信三街１０６號等共有部份,0.0,,,,1131119,土地0建物1車位1,,,其他,,,,5.96,0,0,0,無,有,350000,,坡道機械,5.96,350000,本案增購汽車位一個；建物坐落地號：德義段250地號；僅車位交易；,RPTNMLLLJIJGFFK68DA,0.0,0.0,0.0,有,0016
頭份市,土地,水源段659-1地號,168.7,,山坡地保育區,丙種建築用地,1131113,土地2建物0車位0,,,其他,,,,0.0,2,2,1,有,無,7000000,41494,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；未登記建物；,RPVNMLQLJIJGFFK76DA,0.0,0.0,0.0,無,
大湖鄉,土地,靜湖段917地號,177.96,商,,,1131126,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4200000,23601,,0.0,0,,RPPNMLMJKIJGFAK77DA,0.0,0.0,0.0,無,0017
大湖鄉,房地(土地+建物),苗栗縣大湖鄉大寮村８鄰舊糖廠１０之２號,6722.53,,山坡地保育區,丁種建築用地,1131118,土地21建物5車位0,全,一層,透天厝,工業用,鋼鐵造,0680401,2541.93,5,3,4,有,無,55000000,21637,,0.0,0,,RPRNMLMJKIJGFAK97DA,2541.93,0.0,0.0,無,
苗栗市,土地,水流娘段16-5地號,2237.0,工,,,1131108,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,33016800,14759,,0.0,0,,RPQNMLQLJIJGFBK48DA,0.0,0.0,0.0,無,
通霄鎮,土地,白東段715-1地號,27.58,,山坡地保育區,丙種建築用地,1131116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,417000,15120,,0.0,0,,RPQNMLTKJIJGFCK78DA,0.0,0.0,0.0,無,
通霄鎮,土地,五里牌段五福小段230-2地號,87.0,,特定農業區,農牧用地,1131120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,201100,2311,,0.0,0,重劃區抵費地標售政府機關標讓售；,RPPNMLMJKIJGFCK97DA,0.0,0.0,0.0,無,
造橋鄉,土地,平安段31地號,3072.24,,特定農業區,農牧用地,1131119,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,7530000,2451,,0.0,0,,RPRNMLSLJIJGFDK98DA,0.0,0.0,0.0,無,
頭份市,土地,興隆段上埔小段146地號,1665.0,都市：其他:綠地,,,1131111,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,9500000,5706,,0.0,0,包含公共設施保留地用地；,RPPNMLNLJIJGFFK48DA,0.0,0.0,0.0,無,0018
竹南鎮,土地,成功段930-6地號,49.74,農,,,1131107,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,600000,12063,,0.0,0,現場有搭建鐵皮屋,RPWNMLLLJIJGFDK78DA,0.0,0.0,0.0,無,0019
後龍鎮,土地,頭湖段42-1地號,1642.0,,山坡地保育區,農牧用地,1131115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3476935,2118,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLSLJIJGFDK78DA,0.0,0.0,0.0,無,0020
三義鄉,土地,新三叉段967地號,1023.8,,山坡地保育區,林業用地,1131114,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,410000,400,,0.0,0,,RPPNMLMLJIJGFEK28DA,0.0,0.0,0.0,無,
三義鄉,土地,新三叉段966地號,141.72,,山坡地保育區,丙種建築用地,1131114,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1270000,8961,,0.0,0,,RPQNMLMLJIJGFEK38DA,0.0,0.0,0.0,無,
卓蘭鎮,房地(土地+建物),苗栗縣卓蘭鎮上新里４鄰民有街１０號,96.21,住,,,1131112,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1070917,196.7,4,2,3,有,無,12500000,63549,,0.0,0,,RPPNMLOJKIJGFAK08EA,182.75,0.0,13.95,無,0021
公館鄉,土地,尖山段2183-3地號,414.0,,特定農業區,農牧用地,1131105,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1582308,3822,,0.0,0,,RPQNMLKLJIJGFBK87DA,0.0,0.0,0.0,無,
通霄鎮,房地(土地+建物),苗栗縣通霄鎮通灣里１９鄰中山路１５８巷９５號,120.17,住,,,1131108,土地3建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0811204,134.69,5,2,4,有,無,3300000,24501,,0.0,0,土增稅:新台幣19739元，由買方全數繳納,RPSNMLNJKIJGFCK38DA,134.69,0.0,0.0,無,
竹南鎮,土地,廣源段1123地號,38.27,,一般農業區,農牧用地,1131106,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2016829,52700,,0.0,0,合併使用效益政府機關標讓售；,RPTNMLRLJIJGFDK09DA,0.0,0.0,0.0,無,
竹南鎮,房地(土地+建物),苗栗縣竹南鎮崎頂里仁愛路２１１５巷１弄４號,85.21,,鄉村區,乙種建築用地,1131107,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0680105,102.7,4,3,2,有,無,4000000,38948,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPPOMLSLJIJGFDK88DA,102.7,0.0,0.0,無,
竹南鎮,土地,龍鳳西段291地號,12.0,住,,,1131121,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,580800,48400,,0.0,0,,RPWNMLMJKIJGFDK78DA,0.0,0.0,0.0,無,
竹南鎮,土地,頂埔段852-1地號,7531.22,都市：其他:公園兼滯洪池用地,,,1131105,土地6建物0車位0,,,其他,,,,0.0,0,0,0,無,無,72680894,9651,,0.0,0,包含公共設施保留地用地；,RPPNMLTLJIJGFDK98EA,0.0,0.0,0.0,無,0022
三義鄉,房地(土地+建物),苗栗縣三義鄉雙連潭１０１之１號,226.14,,山坡地保育區,丙種建築用地,1131108,土地3建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0820121,186.65,6,2,3,有,無,994006,5326,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLMJKIJGFEK28EA,186.65,0.0,0.0,無,
苗栗市,房地(土地+建物),苗栗縣苗栗市坪頂西９７號,24.86,,山坡地保育區,丙種建築用地,1131119,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,,36.87,3,3,2,有,無,1000000,27122,,0.0,0,,RPSNMLTKJIJGFBK88DA,36.87,0.0,0.0,無,
苗栗市,土地,福星段田寮小段181-1地號,983.0,,特定農業區,農牧用地,1131105,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3000000,3052,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLKLJIJGFBK77DA,0.0,0.0,0.0,無,
苗栗市,房地(土地+建物),苗栗縣苗栗市新川里３鄰龍岡４２號,133.0,,山坡地保育區,丙種建築用地,1131112,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0811113,129.1,3,1,2,有,無,3580000,27730,,0.0,0,,RPSNMLTLJIJGFBK98DA,121.97,0.0,7.13,無,0023
