鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
中正區,建物,基隆市中正區調和街２９６號七樓之１,0.0,住,,,1090503,土地0建物1車位0,七層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080212,136.8,3,2,2,有,有,有,12000,88,,0.0,0,,RPRNMLMKNHPFFBC18CC
中正區,建物,基隆市中正區調和街２９６號十樓之１,0.0,住,,,1090505,土地0建物1車位0,十層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080212,136.8,3,2,2,有,有,有,12000,88,,0.0,0,,RPSNMLMKNHPFFBC28CC
中正區,建物,基隆市中正區祥豐街９５號２樓之４,0.0,住,,,1090504,土地0建物1車位0,二層,7,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0880510,33.43,1,1,1,有,有,有,6500,194,,0.0,0,,RPTNMLMKNHPFFBC38CC
信義區,建物,基隆市信義區仁一路４１號,0.0,商,,,1090508,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0800720,120.53,1,1,1,有,無,有,6000,50,,0.0,0,,RPUNMLMKNHPFFBC48CC
七堵區,房地(土地+建物)+車位,基隆市七堵區明德二路１５之４３號４樓,17.77,住,,,1090413,土地1建物1車位1,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840801,90.71,3,2,2,有,有,有,14000,154,坡道平面,12.11,0,車位B1-80號,RPPNMLMKNHPFFCC08CC
信義區,土地,福祿段347-2地號,106.0,商,,,1090514,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,50000,472,,0.0,0,未登記錄物面積155.3平方公尺,RPRNMLOKNHPFFBC38CC
七堵區,土地,五堵段五堵北小段1072地號,4773.0,住,,,1090511,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,216575,45,,0.0,0,,RPRNMLKLNHPFFCC18CC
安樂區,房地(土地+建物),基隆市安樂區麥金路２３３號１６樓,6.83,住,,,1090516,土地3建物1車位0,十六層,22,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050124,70.29,2,1,1,有,有,有,16000,228,,0.0,0,含管理費,RPXNMLKLNHPFFCC88DC
中正區,建物,基隆市中正區觀海街１１２號１６樓,0.0,住,,,1090505,土地0建物1車位0,十六層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880114,130.32,4,2,2,有,有,有,15000,115,,0.0,0,含管理費,RPTNMLLLNHPFFBC38CC
